Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUM_M_R
1089,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
1090,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1091,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1092,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
1093,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
1094,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1095,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
1096,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1097,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
1098,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
1099,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Forest,Forest
1100,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1101,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
1102,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1103,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1104,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
1105,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1106,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
1107,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1108,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Bareland
1109,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1110,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
1111,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
1112,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
1113,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1114,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1115,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1116,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1117,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1118,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1119,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1120,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1121,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1122,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1123,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1124,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1125,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1126,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1127,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1128,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
1129,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1130,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1131,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
1132,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1133,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1134,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
1135,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1136,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1137,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1138,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1139,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Forest
1140,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1141,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1142,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1143,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
1144,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1145,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
1146,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1147,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
1148,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1149,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1150,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1151,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1152,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Water
1153,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1154,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1155,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1156,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1157,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1158,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
1159,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1160,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1161,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1162,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1163,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1164,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1165,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1166,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1167,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1168,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1169,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1170,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1171,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
1172,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1173,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Water
1174,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1175,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
1176,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
1177,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Water
1178,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1179,Bareland,Bareland,Water,NULL,Water,Grassland,Wetland,Water
1180,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Grassland
1181,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Grassland
1182,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1183,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
1184,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Forest
1185,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1186,Bareland,Bareland,Water,Water,Water,Grassland,Wetland,Grassland
1187,Bareland,Bareland,Water,Water,Water,Grassland,Wetland,Water
1188,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
1189,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Grassland
1190,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Bareland
1191,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
1192,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
1193,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
1194,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1195,Bareland,Bareland,Water,Water,Water,Water,Wetland,Bareland
1196,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1197,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1198,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Water
1199,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1200,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1201,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1202,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1203,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1204,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1205,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1206,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1207,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1208,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1209,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1210,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1211,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1212,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1213,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1214,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1215,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1216,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1217,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1218,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1219,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1220,Bareland,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1221,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1222,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1223,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1224,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1225,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1226,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1227,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1228,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1229,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1230,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1231,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1232,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1233,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1234,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1235,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1236,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1237,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1238,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1239,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1240,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1241,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1242,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1243,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
1244,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1245,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1246,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1247,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1248,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1249,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
1250,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1251,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1252,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1253,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1254,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1255,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1256,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1257,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1258,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1259,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1260,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1261,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1262,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1263,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1264,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1265,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1266,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1267,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1268,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1269,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1270,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1271,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1272,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1273,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1274,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1275,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1276,Bareland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1277,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1278,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1279,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1280,Bareland,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1281,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
1282,Bareland,Water,Water,NULL,Water,Water,Water,Water
1283,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
1284,Bareland,Water,Water,Water,Water,Grassland,Water,Grassland
1285,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1286,Bareland,Water,Water,Water,Water,Water,Wetland,Water
1287,Bareland,Water,Water,Water,Water,Water,Water,Bareland
1288,Bareland,Water,Water,Water,Water,Water,Water,Water
1289,Bareland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1290,Bareland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
1291,Bareland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1292,Bareland,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1293,Bareland,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1294,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1295,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1296,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1297,Bareland,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1298,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1299,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1300,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1301,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
1302,Bareland,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1303,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1304,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1305,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1306,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1307,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1308,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1309,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1310,Bareland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1311,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1312,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1313,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1314,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Bareland
1315,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1316,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1317,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1318,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1319,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
1320,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1321,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1322,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1323,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1324,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1325,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1326,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1327,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1328,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
1329,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1330,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1331,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1332,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1333,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
1334,Water,NULL,Water,NULL,Water,Water,Water,Forest
1335,Water,NULL,Water,Water,Water,Bareland,Wetland,Grassland
1336,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1337,Water,NULL,Water,Water,Water,Water,Water,Water
1338,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1339,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1340,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1341,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1342,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1343,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1344,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1345,Water,Wetland,Water,Water,Water,Water,Water,Forest
1346,Water,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1347,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1348,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1349,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1350,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1351,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1352,Water,Bareland,Water,Water,Water,Bareland,Water,Water
1353,Water,Bareland,Water,Water,Water,Water,Water,Water
1354,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
1355,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1356,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1357,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1358,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1359,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1360,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1361,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
1362,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1363,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1364,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1365,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1366,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1367,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1368,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1369,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1370,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1371,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
1372,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
1373,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1374,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1375,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1376,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1377,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1378,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1379,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1380,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1381,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1382,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1383,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
1384,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1385,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
1386,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1387,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1388,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1389,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1390,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1391,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1392,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1393,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1394,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1395,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
1396,Water,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
1397,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1398,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1399,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1400,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1401,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1402,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1403,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1404,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1405,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1406,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1407,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1408,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1409,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1410,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1411,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1412,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1413,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1414,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1415,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1416,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
