Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFE_M_R
1710,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1711,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1712,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1713,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1714,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1715,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1717,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1718,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1719,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1720,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
1721,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1722,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1723,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1724,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1725,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1726,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1727,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1728,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1729,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1730,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1731,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1732,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1733,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1734,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1735,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1736,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1737,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1738,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1739,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1740,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1741,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1742,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1743,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1744,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1745,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1746,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1747,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1748,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1749,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1750,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1751,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1752,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1753,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1754,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1755,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1756,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1757,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1758,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1759,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1760,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1761,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1762,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1763,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1764,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1765,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1766,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1767,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1768,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1769,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1770,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1771,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1772,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1773,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1774,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1775,Forest,Water,Water,Water,Water,NULL,NULL,Water
1776,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1777,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1778,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1779,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1780,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1781,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1782,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1783,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1784,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1785,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1786,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1787,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1788,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1789,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1790,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1791,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1792,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1793,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1794,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1795,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1796,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1797,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1798,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1799,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1800,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1801,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1802,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1803,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1804,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1805,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1806,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1807,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1808,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1809,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1810,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1811,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1812,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1813,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1814,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1815,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1816,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1817,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1818,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1819,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1820,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1821,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1822,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1823,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1824,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1825,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1826,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1827,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1828,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1829,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1830,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1831,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1832,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1833,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1834,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1835,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1836,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1837,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1838,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1839,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1840,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1841,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1842,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1843,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1844,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1845,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1846,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1847,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1848,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1849,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1850,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1851,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1852,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1853,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1854,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1855,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1856,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1857,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1858,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1859,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1860,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1861,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1862,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1863,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1864,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1865,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1866,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1867,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1868,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1869,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1870,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1871,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1872,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1873,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1874,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1875,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1876,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1877,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1878,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1879,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1880,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
