Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R
5738,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5739,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
5740,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5741,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
5742,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5743,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
5744,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5745,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5746,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5747,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5748,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5749,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5750,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5751,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5752,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5753,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5754,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5755,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5756,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5757,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5758,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5759,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
5760,Cropland,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
5761,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5762,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5763,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5764,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5765,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5766,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5767,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5768,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5769,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5770,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5771,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5772,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5773,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5774,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5775,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5776,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5777,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5778,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5779,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5780,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5781,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5782,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5783,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5784,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5785,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5786,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5787,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5788,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5789,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5790,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5791,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5792,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5793,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5794,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5795,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5796,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5797,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5798,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5799,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5800,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5801,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5802,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
5803,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
5804,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5805,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
5806,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5807,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
5808,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5809,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
5810,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5811,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
5812,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5813,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5814,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
5815,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
5816,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5817,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5818,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5819,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5820,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5821,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5822,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5823,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5824,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5825,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5826,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5827,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5828,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5829,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5830,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5831,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5832,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5833,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5834,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5835,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5836,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5837,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5838,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5839,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5840,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5841,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5842,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5843,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5844,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5845,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5846,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5847,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5848,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5849,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5850,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5851,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
5852,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5853,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5854,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
5855,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5856,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5857,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5858,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5859,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5860,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5861,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5862,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5863,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5864,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
5865,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5866,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5867,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5868,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5869,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5870,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5871,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5872,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5873,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5874,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5875,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5876,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5877,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5878,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5879,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5880,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5881,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5882,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5883,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
5884,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5885,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
5886,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5887,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
5888,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
5889,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5890,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5891,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5892,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5893,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5894,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
5895,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
5896,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5897,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5898,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5899,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5900,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5901,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5902,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
5903,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5904,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
5905,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5906,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5907,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5908,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5909,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5910,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5911,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5912,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5913,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5914,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5915,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5916,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5917,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
5918,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
5919,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
5920,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
5921,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
5922,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
5923,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5924,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5925,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5926,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5927,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5928,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5929,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5930,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
5931,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5932,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5933,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5934,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5935,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5936,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5937,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5938,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5939,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5940,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5941,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5942,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5943,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5944,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5945,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5946,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5947,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
5948,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5949,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
5950,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5951,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5952,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5953,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5954,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5955,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5956,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5957,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5958,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5959,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5960,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5961,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5962,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
5963,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5964,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
5965,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5966,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
5967,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5968,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5969,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5970,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5971,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5972,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5973,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5974,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5975,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5976,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5977,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5978,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5979,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5980,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5981,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
5982,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5983,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
5984,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5985,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5986,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
5987,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5988,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
5989,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5990,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
5991,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5992,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5993,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5994,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5995,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5996,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5997,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5998,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5999,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6000,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6001,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6002,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6003,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6004,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6005,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6006,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6007,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6008,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6009,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6010,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6011,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6012,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6013,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6014,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6015,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6016,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6017,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6018,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6019,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6020,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6021,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6022,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6023,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6024,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6025,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6026,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6027,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6028,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6029,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6030,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6031,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6032,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6033,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6034,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6035,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6036,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6037,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6038,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6039,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6040,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6041,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6042,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6043,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6044,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6045,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6046,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6047,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6048,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
