Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTS_M_R
2129,Forest,Water,Built-up,Water,Non_Wetland,Bareland
2130,Forest,Water,Built-up,Water,Non_Wetland,Water
2131,Forest,Water,Built-up,Water,Non_Wetland,Forest
2132,Forest,Water,Water,NULL,Water,Grassland
2133,Forest,Water,Water,NULL,Water,Bareland
2134,Forest,Water,Water,NULL,Water,Water
2135,Forest,Water,Water,NULL,Water,Forest
2136,Forest,Water,Water,Non_Water,Water,Grassland
2137,Forest,Water,Water,Non_Water,Water,Bareland
2138,Forest,Water,Water,Non_Water,Water,Water
2139,Forest,Water,Water,Non_Water,Water,Forest
2140,Forest,Water,Water,Water,Water,Grassland
2141,Forest,Water,Water,Water,Water,Bareland
2142,Forest,Water,Water,Water,Water,Water
2143,Forest,Water,Water,Water,Water,Forest
2144,Forest,Water,Forest,NULL,Non_Wetland,NULL
2145,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2146,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2147,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2148,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2149,Forest,Water,Forest,NULL,Non_Wetland,Built-up
2150,Forest,Water,Forest,NULL,Non_Wetland,Water
2151,Forest,Water,Forest,NULL,Non_Wetland,Forest
2152,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2153,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2154,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2155,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2156,Forest,Water,Forest,Water,Non_Wetland,Grassland
2157,Forest,Water,Forest,Water,Non_Wetland,Cropland
2158,Forest,Water,Forest,Water,Non_Wetland,Bareland
2159,Forest,Water,Forest,Water,Non_Wetland,Water
2160,Forest,Water,Forest,Water,Non_Wetland,Forest
2161,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2162,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2163,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2164,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2165,Forest,Forest,NULL,NULL,Non_Wetland,Water
2166,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2167,Forest,Forest,NULL,Water,Non_Wetland,Bareland
2168,Forest,Forest,NULL,Water,Non_Wetland,Forest
2169,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2170,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2171,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2172,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2173,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2174,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2175,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2176,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2177,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2178,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2179,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2180,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2181,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2182,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2183,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
2184,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2185,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2186,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2187,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2188,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2189,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2190,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2191,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2192,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2193,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2194,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2195,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2196,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2197,Forest,Forest,Grassland,Water,Non_Wetland,Water
2198,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2199,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2200,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2201,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2202,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2203,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2204,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2205,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2206,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2207,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2208,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2209,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2210,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2211,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2212,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2213,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2214,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2215,Forest,Forest,Cropland,Water,Non_Wetland,Water
2216,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2217,Forest,Forest,Wetland,NULL,Wetland,Grassland
2218,Forest,Forest,Wetland,NULL,Wetland,Water
2219,Forest,Forest,Wetland,NULL,Wetland,Forest
2220,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2221,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2222,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
2223,Forest,Forest,Wetland,Non_Water,Wetland,Water
2224,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2225,Forest,Forest,Wetland,Water,Wetland,NULL
2226,Forest,Forest,Wetland,Water,Wetland,Grassland
2227,Forest,Forest,Wetland,Water,Wetland,Cropland
2228,Forest,Forest,Wetland,Water,Wetland,Bareland
2229,Forest,Forest,Wetland,Water,Wetland,Water
2230,Forest,Forest,Wetland,Water,Wetland,Forest
2231,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2232,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2233,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2234,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2235,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2236,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2237,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2238,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2239,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
2240,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2241,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2242,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2243,Forest,Forest,Bareland,Water,Non_Wetland,NULL
2244,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2245,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
2246,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2247,Forest,Forest,Bareland,Water,Non_Wetland,Water
2248,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2249,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2250,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2251,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2252,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2253,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2254,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2255,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2256,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
2257,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2258,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2259,Forest,Forest,Water,NULL,Water,NULL
2260,Forest,Forest,Water,NULL,Water,Grassland
2261,Forest,Forest,Water,NULL,Water,Bareland
2262,Forest,Forest,Water,NULL,Water,Water
2263,Forest,Forest,Water,NULL,Water,Forest
2264,Forest,Forest,Water,Non_Water,Water,Grassland
2265,Forest,Forest,Water,Non_Water,Water,Bareland
2266,Forest,Forest,Water,Non_Water,Water,Water
2267,Forest,Forest,Water,Non_Water,Water,Forest
2268,Forest,Forest,Water,Water,Water,NULL
2269,Forest,Forest,Water,Water,Water,Grassland
2270,Forest,Forest,Water,Water,Water,Cropland
2271,Forest,Forest,Water,Water,Water,Bareland
2272,Forest,Forest,Water,Water,Water,Water
2273,Forest,Forest,Water,Water,Water,Forest
2274,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2275,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2276,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2277,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2278,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2279,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2280,Forest,Forest,Forest,NULL,Non_Wetland,Water
2281,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2282,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2283,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2284,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2285,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2286,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2287,Forest,Forest,Forest,Water,Non_Wetland,NULL
2288,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2289,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2290,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2291,Forest,Forest,Forest,Water,Non_Wetland,Water
2292,Forest,Forest,Forest,Water,Non_Wetland,Forest
