Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R
7108,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
7109,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7110,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7111,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
7112,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7113,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
7114,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
7115,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7116,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7117,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
7118,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
7119,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7120,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7121,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
7122,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
7123,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7124,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7125,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7126,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
7127,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
7128,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7129,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
7130,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
7131,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
7132,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7133,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
7134,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7135,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
7136,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7137,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
7138,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
7139,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
7140,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
7141,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7142,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7143,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
7144,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
7145,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7146,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7147,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7148,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7149,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7150,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7151,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7152,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Water
7153,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7154,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7155,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7156,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7157,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
7158,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7159,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7160,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7161,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7162,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
7163,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7164,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
7165,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7166,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7167,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
7168,Water,Water,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Water
7169,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
7170,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
7171,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
7172,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
7173,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7174,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7175,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7176,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7177,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
7178,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
7179,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7180,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
7181,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
7182,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
7183,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
7184,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
7185,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
7186,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
7187,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
7188,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
7189,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
7190,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
7191,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
7192,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
7193,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
7194,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
7195,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
7196,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
7197,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
7198,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
7199,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
7200,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
7201,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
7202,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
7203,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
7204,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
7205,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
7206,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
7207,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
7208,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
7209,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
7210,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
7211,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
7212,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7213,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7214,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7215,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7216,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7217,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7218,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7219,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
7220,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7221,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
7222,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7223,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7224,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
7225,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7226,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7227,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7228,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7229,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7230,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7231,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7232,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7233,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7234,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
7235,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7236,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
7237,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7238,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7239,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7240,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7241,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7242,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7243,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7244,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7245,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7246,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7247,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7248,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7249,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7250,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7251,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
7252,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7253,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7254,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7255,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7256,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7257,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
7258,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7259,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7260,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7261,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7262,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7263,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7264,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7265,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7266,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7267,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
7268,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7269,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7270,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7271,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7272,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7273,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
7274,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7275,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7276,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7277,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7278,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
7279,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
7280,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7281,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Water
7282,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7283,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
7284,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7285,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7286,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7287,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7288,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7289,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
7290,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
7291,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
7292,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7293,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7294,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7295,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
7296,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
7297,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
7298,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
7299,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
7300,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Forest
7301,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7302,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7303,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7304,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
7305,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7306,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
7307,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
7308,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
7309,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
7310,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7311,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
7312,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7313,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
7314,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7315,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
7316,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
7317,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
7318,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
7319,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
7320,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
7321,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
7322,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
7323,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7324,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
7325,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
7326,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
7327,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
7328,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
7329,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7330,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7331,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
7332,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
7333,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7334,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
7335,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
7336,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
7337,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
7338,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7339,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7340,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7341,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7342,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7343,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
7344,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
7345,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
7346,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
7347,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7348,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7349,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
7350,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
7351,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7352,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7353,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7354,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7355,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
7356,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7357,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7358,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7359,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7360,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
7361,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
7362,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
7363,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7364,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7365,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
7366,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7367,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7368,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7369,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
7370,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7371,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7372,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7373,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
7374,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
7375,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
7376,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
7377,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
7378,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7379,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7380,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
7381,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7382,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7383,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
7384,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
7385,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
7386,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
7387,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
7388,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
7389,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
7390,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7391,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7392,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7393,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7394,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
7395,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
7396,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7397,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
7398,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
7399,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
7400,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
7401,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
7402,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
7403,Water,Water,Grassland,NULL,Non_Wetland,Water,Built-up,Water
7404,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
7405,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
7406,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7407,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
7408,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
7409,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
7410,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
7411,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7412,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
7413,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7414,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7415,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
7416,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7417,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
7418,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7419,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7420,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7421,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
7422,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
7423,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7424,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7425,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
