Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZU_M_R
8312,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Water
8313,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8314,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8315,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8316,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8317,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8318,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8319,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
8320,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8321,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8322,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8323,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8324,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8325,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8326,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8327,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8328,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8329,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
8330,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8331,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
8332,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8333,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
8334,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8335,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
8336,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8337,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8338,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
8339,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8340,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8341,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8342,Water,Forest,Cropland,NULL,Non_Wetland,Water,Water,Wetland
8343,Water,Forest,Cropland,NULL,Non_Wetland,Water,Water,Bareland
8344,Water,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
8345,Water,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
8346,Water,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
8347,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
8348,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8349,Water,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
8350,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8351,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8352,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8353,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
8354,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
8355,Water,Forest,Wetland,NULL,Wetland,Water,Shrubland,Water
8356,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
8357,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Water
8358,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8359,Water,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8360,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
8361,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8362,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
8363,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
8364,Water,Forest,Built-up,NULL,Non_Wetland,Water,Water,Bareland
8365,Water,Forest,Water,NULL,Water,Wetland,Water,Water
8366,Water,Forest,Water,NULL,Water,Water,NULL,Water
8367,Water,Forest,Water,NULL,Water,Water,Wetland,Bareland
8368,Water,Forest,Water,NULL,Water,Water,Water,Water
8369,Water,Forest,Water,Non_Water,Water,Wetland,Grassland,Wetland
8370,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
8371,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
8372,Water,Forest,Water,Non_Water,Water,Water,Wetland,Water
8373,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
8374,Water,Forest,Water,Water,Water,Wetland,Water,Water
8375,Water,Forest,Water,Water,Water,Wetland,Water,Forest
8376,Water,Forest,Water,Water,Water,Water,Wetland,Water
8377,Water,Forest,Water,Water,Water,Water,Water,Water
8378,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8379,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8380,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
8381,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8382,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8383,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8384,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8385,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8386,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8387,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8388,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
8389,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8390,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8391,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
8392,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
8393,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
8394,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
8395,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
8396,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
8397,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
8398,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
8399,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8400,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8401,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
8402,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8403,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
8404,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8405,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8406,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Water
8407,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8408,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8409,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8410,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8411,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8412,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8413,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8414,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8415,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8416,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
8417,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8418,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8419,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8420,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8421,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
8422,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
8423,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8424,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8425,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8426,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8427,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
8428,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8429,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
8430,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8431,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
8432,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8433,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8434,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
8435,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8436,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8437,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8438,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8439,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8440,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8441,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8442,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8443,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8444,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8445,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8446,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8447,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8448,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
8449,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8450,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Bareland
8451,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8452,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
8453,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
8454,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
8455,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
8456,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8457,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8458,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8459,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8460,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8461,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8462,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
8463,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8464,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8465,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8466,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8467,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8468,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8469,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8470,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8471,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
8472,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
8473,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8474,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
8475,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8476,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
8477,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8478,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
8479,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8480,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
8481,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8482,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
8483,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8484,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8485,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8486,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
8487,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8488,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
8489,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
8490,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8491,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
8492,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
8493,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8494,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8495,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8496,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8497,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8498,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
8499,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8500,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
8501,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8502,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
8503,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8504,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
8505,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8506,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8507,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8508,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8509,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
8510,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8511,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8512,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
8513,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
8514,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
8515,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
8516,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
8517,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8518,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8519,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
8520,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8521,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8522,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8523,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
8524,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
8525,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8526,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8527,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8528,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8529,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8530,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8531,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
8532,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8533,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8534,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8535,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8536,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8537,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8538,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8539,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8540,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8541,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8542,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8543,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8544,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
8545,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
8546,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
8547,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8548,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8549,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8550,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
8551,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
8552,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8553,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8554,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
8555,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8556,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
8557,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8558,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
8559,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
8560,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
8561,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8562,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
8563,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
8564,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
8565,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
8566,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8567,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8568,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8569,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
8570,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8571,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8572,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
8573,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
8574,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8575,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
8576,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
8577,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
8578,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
8579,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
8580,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
8581,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
8582,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
8583,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
8584,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8585,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8586,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8587,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
8588,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8589,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8590,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
8591,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8592,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8593,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
8594,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
8595,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8596,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
8597,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8598,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8599,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
8600,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8601,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
8602,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
8603,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8604,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8605,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8606,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
8607,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8608,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
8609,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8610,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
8611,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
8612,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8613,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8614,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8615,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8616,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8617,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8618,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
8619,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8620,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,NULL
8621,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8622,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
8623,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8624,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
8625,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8626,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8627,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
8628,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8629,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
8630,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8631,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8632,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8633,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
8634,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8635,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8636,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Forest
8637,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
8638,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8639,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8640,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8641,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8642,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8643,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8644,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
