Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWJ_M_R
1735,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1736,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1737,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1738,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1739,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1740,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1741,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1742,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1743,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1744,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1745,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1746,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1747,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1748,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1749,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1750,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1751,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1752,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1753,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1754,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1755,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1756,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1757,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1758,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1759,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1760,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1761,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1762,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1763,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1764,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1765,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1766,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1767,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1768,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1769,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1770,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1771,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1772,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1773,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1774,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1775,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1776,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1777,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1778,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1779,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1780,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1781,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1782,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1783,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1784,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1785,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1786,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1787,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1789,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1790,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1791,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1792,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1793,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1794,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1795,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1796,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1797,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1798,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1799,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1800,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
1801,Water,Water,Water,NULL,Water,NULL,NULL,Water
1802,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1803,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1804,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1805,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1806,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1807,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1808,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1809,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1810,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1811,Water,Water,Water,Water,Water,NULL,NULL,Water
1812,Water,Water,Water,Water,Water,NULL,NULL,Forest
1813,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1814,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1815,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1816,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1817,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1818,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1819,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1820,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1821,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1822,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1823,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1824,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1825,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1826,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1827,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1828,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1829,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Built-up
1830,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1831,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1832,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1833,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1834,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1835,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1836,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1837,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1838,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1839,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1840,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1841,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1842,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1843,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1844,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1845,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1846,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1847,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1848,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1849,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1850,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1851,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1852,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1853,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1854,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1855,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1856,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1857,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1858,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1859,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1860,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1861,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1862,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1863,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1864,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1865,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1866,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1867,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1868,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1869,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1870,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1871,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1872,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1873,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1874,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1875,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1876,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1877,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1878,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1879,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1880,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1881,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1882,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1883,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1884,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1885,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1886,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1887,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1888,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1889,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1890,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1891,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1892,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1893,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1894,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1895,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1896,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1897,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1898,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1899,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1900,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1901,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1902,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1903,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1904,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1905,Water,Forest,Water,NULL,Water,NULL,NULL,Cropland
1906,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
1907,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1908,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1909,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1910,Water,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1911,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1912,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1913,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1914,Water,Forest,Water,Water,Water,NULL,NULL,Cropland
1915,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
1916,Water,Forest,Water,Water,Water,NULL,NULL,Water
1917,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1918,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1919,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1920,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1921,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1922,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1923,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1924,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1925,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1926,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1927,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1928,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1929,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1930,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1931,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1932,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1933,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1934,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1935,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1936,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1937,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1938,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1939,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1940,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1941,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1942,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1943,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1944,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1945,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1946,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1947,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1948,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1949,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1950,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1951,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1952,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1953,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1954,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1955,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Forest
1956,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1957,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1958,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1959,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1960,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1961,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
1962,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1963,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
1964,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1965,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1966,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1967,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1968,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1969,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1970,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1971,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1972,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1973,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1974,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1975,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1976,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1977,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1978,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1979,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1980,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1981,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1982,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1983,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1984,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1985,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1986,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1987,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1988,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1989,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1990,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1991,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1992,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1993,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1994,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1995,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1996,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1997,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1998,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1999,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2000,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2001,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2002,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2003,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2004,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2005,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2006,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2007,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2008,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2009,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2010,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2011,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2012,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2013,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2014,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2015,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2016,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2017,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2018,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2019,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2020,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2021,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2022,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2023,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2024,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2025,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2026,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2027,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2028,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2029,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2030,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2031,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2032,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2033,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2034,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2035,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2036,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2037,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2038,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
2039,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2040,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2041,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2042,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2043,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2044,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2045,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2046,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2047,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2048,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2049,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2050,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2051,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2052,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2053,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2054,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2055,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2056,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2057,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2058,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2059,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2060,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2061,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2062,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2063,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2064,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2065,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2066,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2067,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2068,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2069,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2070,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2071,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2072,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2073,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2074,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2075,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2076,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2077,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2078,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2079,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2080,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
