Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYV_M_R
7095,Water,NULL,Water,NULL,Water,Water,Water,Wetland
7096,Water,NULL,Water,NULL,Water,Water,Water,Water
7097,Water,NULL,Water,Non_Water,Water,NULL,Water,Forest
7098,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
7099,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
7100,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
7101,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
7102,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
7103,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
7104,Water,NULL,Water,Non_Water,Water,Water,NULL,Wetland
7105,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
7106,Water,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
7107,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
7108,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
7109,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
7110,Water,NULL,Water,Non_Water,Water,Water,Water,Water
7111,Water,NULL,Water,Water,Water,NULL,Water,Grassland
7112,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
7113,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
7114,Water,NULL,Water,Water,Water,Bareland,Grassland,Bareland
7115,Water,NULL,Water,Water,Water,Water,NULL,Water
7116,Water,NULL,Water,Water,Water,Water,Grassland,Water
7117,Water,NULL,Water,Water,Water,Water,Water,Grassland
7118,Water,NULL,Water,Water,Water,Water,Water,Wetland
7119,Water,NULL,Water,Water,Water,Water,Water,Bareland
7120,Water,NULL,Water,Water,Water,Water,Water,Water
7121,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7122,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7123,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7124,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7125,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
7126,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7127,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
7128,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7129,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7130,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7131,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Water
7132,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7133,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7134,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7135,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7136,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7137,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7138,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
7139,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
7140,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7141,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7142,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7143,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7144,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7145,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7146,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7147,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7148,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
7149,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7150,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7151,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7152,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
7153,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
7154,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
7155,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
7156,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
7157,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
7158,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
7159,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
7160,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7161,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7162,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
7163,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
7164,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
7165,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
7166,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
7167,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
7168,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
7169,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7170,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7171,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7172,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
7173,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
7174,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7175,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7176,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7177,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7178,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7179,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
7180,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
7181,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
7182,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
7183,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
7184,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Water
7185,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
7186,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
7187,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
7188,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
7189,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
7190,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7191,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7192,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
7193,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
7194,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
7195,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
7196,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
7197,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7198,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
7199,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
7200,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7201,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7202,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7203,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7204,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7205,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7206,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7207,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7208,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7209,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7210,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7211,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
7212,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7213,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
7214,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7215,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7216,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
7217,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7218,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7219,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
7220,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7221,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7222,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7223,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7224,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7225,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7226,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7227,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7228,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7229,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7230,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7231,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7232,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7233,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7234,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7235,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7236,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7237,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7238,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7239,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7240,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7241,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7242,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7243,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7244,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7245,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7246,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7247,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7248,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7249,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7250,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
7251,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7252,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7253,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7254,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
7255,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
7256,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7257,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7258,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7259,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7260,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
7261,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
7262,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
7263,Water,Cropland,Wetland,Water,Wetland,NULL,Forest,Water
7264,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
7265,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
7266,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
7267,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
7268,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
7269,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
7270,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
7271,Water,Cropland,Water,NULL,Water,Water,Grassland,Wetland
7272,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
7273,Water,Cropland,Water,NULL,Water,Water,Wetland,Grassland
7274,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
7275,Water,Cropland,Water,NULL,Water,Water,Water,Water
7276,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Water
7277,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
7278,Water,Cropland,Water,Water,Water,Wetland,Water,Water
7279,Water,Cropland,Water,Water,Water,Water,NULL,Water
7280,Water,Cropland,Water,Water,Water,Water,Water,Water
7281,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7282,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
7283,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7284,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7285,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7286,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7287,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7288,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7289,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
7290,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
7291,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
7292,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
7293,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7294,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7295,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
7296,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
7297,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
7298,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
7299,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
7300,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7301,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
7302,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
7303,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7304,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7305,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
7306,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7307,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7308,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
7309,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7310,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7311,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7312,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
7313,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7314,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
7315,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
7316,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
7317,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
7318,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
7319,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
7320,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7321,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7322,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7323,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7324,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7325,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7326,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
7327,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7328,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
7329,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
7330,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
7331,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7332,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
7333,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
7334,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
7335,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
7336,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
7337,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
7338,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
7339,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7340,Water,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
7341,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
7342,Water,Wetland,Water,NULL,Water,Water,Water,Water
7343,Water,Wetland,Water,NULL,Water,Water,Water,Forest
7344,Water,Wetland,Water,NULL,Water,Water,Forest,Forest
7345,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
7346,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
7347,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
7348,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
7349,Water,Wetland,Water,Water,Water,Wetland,Water,Water
7350,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
7351,Water,Wetland,Water,Water,Water,Water,Grassland,Water
7352,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
7353,Water,Wetland,Water,Water,Water,Water,Wetland,Water
7354,Water,Wetland,Water,Water,Water,Water,Water,Wetland
7355,Water,Wetland,Water,Water,Water,Water,Water,Water
7356,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7357,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7358,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7359,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7360,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7361,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
7362,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
7363,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
7364,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7365,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7366,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7367,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7368,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
7369,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
7370,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
7371,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Wetland
7372,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7373,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7374,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7375,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Water
7376,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
7377,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
7378,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
7379,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7380,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
7381,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
7382,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
7383,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7384,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Water
7385,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
7386,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Water
7387,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Water
7388,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7389,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7390,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7391,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7392,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7393,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7394,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7395,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7396,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7397,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Cropland
7398,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Forest
7399,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7400,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
7401,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Water
7402,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7403,Water,Built-up,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
7404,Water,Built-up,Cropland,Water,Non_Wetland,Wetland,Water,Forest
7405,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Forest
7406,Water,Built-up,Cropland,Water,Non_Wetland,Forest,Built-up,Forest
7407,Water,Built-up,Cropland,Water,Non_Wetland,Forest,Water,Forest
7408,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
7409,Water,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Forest
7410,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Water
7411,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
7412,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7413,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
7414,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
7415,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Water
7416,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
7417,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
7418,Water,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
7419,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
7420,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
7421,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7422,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Water
7423,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
7424,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
7425,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Forest
7426,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
7427,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Forest
7428,Water,Built-up,Built-up,Water,Non_Wetland,Forest,NULL,Forest
7429,Water,Built-up,Water,NULL,Water,Shrubland,Water,Water
7430,Water,Built-up,Water,NULL,Water,Wetland,Built-up,Water
7431,Water,Built-up,Water,NULL,Water,Wetland,Water,Water
7432,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
7433,Water,Built-up,Water,NULL,Water,Built-up,Water,Water
7434,Water,Built-up,Water,NULL,Water,Water,Built-up,Water
7435,Water,Built-up,Water,NULL,Water,Water,Water,Water
7436,Water,Built-up,Water,NULL,Water,Forest,Water,Water
7437,Water,Built-up,Water,NULL,Water,Forest,Forest,Forest
7438,Water,Built-up,Water,Water,Water,Wetland,Built-up,Forest
7439,Water,Built-up,Water,Water,Water,Wetland,Water,Forest
7440,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
7441,Water,Built-up,Water,Water,Water,Built-up,Water,Built-up
7442,Water,Built-up,Water,Water,Water,Built-up,Water,Water
7443,Water,Built-up,Water,Water,Water,Water,Water,Water
