Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHF_M_R
2074,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2075,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2076,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2077,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2078,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2079,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2080,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2081,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2082,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2083,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2084,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2085,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
2086,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2087,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2088,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2089,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2090,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2091,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2092,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2093,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
2094,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2095,Forest,Water,Water,Water,Water,NULL,NULL,Water
2096,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2097,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2098,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2099,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2100,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2101,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2102,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2103,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2104,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2105,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2106,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2107,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2108,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2109,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2110,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2111,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2112,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2113,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2114,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2115,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2116,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2117,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2118,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2119,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2120,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2121,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
2122,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2123,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2124,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2125,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2126,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2127,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2128,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2129,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2130,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2131,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2132,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2133,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2134,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2135,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2136,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2137,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2138,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2139,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2140,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2141,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2142,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2143,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2144,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2145,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2146,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2147,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2148,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2149,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2150,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2151,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2152,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2153,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2154,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2155,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2156,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2157,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2158,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2159,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2160,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2161,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2162,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2163,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2164,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2165,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2166,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2167,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2168,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2169,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2170,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2171,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2172,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2173,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2174,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2175,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2176,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2177,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2178,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2179,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2180,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2181,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2182,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
2183,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2184,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2185,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2186,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2187,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2188,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2189,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2190,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2191,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2192,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2193,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2194,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2195,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2196,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2197,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2198,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2199,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2200,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2201,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2202,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2203,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2204,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2205,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2206,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2207,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2208,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2209,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2210,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2211,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2212,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2213,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2214,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
2215,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
2216,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2217,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2218,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2219,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2220,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2221,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2222,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2223,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2224,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
2225,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
2226,Forest,Forest,Water,Water,Water,NULL,NULL,Cropland
2227,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
2228,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2229,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2230,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2231,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2232,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2233,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2234,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2235,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2236,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2237,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2238,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2239,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2240,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2241,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2242,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2243,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2244,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
2245,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2246,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2247,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2248,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2249,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
