Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R
5452,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5453,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5454,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
5455,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5456,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5457,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5458,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5459,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5460,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5461,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5462,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5463,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5464,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5465,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5466,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5467,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5468,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5469,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5470,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5471,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5472,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5473,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5474,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5475,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5476,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5477,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
5478,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5479,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5480,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5481,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5482,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5483,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5484,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5485,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5486,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5487,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
5488,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5489,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5490,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5491,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5492,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5493,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5494,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5495,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5496,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5497,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5498,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5499,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5500,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5501,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5502,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5503,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5504,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5505,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5506,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5507,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5508,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5509,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5510,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5511,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5512,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5513,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5514,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5515,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5516,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5517,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5518,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5519,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5520,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5521,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5522,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5523,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5524,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5525,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5526,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5527,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5528,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5529,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5530,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5531,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5532,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5533,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
5534,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5535,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5536,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5537,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5538,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5539,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5540,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5541,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5542,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5543,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5544,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5545,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5546,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5547,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5548,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5549,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5550,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5551,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5552,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5553,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5554,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5555,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5556,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
5557,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5558,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5559,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5560,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5561,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
5562,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5563,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5564,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
5565,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5566,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
5567,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
5568,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
5569,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
5570,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
5571,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
5572,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5573,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5574,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5575,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5576,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5577,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5578,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5579,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5580,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5581,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5582,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
5583,Bareland,NULL,Water,NULL,Water,Built-up,Built-up,Bareland
5584,Bareland,NULL,Water,Water,Water,Built-up,Built-up,Water
5585,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5586,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5587,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5588,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5589,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5590,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
5591,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5592,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5593,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5594,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5595,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5596,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5597,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5598,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5599,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5600,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5601,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5602,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5603,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5604,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5605,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5606,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5607,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5608,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5609,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5610,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5611,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5612,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5613,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5614,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5615,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5616,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5617,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5618,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5619,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5620,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5621,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5622,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5623,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5624,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5625,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5626,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5627,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5628,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5629,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5630,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
5631,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5632,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5633,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5634,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5635,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5636,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5637,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5638,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5639,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5640,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5641,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5642,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5643,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5644,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5645,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5646,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5647,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5648,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5649,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5650,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5651,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5652,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5653,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5654,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
5655,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5656,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Built-up
5657,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5658,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5659,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5660,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5661,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5662,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5663,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5664,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5665,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5666,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5667,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5668,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5669,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5670,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5671,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5672,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
5673,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5674,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
5675,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
5676,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5677,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5678,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5679,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5680,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5681,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5682,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5683,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5684,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5685,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5686,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5687,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5688,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5689,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5690,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5691,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5692,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5693,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5694,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5695,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5696,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
5697,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5698,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5699,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5700,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5701,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5702,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5703,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5704,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5705,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5706,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5707,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5708,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5709,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5710,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5711,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5712,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5713,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5714,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5715,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5716,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5717,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5718,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5719,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5720,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5721,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5722,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5723,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5724,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5725,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5726,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5727,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5728,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5729,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5730,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5731,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5732,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5733,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
5734,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5735,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5736,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5737,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5738,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5739,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5740,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5741,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5742,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5743,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5744,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5745,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5746,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5747,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5748,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5749,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5750,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5751,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5752,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5753,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5754,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5755,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5756,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5757,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5758,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5759,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5760,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5761,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5762,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5763,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5764,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
