Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLP_M_R
2927,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2928,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
2929,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2930,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2931,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2932,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2933,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
2934,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2935,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2936,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2937,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2938,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2939,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2940,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2941,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2942,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2943,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2944,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2945,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2946,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
2947,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2948,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2949,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
2950,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2951,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2952,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2953,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2954,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2955,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
2956,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2957,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2958,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2959,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
2960,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
2961,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2962,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
2963,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2964,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2965,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2966,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
2967,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2968,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2969,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
2970,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2971,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
2972,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2973,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2974,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2975,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2976,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2977,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2978,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2979,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2980,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2981,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2982,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2983,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2984,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2985,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2986,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2987,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2988,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2989,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2990,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2991,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2992,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2993,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2994,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2995,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2996,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2997,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
2998,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2999,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3000,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3001,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
3002,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3003,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
3004,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
3005,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3006,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3007,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
3008,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3009,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
3010,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
3011,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3012,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3013,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3014,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3015,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3016,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3017,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3018,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3019,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3020,Water,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
3021,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3022,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
3023,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3024,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
3025,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
3026,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
3027,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3028,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
3029,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
3030,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3031,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3032,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3033,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3034,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3035,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
3036,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
3037,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3038,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3039,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3040,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3041,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3042,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3043,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3044,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3045,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3046,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3047,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
3048,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3049,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
3050,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3051,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3052,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
3053,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3054,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
3055,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3056,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3057,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3058,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3059,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3060,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3061,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3062,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3063,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
3064,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3065,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3066,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3067,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3068,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
3069,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3070,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3071,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3072,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3073,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3074,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
3075,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
3076,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3077,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
3078,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
3079,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3080,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3081,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3082,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3083,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
3084,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3085,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3086,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3087,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3088,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3089,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3090,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
3091,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
3092,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
3093,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3094,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
3095,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3096,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3097,Water,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
3098,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
3099,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
3100,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3101,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3102,Water,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
3103,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
3104,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
3105,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3106,Water,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
3107,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
3108,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
3109,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
3110,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
3111,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
3112,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
3113,Water,NULL,Water,NULL,Water,Water,Water,Grassland
3114,Water,NULL,Water,NULL,Water,Water,Water,Bareland
3115,Water,NULL,Water,NULL,Water,Water,Water,Forest
3116,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
3117,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
3118,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
3119,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
3120,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
3121,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
3122,Water,NULL,Water,Non_Water,Water,Water,Water,Water
3123,Water,NULL,Water,Water,Water,Shrubland,Grassland,Forest
3124,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3125,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
3126,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
3127,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
3128,Water,NULL,Water,Water,Water,Bareland,Grassland,Forest
3129,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
3130,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
3131,Water,NULL,Water,Water,Water,Bareland,Water,Water
3132,Water,NULL,Water,Water,Water,Bareland,Water,Forest
3133,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
3134,Water,NULL,Water,Water,Water,Water,Grassland,Water
3135,Water,NULL,Water,Water,Water,Water,Grassland,Forest
3136,Water,NULL,Water,Water,Water,Water,Water,Grassland
3137,Water,NULL,Water,Water,Water,Water,Water,Bareland
3138,Water,NULL,Water,Water,Water,Water,Water,Water
3139,Water,NULL,Water,Water,Water,Water,Water,Forest
3140,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3141,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3142,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3143,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3144,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3145,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3146,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3147,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3148,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3149,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3150,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
3151,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3152,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3153,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3154,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3155,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3156,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3157,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3158,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3159,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
3160,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3161,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3162,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3163,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3164,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3165,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3166,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
3167,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3168,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3169,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3170,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
3171,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3172,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3173,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3174,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
3175,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3176,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
3177,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3178,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
3179,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3180,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3181,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3182,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3183,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3184,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3185,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3186,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3187,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3188,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3189,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3190,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3191,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3192,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3193,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3194,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3195,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3196,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3197,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3198,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3199,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3200,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3201,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3202,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3203,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3204,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3205,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3206,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
3207,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3208,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
3209,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3210,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
3211,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3212,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3213,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3214,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3215,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3216,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3217,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3218,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3219,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3220,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3221,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
3222,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3223,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Forest
3224,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3225,Water,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Water
3226,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Forest
3227,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3228,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3229,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3230,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3231,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3232,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3233,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3234,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3235,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3236,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3237,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3238,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3239,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3240,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3241,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3242,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3243,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3244,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3245,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3246,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Forest
3247,Water,Cropland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
3248,Water,Cropland,Wetland,NULL,Wetland,Water,Shrubland,Forest
3249,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3250,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
