Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFE_M_R
13281,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13282,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13283,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13284,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
13285,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
13286,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13287,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13288,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
13289,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
13290,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
13291,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13292,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
13293,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13294,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13295,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
13296,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
13297,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13298,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13299,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
13300,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13301,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
13302,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
13303,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13304,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13305,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13306,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13307,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13308,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
13309,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
13310,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
13311,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
13312,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
13313,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
13314,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
13315,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
13316,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13317,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
13318,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
13319,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
13320,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
13321,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Water
13322,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
13323,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
13324,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
13325,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Forest,Water
13326,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
13327,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
13328,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Water
13329,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Forest
13330,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
13331,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
13332,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
13333,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
13334,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
13335,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Water
13336,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Forest
13337,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
13338,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
13339,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
13340,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
13341,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Forest
13342,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
13343,Water,Cropland,Cropland,Water,Non_Wetland,Water,Wetland,Forest
13344,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
13345,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Cropland
13346,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Wetland
13347,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
13348,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Forest
13349,Water,Cropland,Cropland,Water,Non_Wetland,Forest,Water,Water
13350,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
13351,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
13352,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
13353,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
13354,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
13355,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
13356,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
13357,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
13358,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Cropland
13359,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
13360,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Cropland
13361,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
13362,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
13363,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
13364,Water,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
13365,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
13366,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Cropland
13367,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Water
13368,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
13369,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
13370,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
13371,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Cropland
13372,Water,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
13373,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
13374,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Cropland
13375,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Water
13376,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
13377,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
13378,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
13379,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
13380,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
13381,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
13382,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
13383,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13384,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
13385,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Cropland
13386,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
13387,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
13388,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
13389,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
13390,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
13391,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Water
13392,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Forest
13393,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
13394,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
13395,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
13396,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
13397,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
13398,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
13399,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
13400,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
13401,Water,Cropland,Wetland,NULL,Wetland,Water,Forest,Forest
13402,Water,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
13403,Water,Cropland,Wetland,NULL,Wetland,Forest,Water,Forest
13404,Water,Cropland,Wetland,NULL,Wetland,Forest,Forest,NULL
13405,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
13406,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13407,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
13408,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
13409,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
13410,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
13411,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13412,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
13413,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
13414,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
13415,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
13416,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
13417,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
13418,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,NULL
13419,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
13420,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
13421,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
13422,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
13423,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
13424,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
13425,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
13426,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
13427,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
13428,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
13429,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
13430,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
13431,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
13432,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
13433,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
13434,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
13435,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
13436,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
13437,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
13438,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
13439,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Water
13440,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
13441,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
13442,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Water
13443,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
13444,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
13445,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
13446,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
13447,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
13448,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
13449,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
13450,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
13451,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
13452,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
13453,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
13454,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
13455,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
13456,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
13457,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
13458,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13459,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
13460,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13461,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
13462,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
13463,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
13464,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
13465,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
13466,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
13467,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
13468,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
13469,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
13470,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Cropland
13471,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
13472,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Forest,Cropland
13473,Water,Cropland,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
13474,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,NULL
13475,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
13476,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
13477,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
13478,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
13479,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
13480,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
13481,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
13482,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
13483,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
13484,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
13485,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
13486,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Bareland
13487,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
13488,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
13489,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
13490,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
13491,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
13492,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
13493,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Forest
13494,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
13495,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
13496,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
13497,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
13498,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland,Cropland
13499,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Grassland
13500,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Water
13501,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Forest
13502,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
13503,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
13504,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
13505,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Bareland
13506,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
13507,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
13508,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Water
13509,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
13510,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
13511,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
13512,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
13513,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Forest
13514,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13515,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
13516,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
13517,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
13518,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
13519,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Cropland
13520,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
13521,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
13522,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Forest
13523,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Grassland
13524,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
13525,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
13526,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Cropland
13527,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
13528,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Forest
13529,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
13530,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
13531,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
13532,Water,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
13533,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
13534,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
13535,Water,Cropland,Wetland,Water,Wetland,Water,Forest,Water
13536,Water,Cropland,Wetland,Water,Wetland,Forest,NULL,Water
13537,Water,Cropland,Wetland,Water,Wetland,Forest,NULL,Forest
13538,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
13539,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
13540,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
13541,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Water
13542,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
13543,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
13544,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
13545,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
13546,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
13547,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
13548,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
13549,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
13550,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13551,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
13552,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13553,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13554,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
13555,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
13556,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Cropland
13557,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
13558,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
13559,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
13560,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Forest
13561,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13562,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
13563,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
13564,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
13565,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
13566,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
13567,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13568,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13569,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13570,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13571,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13572,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
13573,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
13574,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
13575,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
13576,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13577,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
13578,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
13579,Water,Cropland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
13580,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Water
13581,Water,Cropland,Water,NULL,Water,NULL,NULL,NULL
13582,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
13583,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
13584,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
13585,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
13586,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
13587,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
13588,Water,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
13589,Water,Cropland,Water,NULL,Water,NULL,Wetland,Wetland
13590,Water,Cropland,Water,NULL,Water,NULL,Wetland,Water
13591,Water,Cropland,Water,NULL,Water,NULL,Wetland,Forest
13592,Water,Cropland,Water,NULL,Water,NULL,Bareland,Grassland
13593,Water,Cropland,Water,NULL,Water,NULL,Bareland,Cropland
13594,Water,Cropland,Water,NULL,Water,NULL,Built-up,Built-up
13595,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
13596,Water,Cropland,Water,NULL,Water,NULL,Water,Cropland
13597,Water,Cropland,Water,NULL,Water,NULL,Water,Wetland
13598,Water,Cropland,Water,NULL,Water,NULL,Water,Bareland
13599,Water,Cropland,Water,NULL,Water,NULL,Water,Built-up
13600,Water,Cropland,Water,NULL,Water,NULL,Water,Water
13601,Water,Cropland,Water,NULL,Water,NULL,Water,Forest
13602,Water,Cropland,Water,NULL,Water,NULL,Forest,Cropland
13603,Water,Cropland,Water,NULL,Water,NULL,Forest,Water
13604,Water,Cropland,Water,NULL,Water,NULL,Forest,Forest
13605,Water,Cropland,Water,NULL,Water,Shrubland,Wetland,Grassland
