Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBN_M_R
1758,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1759,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1760,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1761,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1762,Cropland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1763,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1764,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1765,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1766,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1767,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1768,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1769,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1770,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1771,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1772,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1773,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1774,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1775,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1776,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1777,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1778,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1779,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1780,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1781,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1782,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1783,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1784,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
1785,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1786,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1787,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
1788,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1789,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1790,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1791,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1792,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1793,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1794,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1795,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1796,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1797,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Cropland
1798,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1799,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1800,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1801,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1802,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1803,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1804,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1805,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
1806,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1807,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1808,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1809,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1810,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1811,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1812,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1813,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1814,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1815,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1816,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1817,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1818,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1819,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1820,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1821,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1822,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1823,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1824,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1825,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1826,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1827,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1828,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1829,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1830,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1831,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1832,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1833,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1834,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1835,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1836,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1837,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1838,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1839,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1840,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1841,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1842,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1843,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1844,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1845,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1846,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1847,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1848,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1849,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1850,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1851,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1852,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1853,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1854,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1855,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1856,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1857,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
1858,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1859,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1860,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1861,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1862,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1863,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1864,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1865,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1866,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1867,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1868,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1869,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1870,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1871,Cropland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1872,Cropland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1873,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1874,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1875,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1876,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1877,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1878,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1879,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1880,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1881,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1882,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
1883,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1884,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
1885,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
1886,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
1887,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
1888,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1889,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1890,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1891,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1892,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1893,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1894,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1895,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
1896,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1897,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1898,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1899,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1900,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1901,Cropland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
1902,Cropland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
1903,Cropland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
1904,Cropland,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
1905,Cropland,NULL,Wetland,Water,Wetland,Cropland,Water,Cropland
1906,Cropland,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
1907,Cropland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1908,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1909,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Cropland
1910,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
1911,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1912,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
1913,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1914,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1915,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1916,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1917,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1918,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
1919,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1920,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1921,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1922,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1923,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1924,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Cropland
1925,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1926,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1927,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1928,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
1929,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1930,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1931,Cropland,NULL,Water,Water,Water,Water,Wetland,Grassland
1932,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1933,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1934,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1935,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1936,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1937,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1938,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1939,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1940,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1941,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1942,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1943,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1944,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1945,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1946,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
1947,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1948,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1949,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1950,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1951,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1952,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
1953,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1954,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1955,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
1956,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1957,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1958,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1959,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1960,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1961,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1962,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1963,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1964,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1965,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1966,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1967,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1968,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1969,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1970,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1971,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1972,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1973,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1974,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1975,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1976,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1977,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1978,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
1979,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1980,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1981,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1982,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1983,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1984,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1985,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1986,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
1987,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1988,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1989,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1990,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1991,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
1992,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1993,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1994,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
1995,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
1996,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1997,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1998,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
1999,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2000,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2001,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2002,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2003,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2004,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
2005,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2006,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2007,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2008,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2009,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2010,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2011,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2012,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2013,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2014,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2015,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2016,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2017,Cropland,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Water
2018,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2019,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2020,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2021,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2022,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2023,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2024,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2025,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2026,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2027,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2028,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2029,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2030,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2031,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2032,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2033,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2034,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2035,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2036,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2037,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2038,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2039,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2040,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2041,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
2042,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2043,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2044,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2045,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2046,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2047,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2048,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2049,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2050,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
2051,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2052,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2053,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
2054,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2055,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2056,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
2057,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2058,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2059,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2060,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2061,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2062,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2063,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2064,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2065,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2066,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2067,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2068,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
