Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZU_M_R
1349,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1350,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1351,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1352,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1353,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
1354,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1355,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1356,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1357,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1358,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1359,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1360,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1361,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1362,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1363,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1364,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1365,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1366,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1367,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1368,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1369,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1370,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1371,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1372,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1373,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1374,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1375,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1376,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1377,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1378,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1379,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1380,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1381,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1382,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1383,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1384,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1385,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1386,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1387,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1388,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1389,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1390,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1391,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1392,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1393,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1394,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1395,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1396,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1397,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1398,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1399,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1400,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1401,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1402,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1403,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1404,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1405,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1406,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1407,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1408,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1409,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1410,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1411,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1412,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1413,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1414,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1415,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1416,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1417,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1418,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1419,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1420,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1421,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1422,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1423,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1424,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1425,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1426,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1427,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1428,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1429,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1430,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1431,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1432,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1433,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1434,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1435,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1436,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1437,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1438,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1439,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
1440,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1441,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1442,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1443,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1444,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1445,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1455,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1463,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1464,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1481,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1482,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1483,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1484,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1485,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1486,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1489,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1490,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1491,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1492,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1494,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1495,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1496,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1497,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1501,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1502,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1503,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1504,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1505,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1506,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1507,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1508,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1509,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1510,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1511,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1512,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1513,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1514,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1515,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1516,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1517,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
1518,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1519,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1520,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1521,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1522,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1523,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1524,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1525,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1526,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1527,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1528,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1529,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1530,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1531,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1532,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1533,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1534,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1535,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1536,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1537,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1538,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1539,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1540,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1541,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1542,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1543,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1544,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1545,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1546,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1547,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1548,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1549,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1550,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1551,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1552,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1553,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1554,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1555,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1556,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1557,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1558,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1559,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1560,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1561,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1562,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1563,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1564,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1565,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1566,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1567,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1568,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1569,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1570,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1571,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1572,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1573,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1574,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1575,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1576,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1577,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1578,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1579,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1580,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1581,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1582,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1583,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1584,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1585,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1586,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1587,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1588,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1589,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1590,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1591,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1592,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1593,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1594,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1595,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1596,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1597,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1598,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1599,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
1600,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1601,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1602,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1603,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
1604,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1605,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1606,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1607,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1608,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1609,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1610,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1611,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1612,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1613,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1614,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1615,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1616,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1617,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1618,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
1619,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1620,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1621,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1622,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1623,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1624,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1625,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1626,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1627,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1628,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1629,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1630,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1631,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1632,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1633,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
1634,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1635,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1636,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1637,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1638,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1639,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1640,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1641,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1642,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1643,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1644,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1645,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1646,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1647,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1648,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1649,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1650,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1651,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1652,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1653,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1654,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1655,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1656,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1657,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1658,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1659,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1660,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1661,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1662,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1663,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1664,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1665,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1666,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1667,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1668,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1669,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
