Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGA_M_R
1779,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1780,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1781,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1782,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1783,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1784,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1785,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1786,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1787,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1788,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1789,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1790,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1791,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1792,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1793,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1794,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1795,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1796,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1797,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1798,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1799,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1800,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1801,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1802,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1803,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1804,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1805,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1806,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1807,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1808,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1809,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1810,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1811,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1812,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1813,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1814,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1815,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1816,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1817,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1818,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1819,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1820,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1821,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1822,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1823,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1824,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1825,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1826,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1827,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1828,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1829,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1830,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
1831,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1832,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1833,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1834,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1835,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1836,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1837,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1838,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1839,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1840,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1841,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1842,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1843,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1844,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1845,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1846,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1847,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1848,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1849,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1850,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1851,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
1852,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1853,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1854,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1855,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1856,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1857,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1858,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1859,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1860,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
1861,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1862,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1863,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1864,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1865,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1866,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1867,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1868,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1869,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1870,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1871,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1872,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1873,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1874,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1875,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1876,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1877,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1878,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1879,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1880,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1881,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1882,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1883,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1884,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1885,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1886,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1887,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1888,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1889,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1890,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1891,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
1892,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1893,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1894,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1895,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1896,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1897,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1898,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1899,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1900,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1901,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1902,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1903,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1904,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1905,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1906,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
1907,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1908,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1909,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1910,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1911,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1912,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1913,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1914,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1915,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1916,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1917,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1918,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1919,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1920,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1921,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1922,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1923,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1924,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1925,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1926,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1927,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1928,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1929,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1930,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1931,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1932,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1933,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1934,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1935,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1936,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1937,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1938,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1939,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1940,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1941,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1942,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1943,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1944,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1945,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1946,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1947,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1948,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1949,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1950,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1951,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1952,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1953,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1954,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1955,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1956,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1957,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1958,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
1959,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1960,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1961,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1962,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
1963,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1964,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
1965,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1966,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1967,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1968,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1969,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1970,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1971,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1972,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1973,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1974,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
1975,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1976,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1977,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1978,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1979,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
1980,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1981,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1982,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1983,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1984,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1985,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
1986,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1987,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1988,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1989,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1990,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1991,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1992,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1993,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1994,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1995,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1996,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1997,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1998,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1999,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2000,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2001,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
2002,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2003,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2004,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,NULL
2005,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
2006,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2007,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2008,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2009,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2010,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2011,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2012,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2013,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
2014,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2015,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2016,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
2017,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2018,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2019,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2020,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
2021,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2022,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2023,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2024,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2025,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2026,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2027,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2028,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2029,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2030,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2031,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2032,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2033,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2034,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2035,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2036,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2037,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2038,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2039,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2040,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2041,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
2042,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
2043,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2044,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2045,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2046,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2047,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2048,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2049,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2050,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2051,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Grassland
2052,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2053,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2054,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2055,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
2056,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
2057,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
2058,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
2059,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2060,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2061,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2062,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2063,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2064,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2065,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2066,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2067,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2068,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
2069,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2070,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2071,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2072,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
2073,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2074,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2075,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2076,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2077,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2078,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2079,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2080,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2081,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
2082,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2083,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2084,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2085,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2086,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2087,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2088,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2089,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2090,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2091,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2092,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
2093,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2094,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2095,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2096,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2097,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2098,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2099,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2100,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2101,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2102,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2103,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2104,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2105,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
2106,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2107,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2108,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2109,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
2110,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
2111,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2112,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Water,Forest
2113,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2114,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2115,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2116,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
