Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMU_M_R
2457,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
2458,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2459,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2460,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2461,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
2462,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2463,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2464,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2465,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2466,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
2467,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2468,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2469,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
2470,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2471,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
2472,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
2473,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2474,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2475,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2476,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2477,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2478,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2479,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
2480,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2481,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2482,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2483,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2484,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2485,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2486,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2487,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2488,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2489,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2490,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2491,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2492,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2493,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2494,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2495,Forest,Built-up,NULL,Water,Non_Wetland,Water,Water,Grassland
2496,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2497,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2498,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2499,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2500,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2501,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2502,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2503,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2504,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2505,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2506,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2507,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2508,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2509,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2510,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2511,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2512,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2513,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2514,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2515,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2516,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2517,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2518,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2519,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2520,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2521,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2522,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2523,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
2524,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2525,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2526,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2527,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2528,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2529,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2530,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2531,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
2532,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
2533,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2534,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2535,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2536,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2537,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2538,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2539,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2540,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2541,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
2542,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2543,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
2544,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
2545,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
2546,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
2547,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
2548,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2549,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2550,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2551,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2552,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
2553,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
2554,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Forest
2555,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Grassland,Forest
2556,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Forest
2557,Forest,Built-up,Wetland,Water,Wetland,Built-up,Wetland,Forest
2558,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
2559,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Wetland
2560,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2561,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2562,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2563,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2564,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2565,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2566,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2567,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2568,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2569,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2570,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2571,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2572,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2573,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2574,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2575,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2576,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
2577,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2578,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2579,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2580,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2581,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2582,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2583,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2584,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2585,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2586,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2587,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2588,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2589,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2590,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2591,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2592,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2593,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2594,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2595,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2596,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2597,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2598,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2599,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2600,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2601,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2602,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2603,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2604,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2605,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2606,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2607,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2608,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2609,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2610,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2611,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2612,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2613,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2614,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2615,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2616,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2617,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2618,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2619,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2620,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2621,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2622,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2623,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2624,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2625,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2626,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2627,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2628,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2629,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2630,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2631,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2632,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2633,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2634,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2635,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2636,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2637,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2638,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2639,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2640,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2641,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2642,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2643,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2644,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2645,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2646,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2647,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
2648,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2649,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2650,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2651,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2652,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2653,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2654,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2655,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2656,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2657,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2658,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2659,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2660,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
2661,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
2662,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2663,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2664,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2665,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2666,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
2667,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
2668,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2669,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
2670,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2671,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2672,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
2673,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2674,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2675,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2676,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2677,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2678,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
2679,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2680,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2681,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2682,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2683,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2684,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2685,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2686,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2687,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2688,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2689,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2690,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2691,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2692,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2693,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2694,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2695,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2696,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2697,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2698,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2699,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2700,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2701,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2702,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2703,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2704,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2705,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2706,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2707,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
2708,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2709,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2710,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2711,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2712,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2713,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2714,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2715,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2716,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2717,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2718,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
2719,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2720,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2721,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2722,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2723,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2724,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2725,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2726,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2727,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2728,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
2729,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2730,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2731,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2732,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2733,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2734,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2735,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2736,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2737,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2738,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2739,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
2740,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2741,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
2742,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2743,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
2744,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2745,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
2746,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2747,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
2748,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2749,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2750,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2751,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2752,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
2753,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2754,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2755,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2756,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2757,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2758,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
2759,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2760,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2761,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2762,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
2763,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2764,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
2765,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2766,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2767,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2768,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2769,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2770,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2771,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
2772,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2773,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2774,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2775,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2776,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2777,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2778,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
2779,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
