Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R
2763,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2764,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2765,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2766,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2767,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2768,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2769,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2770,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2771,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2772,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2773,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2774,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2775,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2776,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2777,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2778,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2779,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2780,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2781,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2782,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2783,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2784,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2785,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2786,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2787,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2788,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2789,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2790,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2791,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2792,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2793,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2794,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2795,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2796,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2797,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2798,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2799,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2800,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2801,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2802,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2803,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2804,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2805,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2806,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2807,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2808,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2809,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2810,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2811,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2812,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2813,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2814,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2815,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2816,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2817,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2818,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2819,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2820,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2821,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2822,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2823,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
2824,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2825,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2826,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2827,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2828,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2829,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2830,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2831,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2832,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2833,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2834,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2835,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2836,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2837,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2838,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2839,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2840,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2841,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2842,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2845,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2846,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2847,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2848,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2849,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2850,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2851,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2852,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2853,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2854,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2855,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2856,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2857,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2858,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2859,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2860,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2861,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2862,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2863,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2864,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2865,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2866,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2867,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2868,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2869,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2870,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2871,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2873,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2874,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2875,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2876,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
2877,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
2878,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2879,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
2880,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
2881,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2882,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
2883,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2884,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2885,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2886,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
2887,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
2888,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2889,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2890,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2891,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
2892,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
2893,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2894,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2895,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2896,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2897,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2898,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2899,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2900,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2901,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2902,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2903,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2904,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2905,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2906,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2907,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2908,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2909,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2910,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2911,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2912,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
2913,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2914,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2915,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
2916,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
2917,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2918,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
2919,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Cropland
2920,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
2921,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2922,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2923,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2924,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2925,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2926,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2927,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2928,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2929,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2930,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2931,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2932,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2933,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2934,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2935,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2936,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2937,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2938,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2939,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2940,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Water
2941,Cropland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
2942,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2943,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2944,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2945,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2946,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2947,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2948,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2949,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2950,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2951,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2952,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2953,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2954,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2955,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2956,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2957,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2958,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2959,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2960,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2961,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2962,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2963,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2964,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2965,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2966,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2967,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2968,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2969,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2970,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2971,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2972,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2973,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2974,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2975,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2976,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2977,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2978,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2979,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2980,Cropland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2981,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2982,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2983,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2984,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2985,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2986,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2987,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2988,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2989,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2990,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2991,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2992,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2993,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2994,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2995,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2996,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2997,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2998,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2999,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3000,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3001,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3002,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3003,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3004,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3005,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3006,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3007,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3008,Cropland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
3009,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3010,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3011,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3012,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3013,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3014,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
3015,Cropland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3016,Cropland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3017,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3018,Cropland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3019,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3020,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3021,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3022,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3023,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3024,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3025,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3026,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3027,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3028,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3029,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3030,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3031,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3032,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3033,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3034,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3035,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3036,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3037,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3038,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3039,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3040,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3041,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3042,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3043,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3044,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3045,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3046,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3047,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3048,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3049,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3050,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3051,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
3052,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3053,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3054,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3055,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3056,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3057,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3058,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3059,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3060,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3061,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3062,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
