Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMR_M_R
2448,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Built-up
2449,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
2450,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
2451,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2452,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
2453,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Wetland,Forest
2454,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2455,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
2456,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2457,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2458,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2459,NULL,Wetland,Wetland,NULL,Wetland,Water,Bareland,Grassland
2460,NULL,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
2461,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2462,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2463,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2464,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2465,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2466,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
2467,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2468,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2469,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
2470,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2471,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2472,NULL,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
2473,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2474,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2475,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2476,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2477,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2478,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
2479,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2480,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2481,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2482,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
2483,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2484,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2485,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
2486,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2487,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
2488,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2489,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2490,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Cropland
2491,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
2492,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2493,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2494,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2495,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
2496,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2497,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2498,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2499,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2500,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2501,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2502,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2503,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2504,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
2505,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2506,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
2507,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2508,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Cropland
2509,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2510,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
2511,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
2512,NULL,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Grassland
2513,NULL,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Wetland
2514,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
2515,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Cropland
2516,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2517,NULL,Wetland,Wetland,Water,Wetland,Grassland,Forest,Forest
2518,NULL,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
2519,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
2520,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
2521,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2522,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Cropland
2523,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2524,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
2525,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,NULL
2526,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2527,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
2528,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2529,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2530,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2531,NULL,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2532,NULL,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Wetland
2533,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2534,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Cropland
2535,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2536,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2537,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2538,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
2539,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
2540,NULL,Wetland,Wetland,Water,Wetland,Bareland,NULL,Grassland
2541,NULL,Wetland,Wetland,Water,Wetland,Bareland,NULL,Wetland
2542,NULL,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2543,NULL,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Wetland
2544,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2545,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Cropland
2546,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
2547,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
2548,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2549,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
2550,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
2551,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
2552,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Cropland
2553,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
2554,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
2555,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
2556,NULL,Wetland,Wetland,Water,Wetland,Bareland,Forest,Wetland
2557,NULL,Wetland,Wetland,Water,Wetland,Built-up,Wetland,Grassland
2558,NULL,Wetland,Wetland,Water,Wetland,Built-up,Wetland,Wetland
2559,NULL,Wetland,Wetland,Water,Wetland,Built-up,Water,Wetland
2560,NULL,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
2561,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
2562,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
2563,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2564,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2565,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2566,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2567,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2568,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2569,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2570,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2571,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2572,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2573,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2574,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2575,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2576,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2577,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
2578,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2579,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2580,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2581,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
2582,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2583,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2584,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2585,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2586,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2587,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
2588,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2589,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2590,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2591,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
2592,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2593,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2594,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2595,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2596,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2597,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2598,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2599,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2600,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2601,NULL,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2602,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2603,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
2604,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
2605,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
2606,NULL,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
2607,NULL,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
2608,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2609,NULL,Wetland,Water,NULL,Water,Wetland,Water,Forest
2610,NULL,Wetland,Water,NULL,Water,Bareland,Water,Wetland
2611,NULL,Wetland,Water,NULL,Water,Bareland,Water,Forest
2612,NULL,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
2613,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2614,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2615,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2616,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
2617,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
2618,NULL,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
2619,NULL,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
2620,NULL,Wetland,Water,Water,Water,Bareland,Water,Wetland
2621,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
2622,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
2623,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2624,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2625,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2626,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2627,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2628,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2629,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2630,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2631,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2632,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2633,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2634,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2635,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2636,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2637,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2638,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2639,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2640,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2641,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2642,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2643,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2644,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2645,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2646,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2647,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2648,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2649,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2650,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2651,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2652,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2653,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2654,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2655,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2656,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2657,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2658,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2659,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2660,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2661,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2662,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2663,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
2664,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2665,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2666,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2667,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2668,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2669,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2670,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2671,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2672,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2673,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2674,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2675,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2676,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2677,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2678,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2679,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2680,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2681,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2682,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2683,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2684,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2685,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2686,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2687,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2688,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2689,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2690,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2691,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2692,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2693,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
2694,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2695,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2696,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2697,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2698,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
2699,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2700,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2701,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2702,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2703,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2704,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2705,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Water
2706,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2707,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2708,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
2709,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
2710,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2711,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
2712,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Grassland,Water
2713,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
2714,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2715,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2716,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2717,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
2718,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2719,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
2720,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2721,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2722,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
2723,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
2724,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
2725,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
2726,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2727,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
2728,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2729,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2730,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2731,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2732,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
2733,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2734,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2735,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2736,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2737,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
2738,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2739,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
2740,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
2741,NULL,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2742,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2743,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2744,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2745,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2746,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Water
2747,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
2748,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
2749,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
2750,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Bareland
2751,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
2752,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2753,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2754,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
2755,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
2756,NULL,Bareland,Wetland,Water,Wetland,Bareland,NULL,Grassland
2757,NULL,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2758,NULL,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Bareland
2759,NULL,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
2760,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2761,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
2762,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
2763,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
2764,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2765,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
2766,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2767,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2768,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2769,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2770,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2771,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
2772,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
2773,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
2774,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2775,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2776,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
2777,NULL,Bareland,Water,NULL,Water,Bareland,Water,Grassland
2778,NULL,Bareland,Water,Non_Water,Water,Bareland,NULL,Grassland
2779,NULL,Bareland,Water,Non_Water,Water,Bareland,Grassland,Water
