Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R
8311,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8312,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
8313,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8314,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8315,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Bareland
8316,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Water
8317,Bareland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
8318,Bareland,NULL,Water,NULL,Water,Cropland,NULL,Cropland
8319,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Water
8320,Bareland,NULL,Water,NULL,Water,Built-up,NULL,Bareland
8321,Bareland,NULL,Water,NULL,Water,Built-up,Shrubland,Bareland
8322,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
8323,Bareland,NULL,Water,Water,Water,Water,Water,Water
8324,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8325,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8326,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8327,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8328,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8329,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8330,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8331,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8332,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8333,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8334,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8335,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
8336,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8337,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8338,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8339,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8340,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8341,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8342,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8343,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8344,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8345,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8346,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8347,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8348,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8349,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8350,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8351,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8352,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8353,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
8354,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8355,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8356,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8357,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8358,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8359,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8360,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8361,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8362,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8363,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8364,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8365,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8366,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8367,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8368,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8369,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8370,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
8371,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8372,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
8373,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8374,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8375,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8376,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8377,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8378,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,NULL
8379,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
8380,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
8381,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
8382,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
8383,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8384,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8385,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8386,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8387,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8388,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8389,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8390,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8391,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8392,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8393,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
8394,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8395,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
8396,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8397,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8398,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8399,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8400,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
8401,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8402,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
8403,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8404,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
8405,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8406,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8407,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8408,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8409,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8410,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
8411,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8412,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
8413,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8414,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8415,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8416,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8417,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8418,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8419,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8420,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8421,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8422,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8423,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8424,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
8425,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8426,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8427,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8428,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8429,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8430,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8431,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8432,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8433,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8434,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8435,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8436,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8437,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8438,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8439,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8440,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8441,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8442,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8443,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8444,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
8445,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8446,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8447,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
8448,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8449,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
8450,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8451,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8452,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
8453,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
8454,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8455,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8456,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
8457,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
8458,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
8459,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
8460,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
8461,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
8462,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
8463,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8464,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8465,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8466,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8467,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8468,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8469,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8470,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8471,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8472,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8473,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8474,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8475,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
8476,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
8477,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
8478,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8479,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
8480,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8481,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8482,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8483,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8484,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8485,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8486,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8487,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8488,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8489,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8490,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8491,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8492,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8493,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8494,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8495,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8496,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
8497,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8498,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8499,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8500,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8501,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8502,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8503,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8504,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8505,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8506,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8507,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8508,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8509,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8510,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8511,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8512,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8513,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8514,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8515,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8516,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8517,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8518,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8519,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8520,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8521,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8522,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8523,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
8524,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8525,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8526,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8527,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
8528,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8529,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8530,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8531,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8532,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
8533,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
8534,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8535,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
8536,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8537,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8538,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
8539,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8540,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8541,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8542,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
8543,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8544,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8545,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8546,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8547,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8548,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8549,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8550,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8551,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8552,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8553,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8554,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8555,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8556,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8557,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8558,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8559,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8560,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
8561,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8562,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8563,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
8564,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8565,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8566,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8567,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8568,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
8569,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8570,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8571,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8572,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8573,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8574,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8575,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8576,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8577,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8578,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8579,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
8580,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8581,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8582,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8583,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8584,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8585,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8586,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8587,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8588,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8589,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8590,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8591,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8592,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8593,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8594,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8595,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8596,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8597,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8598,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8599,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8600,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8601,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8602,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8603,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8604,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8605,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8606,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8607,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8608,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8609,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8610,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8611,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8612,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8613,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8614,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8615,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
8616,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8617,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8618,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8619,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8620,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8621,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8622,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
