Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRC_M_R
9683,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
9684,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
9685,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
9686,Water,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9687,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9688,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
9689,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9690,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9691,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9692,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9693,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9694,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
9695,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
9696,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9697,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9698,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9699,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
9700,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9701,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9702,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9703,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
9704,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
9705,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
9706,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
9707,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
9708,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
9709,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
9710,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9711,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
9712,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
9713,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
9714,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
9715,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9716,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
9717,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
9718,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
9719,Water,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
9720,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
9721,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
9722,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
9723,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
9724,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
9725,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9726,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
9727,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
9728,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
9729,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
9730,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
9731,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
9732,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
9733,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
9734,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
9735,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
9736,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
9737,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9738,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9739,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
9740,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9741,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9742,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
9743,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9744,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9745,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9746,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
9747,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
9748,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9749,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9750,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
9751,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9752,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
9753,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
9754,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
9755,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
9756,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9757,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9758,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9759,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9760,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9761,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9762,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9763,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9764,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9765,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
9766,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9767,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9768,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
9769,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
9770,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9771,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9772,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9773,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9774,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9775,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9776,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9777,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
9778,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9779,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9780,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
9781,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
9782,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
9783,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
9784,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9785,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9786,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9787,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9788,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9789,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9790,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9791,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9792,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9793,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9794,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9795,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9796,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9797,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9798,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
9799,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
9800,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9801,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9802,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
9803,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
9804,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
9805,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9806,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
9807,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
9808,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
9809,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9810,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9811,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9812,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
9813,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9814,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9815,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
9816,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9817,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9818,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9819,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9820,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
9821,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9822,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9823,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9824,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
9825,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9826,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9827,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9828,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9829,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
9830,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
9831,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
9832,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9833,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9834,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9835,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
9836,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9837,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9838,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9839,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9840,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
9841,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9842,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
9843,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
9844,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9845,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
9846,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
9847,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9848,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9849,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
9850,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9851,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9852,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9853,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
9854,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
9855,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
9856,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9857,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
9858,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
9859,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
9860,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
9861,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
9862,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
9863,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
9864,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
9865,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9866,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9867,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
9868,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9869,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
9870,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
9871,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
9872,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
9873,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
9874,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
9875,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
9876,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Cropland
9877,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
9878,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
9879,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9880,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9881,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
9882,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
9883,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
9884,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9885,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
9886,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9887,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9888,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9889,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
9890,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9891,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9892,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9893,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9894,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9895,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9896,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
9897,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9898,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9899,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9900,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9901,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9902,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9903,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9904,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9905,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9906,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
9907,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9908,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
9909,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9910,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9911,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9912,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9913,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9914,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9915,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9916,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9917,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
9918,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9919,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9920,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9921,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9922,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9923,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9924,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9925,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9926,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9927,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9928,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9929,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9930,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9931,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9932,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
9933,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
9934,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9935,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9936,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9937,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9938,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9939,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
9940,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
9941,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9942,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9943,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9944,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
9945,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
9946,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
9947,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9948,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
9949,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
9950,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
9951,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
9952,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
9953,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9954,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
9955,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
9956,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9957,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9958,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
9959,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
9960,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9961,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
9962,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9963,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Built-up
9964,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9965,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
9966,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9967,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9968,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
9969,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
9970,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9971,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9972,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9973,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9974,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
9975,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9976,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
9977,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
9978,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
9979,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9980,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9981,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9982,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9983,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9984,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9985,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9986,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9987,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
9988,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9989,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
9990,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9991,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9992,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
9993,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9994,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
9995,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9996,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9997,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
9998,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
9999,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
10000,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
10001,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Bareland
10002,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10003,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
10004,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
10005,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
10006,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10007,Water,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Bareland
10008,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
10009,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
10010,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
10011,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
10012,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
10013,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10014,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10015,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
10016,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
10017,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
10018,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10019,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
