Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R
4599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4604,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4605,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4606,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4607,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4608,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4609,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
4616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
4618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4625,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4626,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4627,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4628,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4629,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4630,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4631,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4632,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4633,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4634,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4635,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4636,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4637,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
4638,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4639,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4640,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4641,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4642,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4643,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4644,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4645,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
4646,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4647,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4648,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4649,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4650,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4651,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4652,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4653,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4654,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
4655,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4656,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4657,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4658,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4659,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4660,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4661,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4662,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4663,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4664,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4665,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4666,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4667,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4668,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4669,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4670,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4671,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4672,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4673,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4674,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4675,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4676,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
4677,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4678,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4679,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4680,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4681,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4682,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4683,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4684,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
4685,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4686,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4687,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4688,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4689,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4690,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4691,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4692,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4693,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4694,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4695,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4696,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4697,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4698,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4699,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4700,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4701,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4702,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4703,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4704,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4705,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
4706,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4707,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
4708,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4709,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4710,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4711,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4712,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4713,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4714,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4715,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4716,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4717,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4718,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4719,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4720,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4721,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4722,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4723,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4724,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4725,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4726,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4727,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4728,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4729,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4730,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4731,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4732,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4733,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4734,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4735,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4736,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4737,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4738,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4739,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4740,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4741,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4742,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4743,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4744,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4745,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4746,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4747,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4748,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4749,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4750,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4751,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4752,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4753,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4754,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4755,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4756,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4757,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4758,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4759,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4760,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
4761,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4762,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4763,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4764,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4765,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4766,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4767,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4768,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4769,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4770,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4771,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4772,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4773,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4774,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4775,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
4776,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4777,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4778,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4779,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4780,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4781,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4782,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4783,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4784,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4785,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4786,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4787,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4788,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4789,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4790,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4791,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4792,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4793,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4794,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4795,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4796,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4797,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4798,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4799,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4800,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4801,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4802,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4803,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4804,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4805,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4806,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4807,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4808,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4809,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4810,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4811,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4812,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4813,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4814,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4815,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4816,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4817,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4818,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4819,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4820,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4821,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4822,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
4823,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4824,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4825,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4826,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4827,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4828,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4829,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4830,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4831,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4832,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4833,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4834,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
4835,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4836,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
4837,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4838,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
4839,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4840,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4841,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4842,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4843,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
4844,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4845,Cropland,NULL,Water,Water,Water,Shrubland,Wetland,Grassland
4846,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4847,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4848,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4849,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4850,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4851,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4852,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4853,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4854,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4855,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4856,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4857,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4858,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
4859,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4860,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4861,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
4862,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4863,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4864,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4865,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4866,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4867,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4868,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4869,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4870,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4871,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4872,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4873,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4874,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4875,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4876,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4877,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4878,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
4879,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4880,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4881,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4882,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4883,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4884,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4885,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4886,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4887,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4888,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4889,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4890,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4891,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4892,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4893,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4894,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4895,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4896,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4897,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4898,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4899,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4900,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4901,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4902,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4903,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4904,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4905,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4906,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4907,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4908,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
4909,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4910,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
4911,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4912,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4913,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4914,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
