Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBM_M_R
1536,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1537,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1538,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1539,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1540,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1541,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1542,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1543,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1544,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1545,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1546,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1547,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1548,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1549,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1550,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1551,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1552,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1553,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1554,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1555,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1556,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1557,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1558,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1559,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1560,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Grassland
1561,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Bareland
1562,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Built-up
1563,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1564,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1565,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1566,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1567,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1568,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1569,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1570,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1571,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1572,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1573,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1574,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1575,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1576,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
1577,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1578,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1579,Cropland,NULL,Water,NULL,Water,Water,Grassland,Bareland
1580,Cropland,NULL,Water,NULL,Water,Water,Grassland,Forest
1581,Cropland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1582,Cropland,NULL,Water,Non_Water,Water,Grassland,Water,Water
1583,Cropland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1584,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Water
1585,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Forest
1586,Cropland,NULL,Water,Water,Water,Water,Water,Water
1587,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1588,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1589,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1590,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1591,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1592,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1593,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1594,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1595,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1596,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1597,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1598,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1599,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1600,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1601,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1602,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1603,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1604,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1605,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1606,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1607,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1608,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1609,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1610,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1611,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1612,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1613,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1614,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1615,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1616,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1617,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1618,Cropland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1619,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1620,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1621,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1622,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1623,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1624,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1625,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1626,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1627,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1628,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1629,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1630,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1631,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1632,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1633,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1634,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1635,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1636,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1637,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1638,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1639,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1640,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1641,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1642,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1643,Cropland,Cropland,Water,Water,Water,Water,Water,Water
1644,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1645,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1646,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1647,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1648,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1649,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1650,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1651,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1652,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1653,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1654,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1655,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1656,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1657,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1658,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1659,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1660,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1661,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1662,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1663,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1664,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1665,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1666,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1667,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1668,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1669,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1670,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1671,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1672,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1673,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1674,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1675,Cropland,Water,Water,Water,Water,Bareland,Wetland,Water
1676,Cropland,Water,Water,Water,Water,Bareland,Water,Water
1677,Cropland,Water,Water,Water,Water,Water,Water,Water
1678,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1679,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1680,Cropland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1681,Cropland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1682,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1683,Cropland,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Water
1684,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1685,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1686,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1687,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1688,Cropland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1689,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1690,Cropland,Forest,Water,Non_Water,Water,Bareland,Water,Water
1691,Cropland,Forest,Water,Water,Water,Bareland,Water,Water
1692,Cropland,Forest,Water,Water,Water,Water,Wetland,Water
1693,Cropland,Forest,Water,Water,Water,Water,Water,Water
1694,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1695,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1696,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1697,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1698,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1699,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1700,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1701,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1702,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1703,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1704,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1705,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1706,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1707,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1708,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1709,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1710,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1711,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1712,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1713,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1714,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1715,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1716,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1717,Wetland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1718,Wetland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1719,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1720,Wetland,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
1721,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1722,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1723,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1724,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1725,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1726,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1727,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1728,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1729,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1730,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1731,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1732,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1733,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1734,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1735,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1736,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1737,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1738,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1739,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1740,Wetland,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
1741,Wetland,Cropland,Water,Non_Water,Water,Water,Water,Grassland
1742,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1743,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1744,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1745,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1746,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1747,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1748,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1749,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1750,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
1751,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1752,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1753,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1754,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1755,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1756,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1757,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1758,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1759,Wetland,Water,Water,Water,Water,Grassland,Wetland,Grassland
1760,Wetland,Water,Water,Water,Water,Grassland,Wetland,Water
1761,Wetland,Water,Water,Water,Water,Water,Bareland,Water
1762,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1763,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1764,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1765,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1766,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1767,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1768,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1769,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1770,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1771,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1772,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1773,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1774,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1775,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1776,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1777,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1778,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1779,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1780,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1781,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1782,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1783,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1784,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1785,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1786,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1787,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1788,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1789,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1790,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Built-up,Grassland
1791,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Built-up,Bareland
1792,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1793,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1794,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1795,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1796,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1797,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1798,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1799,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1800,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1801,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Bareland,Water
1802,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1803,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
1804,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1805,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1806,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
1807,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1808,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1809,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Bareland
1810,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1811,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1812,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1813,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
1814,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Forest
1815,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Built-up,Bareland
1816,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1817,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Grassland
1818,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Grassland
1819,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Bareland
1820,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Bareland
1821,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Grassland
1822,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Water
1823,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
1824,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1825,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1826,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
