Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDE_M_R
1701,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1702,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1703,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1704,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1705,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1706,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1707,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1708,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1709,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1710,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1711,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1712,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1713,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1714,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1715,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1718,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1719,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1720,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1721,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1722,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1723,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
1724,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1725,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Forest
1726,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1727,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1728,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1729,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1730,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1731,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1733,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1734,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1735,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1736,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1737,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1738,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1739,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1740,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1741,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1742,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1743,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1744,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1745,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1746,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1747,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1748,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1749,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1750,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1751,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1752,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1753,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1754,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1755,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1756,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1757,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1758,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1759,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1760,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1761,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1762,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
1763,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
1764,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1765,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1766,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
1767,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
1768,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1769,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1770,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1771,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1772,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1773,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1774,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1775,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1776,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1777,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1778,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1779,Permanent_ice_and_snow,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1780,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1781,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1782,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1783,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1784,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1785,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1786,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1787,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1788,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1789,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1790,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1791,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1792,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1793,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1794,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1795,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1796,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1797,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1798,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1799,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1800,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Grassland
1801,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Bareland
1802,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
1803,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1804,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1805,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1806,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1807,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1808,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1809,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1810,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1811,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1812,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1813,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1814,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1815,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1816,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1817,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1818,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1819,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1820,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1821,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1822,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1823,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1824,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1825,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1826,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1827,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1828,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1829,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1830,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1831,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1832,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1833,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1834,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1835,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1836,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1837,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1838,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1839,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1840,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1841,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1842,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1843,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1844,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1845,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1846,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1847,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1848,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1849,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1850,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1851,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1852,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1853,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1854,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1855,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1856,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1857,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1858,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1859,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1860,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1861,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1862,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1863,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1864,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1865,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1866,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1867,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1868,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1869,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1870,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1871,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1872,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1873,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1874,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1875,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1876,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1877,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1878,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1879,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1880,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1881,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1882,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1883,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1884,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1885,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1886,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1887,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1888,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1889,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1890,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1891,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1892,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1893,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1894,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1895,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1896,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1897,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1898,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1899,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1900,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1901,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1902,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1903,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1904,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1905,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1906,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1907,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1908,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1909,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1910,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1911,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1912,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1913,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1914,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1915,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1916,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1917,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1918,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1919,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1920,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1921,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1922,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1923,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1924,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1925,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1926,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1927,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1928,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1929,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1930,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1931,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1932,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1933,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1934,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1935,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1936,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1937,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1938,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1939,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1940,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1941,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1942,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1943,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1944,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1945,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1946,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1947,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1948,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1949,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1950,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1951,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1952,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1953,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1954,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1955,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1956,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1957,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1958,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1959,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1960,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1961,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1962,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1963,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1964,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1965,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
1966,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
1967,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1968,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1969,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1970,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1971,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1972,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1973,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1974,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1975,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1976,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1977,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1978,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1979,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1980,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1981,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1982,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1983,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1984,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1985,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1986,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1987,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1988,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1989,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1990,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1991,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1992,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1993,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1994,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1995,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1996,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1997,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1998,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1999,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2000,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2001,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2002,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2003,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2004,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2005,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2006,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2007,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2008,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2009,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2010,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2011,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
