Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUN_M_R
1452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1454,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1455,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1456,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1457,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1458,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1459,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1460,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1461,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1462,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1463,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1464,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1465,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1466,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1467,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1468,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1469,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1470,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1471,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1472,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1473,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1474,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1475,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1476,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1477,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1478,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1479,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1480,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1481,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1482,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1483,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1484,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1485,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1486,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1487,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1488,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1489,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1490,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1491,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1492,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1493,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1494,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1495,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1496,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1497,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1498,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1499,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1500,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1501,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1502,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1503,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1504,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1505,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1506,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1507,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1508,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1509,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1510,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1511,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1512,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1513,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1514,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1515,Grassland,Water,Water,NULL,Water,Grassland,Water,Grassland
1516,Grassland,Water,Water,Water,Water,Water,Water,Water
1517,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1518,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1519,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1520,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1521,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1522,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1523,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1524,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1525,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1526,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1527,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1528,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1529,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1530,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1531,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1532,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1533,Grassland,Forest,Water,Water,Water,Water,Water,Water
1534,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1535,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1536,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1537,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1538,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1539,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1540,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1541,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1542,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1543,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1544,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1545,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1546,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1547,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1548,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1549,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1550,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1551,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1552,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1553,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1554,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1555,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1556,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1557,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1558,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1559,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1560,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1561,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1562,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1563,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1564,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1565,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1566,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1567,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1568,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1569,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1571,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1579,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1580,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1581,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1582,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1583,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1584,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1585,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1586,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1587,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1588,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1589,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1590,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1591,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1592,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1593,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1594,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1595,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1596,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1597,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1598,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1599,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1600,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1601,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
1602,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
1603,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1604,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1605,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1606,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1607,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1608,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1609,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1610,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1611,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1612,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1613,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1614,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1615,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1616,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1617,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1618,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1619,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1620,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1621,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1622,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1623,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1624,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1625,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1626,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1627,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1628,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1629,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1630,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1631,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1632,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1633,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1634,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1635,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1636,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1637,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1638,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1639,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1640,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1641,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1642,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1643,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1644,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1645,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1646,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1647,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1648,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1649,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1650,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1651,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1652,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1653,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1654,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1655,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1656,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1657,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1658,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1659,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1660,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1661,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1662,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1663,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1664,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1665,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1666,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1667,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1668,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1669,Cropland,Bareland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1670,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1671,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1672,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1673,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1674,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1676,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1677,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1678,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1679,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1680,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
1681,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1682,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1683,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1684,Cropland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1685,Cropland,Water,Water,Water,Water,Bareland,Bareland,Grassland
1686,Cropland,Water,Water,Water,Water,Water,Water,Water
1687,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1688,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1689,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1690,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1691,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1692,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1693,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1694,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1695,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1696,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1697,Cropland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1698,Cropland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1699,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1700,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1701,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1702,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1703,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1704,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1705,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1706,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1707,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1708,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1709,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1710,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1711,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1712,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1713,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1714,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1715,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1716,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1717,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1718,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1719,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1720,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1721,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1722,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1723,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1724,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1725,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1726,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1727,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1728,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1729,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1730,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1731,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1732,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1733,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1734,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1735,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1736,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1737,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1738,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1739,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
1740,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1741,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1742,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1743,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1744,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1745,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1746,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1747,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1748,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1749,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1750,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1751,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1752,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1753,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
1754,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1755,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1756,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1757,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1758,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
1759,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1760,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1761,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1762,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
1763,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1764,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1765,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
