Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXR_M_R
2253,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2254,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2255,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2256,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2257,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2258,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2259,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2260,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2261,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2262,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2263,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2264,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2265,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2266,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2267,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2268,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2269,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2270,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2271,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2272,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2273,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2274,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2275,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2276,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2277,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2278,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2279,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2280,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2281,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2282,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2283,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2284,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2285,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2286,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2287,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2288,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2289,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2290,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2291,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2292,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2293,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2294,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2295,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2296,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2297,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2298,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2299,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2300,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2301,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2302,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2303,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2304,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2305,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2306,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2307,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2308,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2309,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2310,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2311,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2312,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2313,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2314,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2315,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2316,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2317,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2318,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2319,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2320,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2321,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2322,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2323,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2324,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2325,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2326,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2327,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2328,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2329,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2330,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2331,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2332,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2333,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2334,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2335,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2336,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2337,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2338,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2339,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2340,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2341,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2342,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2343,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2344,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2345,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2346,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2347,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2348,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2349,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2350,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2351,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2352,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2353,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2354,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2355,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2356,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2357,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2358,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2359,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
2360,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
2361,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2362,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2363,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2364,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2365,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2366,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2367,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2368,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2369,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2370,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2371,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2372,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2373,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2374,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2375,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2376,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2377,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2378,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2379,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2380,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2381,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2382,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2383,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2384,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2385,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2386,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2387,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2388,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2389,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2390,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2391,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2392,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2393,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2394,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2395,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2396,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2397,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2398,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2399,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2400,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2401,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2402,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2403,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2404,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2405,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2406,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2407,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2408,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2409,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2410,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2411,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2412,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2413,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2414,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2415,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2416,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2417,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2418,Grassland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2419,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2420,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2421,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2422,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2423,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2424,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2425,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2426,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2427,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2428,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2429,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2430,Grassland,Wetland,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2431,Grassland,Wetland,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
2432,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2433,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2434,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2435,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
2436,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2437,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2438,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2439,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2440,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2441,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2442,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2443,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2444,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2445,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2446,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2447,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2448,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2449,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
2450,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
2451,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2452,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2453,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
2454,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2455,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2456,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2457,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2458,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
2459,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
2460,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2461,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2462,Grassland,Wetland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
2463,Grassland,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
2464,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2465,Grassland,Wetland,Water,Water,Water,Bareland,Water,Water
2466,Grassland,Wetland,Water,Water,Water,Water,Water,Water
2467,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2468,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2469,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2470,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2471,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2472,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2473,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2474,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2475,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2476,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2477,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2478,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2479,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2480,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2481,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2482,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2483,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2484,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2485,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2486,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2487,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2488,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2489,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2490,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2491,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2492,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2493,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2494,Grassland,Built-up,Wetland,NULL,Wetland,Water,Built-up,Grassland
2495,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2496,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2497,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2498,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2499,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2500,Grassland,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
2501,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2502,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2503,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2504,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2505,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2506,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2507,Grassland,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2508,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2509,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2510,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2511,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2512,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2513,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2514,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2515,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2516,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2517,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2518,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2519,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2520,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2521,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2522,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2523,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2524,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2525,Grassland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2526,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2527,Grassland,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2528,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2529,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2530,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2531,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2532,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2533,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2534,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2535,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2536,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2537,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2538,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2539,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2540,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2541,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2542,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2543,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2544,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2545,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2546,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2547,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
