Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRT_M_R
8000,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
8001,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
8002,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
8003,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Water
8004,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
8005,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
8006,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
8007,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
8008,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8009,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
8010,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8011,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8012,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8013,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
8014,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8015,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8016,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
8017,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
8018,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
8019,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8020,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8021,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8022,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8023,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
8024,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
8025,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
8026,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8027,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8028,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8029,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
8030,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
8031,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
8032,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
8033,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
8034,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
8035,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
8036,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8037,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8038,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8039,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8040,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8041,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8042,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8043,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
8044,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
8045,Water,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
8046,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8047,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8048,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
8049,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
8050,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
8051,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
8052,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
8053,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
8054,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
8055,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
8056,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
8057,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
8058,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
8059,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
8060,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
8061,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
8062,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
8063,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
8064,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
8065,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
8066,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
8067,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
8068,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
8069,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
8070,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
8071,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
8072,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
8073,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
8074,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
8075,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
8076,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
8077,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
8078,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
8079,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
8080,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
8081,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
8082,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
8083,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
8084,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
8085,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
8086,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
8087,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
8088,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
8089,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
8090,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8091,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
8092,Water,Water,Built-up,Water,Non_Wetland,Built-up,NULL,Water
8093,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
8094,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
8095,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
8096,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Grassland
8097,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
8098,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Water
8099,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
8100,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
8101,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
8102,Water,Water,Built-up,Water,Non_Wetland,Forest,Water,Forest
8103,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
8104,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
8105,Water,Water,Water,NULL,Water,NULL,NULL,Water
8106,Water,Water,Water,NULL,Water,NULL,NULL,Forest
8107,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
8108,Water,Water,Water,NULL,Water,NULL,Grassland,Bareland
8109,Water,Water,Water,NULL,Water,NULL,Grassland,Water
8110,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
8111,Water,Water,Water,NULL,Water,NULL,Water,Grassland
8112,Water,Water,Water,NULL,Water,NULL,Water,Bareland
8113,Water,Water,Water,NULL,Water,NULL,Water,Water
8114,Water,Water,Water,NULL,Water,NULL,Water,Forest
8115,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
8116,Water,Water,Water,NULL,Water,Grassland,NULL,Water
8117,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
8118,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
8119,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
8120,Water,Water,Water,NULL,Water,Grassland,Water,Water
8121,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
8122,Water,Water,Water,NULL,Water,Water,NULL,Grassland
8123,Water,Water,Water,NULL,Water,Water,NULL,Bareland
8124,Water,Water,Water,NULL,Water,Water,NULL,Water
8125,Water,Water,Water,NULL,Water,Water,NULL,Forest
8126,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
8127,Water,Water,Water,NULL,Water,Water,Grassland,Water
8128,Water,Water,Water,NULL,Water,Water,Grassland,Forest
8129,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
8130,Water,Water,Water,NULL,Water,Water,Built-up,Water
8131,Water,Water,Water,NULL,Water,Water,Water,Grassland
8132,Water,Water,Water,NULL,Water,Water,Water,Wetland
8133,Water,Water,Water,NULL,Water,Water,Water,Bareland
8134,Water,Water,Water,NULL,Water,Water,Water,Water
8135,Water,Water,Water,NULL,Water,Water,Water,Forest
8136,Water,Water,Water,NULL,Water,Water,Forest,Water
8137,Water,Water,Water,NULL,Water,Forest,NULL,Forest
8138,Water,Water,Water,NULL,Water,Forest,Water,Forest
8139,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
8140,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
8141,Water,Water,Water,Non_Water,Water,NULL,Water,Water
8142,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
8143,Water,Water,Water,Non_Water,Water,NULL,Forest,Grassland
8144,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
8145,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
8146,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
8147,Water,Water,Water,Non_Water,Water,Water,NULL,Water
8148,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
8149,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
8150,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
8151,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
8152,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
8153,Water,Water,Water,Non_Water,Water,Water,Water,Water
8154,Water,Water,Water,Non_Water,Water,Water,Water,Forest
8155,Water,Water,Water,Non_Water,Water,Water,Forest,Water
8156,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
8157,Water,Water,Water,Non_Water,Water,Forest,Grassland,Forest
8158,Water,Water,Water,Water,Water,NULL,NULL,Grassland
8159,Water,Water,Water,Water,Water,NULL,NULL,Bareland
8160,Water,Water,Water,Water,Water,NULL,NULL,Water
8161,Water,Water,Water,Water,Water,NULL,NULL,Forest
8162,Water,Water,Water,Water,Water,NULL,Grassland,Grassland
8163,Water,Water,Water,Water,Water,NULL,Grassland,Water
8164,Water,Water,Water,Water,Water,NULL,Grassland,Forest
8165,Water,Water,Water,Water,Water,NULL,Water,Grassland
8166,Water,Water,Water,Water,Water,NULL,Water,Bareland
8167,Water,Water,Water,Water,Water,NULL,Water,Water
8168,Water,Water,Water,Water,Water,NULL,Water,Forest
8169,Water,Water,Water,Water,Water,NULL,Forest,Forest
8170,Water,Water,Water,Water,Water,Grassland,Water,Grassland
8171,Water,Water,Water,Water,Water,Grassland,Water,Water
8172,Water,Water,Water,Water,Water,Grassland,Water,Forest
8173,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
8174,Water,Water,Water,Water,Water,Bareland,Water,Grassland
8175,Water,Water,Water,Water,Water,Bareland,Water,Water
8176,Water,Water,Water,Water,Water,Water,NULL,Grassland
8177,Water,Water,Water,Water,Water,Water,NULL,Bareland
8178,Water,Water,Water,Water,Water,Water,NULL,Water
8179,Water,Water,Water,Water,Water,Water,NULL,Forest
8180,Water,Water,Water,Water,Water,Water,Grassland,Grassland
8181,Water,Water,Water,Water,Water,Water,Grassland,Water
8182,Water,Water,Water,Water,Water,Water,Grassland,Forest
8183,Water,Water,Water,Water,Water,Water,Wetland,Water
8184,Water,Water,Water,Water,Water,Water,Built-up,Water
8185,Water,Water,Water,Water,Water,Water,Water,Grassland
8186,Water,Water,Water,Water,Water,Water,Water,Bareland
8187,Water,Water,Water,Water,Water,Water,Water,Water
8188,Water,Water,Water,Water,Water,Water,Water,Forest
8189,Water,Water,Water,Water,Water,Water,Forest,Water
8190,Water,Water,Water,Water,Water,Water,Forest,Forest
8191,Water,Water,Water,Water,Water,Forest,NULL,Water
8192,Water,Water,Water,Water,Water,Forest,Water,Water
8193,Water,Water,Water,Water,Water,Forest,Water,Forest
8194,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8195,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8196,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
8197,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8198,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8199,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8200,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
8201,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
8202,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8203,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8204,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8205,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8206,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Water
8207,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8208,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8209,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Built-up
8210,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
8211,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
8212,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8213,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
8214,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
8215,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8216,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8217,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8218,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8219,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8220,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8221,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8222,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8223,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8224,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8225,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8226,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8227,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8228,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8229,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8230,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8231,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8232,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8233,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8234,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
8235,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8236,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
8237,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
8238,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
8239,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8240,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
8241,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
8242,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
8243,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
8244,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8245,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8246,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
8247,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8248,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
8249,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
8250,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8251,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8252,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Cropland
8253,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
8254,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
8255,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8256,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
8257,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8258,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8259,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8260,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8261,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
8262,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
8263,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8264,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8265,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
8266,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8267,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8268,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8269,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8270,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
8271,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
8272,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
8273,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
8274,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
8275,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
8276,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
8277,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
8278,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8279,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
8280,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8281,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
8282,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
8283,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
8284,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
8285,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
8286,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
8287,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
8288,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
8289,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
8290,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
8291,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Bareland
8292,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
8293,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
8294,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
8295,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
8296,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
8297,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
8298,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
8299,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
8300,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
8301,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
8302,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
8303,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
8304,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
8305,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
8306,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8307,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8308,Water,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8309,Water,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8310,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8311,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8312,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
8313,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8314,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8315,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8316,Water,Forest,NULL,NULL,Non_Wetland,Water,NULL,Bareland
8317,Water,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
8318,Water,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
8319,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8320,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8321,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
8322,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Cropland
8323,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
8324,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
8325,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8326,Water,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8327,Water,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8328,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8329,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8330,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8331,Water,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
8332,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8333,Water,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8334,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8335,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8336,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8337,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8338,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8339,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8340,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8341,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8342,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8343,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8344,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8345,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8346,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8347,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
