Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMF_M_R
5592,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5593,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5594,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
5595,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5596,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5597,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5598,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5599,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5600,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5601,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5602,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5603,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5604,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5605,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5606,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5607,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5608,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5609,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5610,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5611,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5612,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5613,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5614,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5615,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5616,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5617,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5618,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5619,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5620,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5621,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5622,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
5623,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5624,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5625,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5626,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5627,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5628,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5629,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5630,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5631,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5632,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5633,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5634,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5635,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5636,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5637,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5638,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5639,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5640,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5641,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5642,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5643,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5644,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5645,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5646,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5647,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5648,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5649,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5650,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5651,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5652,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5653,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5654,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5655,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5656,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5657,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5658,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5659,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5660,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5661,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5662,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5663,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5664,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5665,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
5666,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5667,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5668,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5669,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5670,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5671,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5672,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5673,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5674,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5675,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5676,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5677,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5678,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5679,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5680,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5681,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5682,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5683,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5684,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5685,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5686,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5687,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5688,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5689,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
5690,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5691,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5692,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5693,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5694,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5695,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5696,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5697,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5698,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5699,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5700,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5701,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
5702,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5703,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5704,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5705,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5706,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5707,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5708,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5709,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5710,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5711,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5712,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5713,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5714,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5715,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5716,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5717,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5718,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5719,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5720,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5721,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5722,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5723,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5724,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5725,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5726,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
5727,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5728,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5729,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5730,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5731,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5732,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5733,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5734,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5735,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5736,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5737,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5738,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5739,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5740,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5741,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5742,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
5743,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5744,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
5745,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5746,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5747,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5748,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5749,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5750,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5751,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5752,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5753,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5754,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5755,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
5756,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5757,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5758,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5759,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5760,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5761,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5762,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5763,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5764,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5765,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5766,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5767,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5768,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5769,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5770,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5771,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5772,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5773,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5774,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5775,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5776,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5777,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5778,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5779,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5780,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5781,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5782,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5783,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5784,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5785,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5786,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5787,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5788,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5789,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5790,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5791,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5792,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5793,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5794,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5795,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5796,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
5797,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5798,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5799,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5800,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5801,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5802,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5803,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5804,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5805,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5806,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5807,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5808,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5809,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5810,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5811,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5812,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5813,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5814,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5815,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
5816,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5817,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5818,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5819,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5820,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5821,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5822,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5823,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
5824,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5825,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Cropland
5826,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
5827,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
5828,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
5829,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5830,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5831,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5832,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
5833,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Bareland
5834,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5835,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5836,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5837,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5838,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5839,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5840,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5841,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5842,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
5843,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5844,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
5845,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5846,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5847,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5848,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
5849,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
5850,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
5851,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5852,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
5853,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
5854,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
5855,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5856,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5857,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5858,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5859,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5860,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
5861,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
5862,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5863,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
5864,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
5865,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5866,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5867,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5868,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5869,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5870,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5871,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5872,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5873,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5874,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5875,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5876,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5877,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
5878,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
5879,Bareland,NULL,Water,NULL,Water,NULL,Bareland,Bareland
5880,Bareland,NULL,Water,NULL,Water,Cropland,Shrubland,Bareland
5881,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
5882,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
5883,Bareland,NULL,Water,NULL,Water,Bareland,Water,Grassland
5884,Bareland,NULL,Water,NULL,Water,Bareland,Water,Water
5885,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5886,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5887,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5888,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5889,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5890,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5891,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5892,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5893,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
5894,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5895,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5896,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5897,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5898,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5899,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5900,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5901,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5902,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5903,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5904,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5905,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5906,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
