Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCF_M_R
5731,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5732,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5733,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
5734,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5735,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5736,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5737,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5738,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5739,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5740,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5741,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5742,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
5743,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
5744,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
5745,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
5746,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5747,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
5748,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
5749,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
5750,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
5751,Cropland,Cropland,Water,NULL,Water,NULL,Shrubland,Grassland
5752,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
5753,Cropland,Cropland,Water,NULL,Water,NULL,Water,Grassland
5754,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
5755,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5756,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
5757,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
5758,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
5759,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Forest
5760,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
5761,Cropland,Cropland,Water,NULL,Water,Cropland,Forest,Grassland
5762,Cropland,Cropland,Water,NULL,Water,Cropland,Forest,Forest
5763,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Water
5764,Cropland,Cropland,Water,NULL,Water,Bareland,Shrubland,Forest
5765,Cropland,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
5766,Cropland,Cropland,Water,NULL,Water,Bareland,Bareland,Built-up
5767,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Cropland
5768,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Water
5769,Cropland,Cropland,Water,NULL,Water,Water,Grassland,Water
5770,Cropland,Cropland,Water,NULL,Water,Water,Water,Water
5771,Cropland,Cropland,Water,NULL,Water,Forest,NULL,Grassland
5772,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
5773,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
5774,Cropland,Cropland,Water,Water,Water,NULL,Grassland,Grassland
5775,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5776,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5777,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5778,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5779,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5780,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5781,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5782,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5783,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5784,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5785,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5786,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5787,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5788,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5789,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5790,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
5791,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
5792,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5793,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5794,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5795,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5796,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Water
5797,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5798,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5799,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5800,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5801,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5802,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5803,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5804,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5805,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5806,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5807,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5808,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5809,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5810,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5811,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5812,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5813,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
5814,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5815,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5816,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5817,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5818,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5819,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5820,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5821,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5822,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5823,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5824,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5825,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5826,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5827,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5828,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5829,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
5830,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5831,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5832,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5833,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5834,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5835,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5836,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5837,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
5838,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5839,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
5840,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5841,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5842,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5843,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5844,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5845,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5846,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5847,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
5848,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
5849,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
5850,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
5851,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5852,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5853,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5854,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
5855,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5856,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
5857,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5858,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5859,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5860,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5861,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5862,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5863,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5864,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5865,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
5866,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5867,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5868,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5869,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5870,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
5871,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
5872,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5873,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5874,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5875,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5876,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5877,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5878,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5879,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5880,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5881,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
5882,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5883,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5884,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5885,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5886,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5887,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5888,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5889,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
5890,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5891,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5892,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5893,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5894,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5895,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5896,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5897,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5898,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5899,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5900,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5901,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5902,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
5903,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5904,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5905,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5906,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5907,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5908,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
5909,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5910,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5911,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5912,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
5913,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Water
5914,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5915,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5916,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5917,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5918,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5919,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5920,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5921,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5922,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5923,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5924,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5925,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5926,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5927,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5928,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5929,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5930,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5931,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5932,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5933,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5934,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5935,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5936,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5937,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5938,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5939,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5940,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5941,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5942,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5943,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5944,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5945,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
5946,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5947,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5948,Cropland,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
5949,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5950,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5951,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5952,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5953,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5954,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5955,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5956,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5957,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5958,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5959,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5960,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5961,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5962,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5963,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5964,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5965,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5966,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5967,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5968,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5969,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5970,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5971,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5972,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5973,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5974,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5975,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5976,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5977,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
5978,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5979,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5980,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5981,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5982,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5983,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5984,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5985,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5986,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5987,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5988,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5989,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5990,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5991,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5992,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5993,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5994,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5995,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5996,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5997,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5998,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5999,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6000,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6001,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6002,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6003,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6004,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6005,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6006,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6007,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6008,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6009,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6010,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6011,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
6012,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6013,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6014,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6015,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6016,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6017,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6018,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6019,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6020,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6021,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6022,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6023,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6024,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6025,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6026,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6027,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6028,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6029,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6030,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6031,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6032,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6033,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6034,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6035,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6036,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6037,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6038,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6039,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6040,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
