Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R
8178,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8179,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8180,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8181,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8182,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8183,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8184,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8185,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8186,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8187,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8188,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
8189,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8190,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8191,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8192,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8193,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8194,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8195,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8196,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8197,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
8198,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8199,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
8200,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8201,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
8202,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8203,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8204,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8205,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8206,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8207,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8208,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8209,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8210,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8211,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8212,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8213,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8214,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8215,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8216,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8217,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8218,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8219,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8220,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8221,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8222,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8223,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8224,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8225,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
8226,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8227,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8228,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8229,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8230,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8231,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8232,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8233,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
8234,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
8235,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8236,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8237,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8238,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8239,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
8240,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8241,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8242,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8243,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8244,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8245,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8246,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8247,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8248,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
8249,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8250,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8251,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8252,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
8253,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8254,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8255,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8256,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8257,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8258,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8259,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
8260,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
8261,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8262,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
8263,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8264,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8265,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8266,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8267,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8268,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8269,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8270,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8271,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
8272,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8273,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
8274,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8275,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
8276,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8277,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8278,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
8279,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8280,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8281,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8282,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8283,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8284,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8285,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
8286,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8287,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8288,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8289,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8290,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8291,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8292,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
8293,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8294,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8295,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8296,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8297,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8298,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8299,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
8300,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8301,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8302,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8303,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8304,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8305,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
8306,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8307,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8308,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8309,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8310,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8311,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8312,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8313,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8314,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8315,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
8316,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8317,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8318,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8319,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8320,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8321,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8322,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8323,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
8324,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8325,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
8326,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
8327,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8328,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8329,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8330,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8331,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
8332,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8333,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
8334,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8335,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8336,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8337,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8338,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8339,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8340,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
8341,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8342,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8343,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8344,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
8345,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
8346,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8347,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8348,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8349,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8350,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
8351,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
8352,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8353,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8354,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8355,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8356,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
8357,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8358,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8359,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
8360,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
8361,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8362,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
8363,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
8364,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8365,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
8366,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8367,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8368,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8369,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8370,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
8371,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8372,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8373,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8374,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8375,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
8376,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8377,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8378,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
8379,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
8380,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8381,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
8382,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8383,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8384,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8385,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
8386,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8387,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8388,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8389,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
8390,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
8391,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
8392,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8393,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
8394,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
8395,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8396,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
8397,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8398,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
8399,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8400,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8401,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
8402,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8403,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
8404,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
8405,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
8406,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8407,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
8408,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
8409,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8410,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
8411,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
8412,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
8413,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
8414,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
8415,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
8416,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
8417,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
8418,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
8419,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
8420,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
8421,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
8422,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
8423,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
8424,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
8425,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
8426,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
8427,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8428,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
8429,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
8430,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8431,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8432,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8433,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8434,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8435,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8436,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8437,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8438,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8439,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8440,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8441,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8442,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
8443,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8444,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8445,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8446,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8447,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8448,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8449,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
8450,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8451,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
8452,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8453,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8454,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8455,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8456,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
8457,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8458,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8459,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
8460,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8461,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8462,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8463,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8464,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8465,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8466,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8467,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8468,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8469,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8470,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8471,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8472,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8473,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8474,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8475,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8476,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8477,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8478,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8479,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8480,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8481,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8482,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8483,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8484,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8485,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
8486,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8487,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8488,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8489,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8490,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8491,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8492,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
8493,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8494,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8495,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
