Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMD_M_R
2058,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2059,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2060,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2061,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2062,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2063,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2064,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2065,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2066,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2067,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2068,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2069,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2070,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2071,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2072,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2073,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2074,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2075,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2076,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2077,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2078,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2079,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2080,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2081,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2082,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2083,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2084,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2085,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2086,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2087,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2088,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2089,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2090,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2091,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2092,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2093,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2094,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2095,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2096,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2097,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2098,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
2099,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2100,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2101,Water,Forest,Water,Water,Water,NULL,NULL,Water
2102,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2103,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2104,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2105,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2106,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2107,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2108,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2109,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2110,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2111,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2112,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2113,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2114,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2115,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2116,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2117,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2118,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2119,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2120,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2121,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2122,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2123,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2124,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2125,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2126,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2127,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2128,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2129,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2130,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2131,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2132,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2133,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2134,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2135,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2136,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2137,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2138,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2139,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2140,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2141,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2142,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2143,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2144,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2145,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2146,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2147,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2148,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2149,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2150,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2151,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2152,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2153,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2154,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2155,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2156,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2157,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2158,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2159,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2160,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2161,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2162,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2163,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2164,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2165,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2166,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2167,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2168,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2169,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2170,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2171,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2172,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2173,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2174,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2175,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2176,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2177,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2178,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2179,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2180,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2181,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2182,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2183,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2184,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2185,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2186,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2187,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2188,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2189,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2190,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2191,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2192,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2193,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2194,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2195,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2196,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2197,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2198,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2199,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2200,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2201,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2202,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2203,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2204,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2205,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2206,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2207,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2208,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2209,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2210,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2211,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2212,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2213,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2214,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2215,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2216,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2217,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2218,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2219,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2220,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2221,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2222,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2223,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
2224,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2225,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2226,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2227,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2228,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2229,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2230,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2231,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2232,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2233,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2234,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2235,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2236,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2237,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2238,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2239,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2240,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2241,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2242,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2243,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2244,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2245,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2246,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2247,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2248,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2249,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2250,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2251,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2252,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2253,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2254,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2255,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2256,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2257,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2258,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2259,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2260,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2261,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2262,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2263,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2264,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2265,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2266,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2267,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2268,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2269,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2270,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2271,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2272,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2273,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2274,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2275,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2276,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2277,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2278,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2279,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2280,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2281,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2282,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2283,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2284,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2285,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2286,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2287,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2288,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2289,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2290,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2291,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2292,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2293,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2294,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2295,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2296,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2297,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2298,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2299,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2300,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2301,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2302,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2303,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2304,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2305,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2306,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2307,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2308,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2309,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2310,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2311,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2312,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2313,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2314,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2315,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2316,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2317,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2318,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2319,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2320,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2321,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2322,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2323,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2324,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2325,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2326,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2327,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2328,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2329,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2330,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2331,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2332,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
2333,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2334,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2335,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2336,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2337,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2338,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2339,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2340,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2341,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2342,Forest,Cropland,Water,Water,Water,NULL,NULL,Cropland
2343,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
2344,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2345,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2346,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2347,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2348,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2349,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2350,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2351,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2352,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2353,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2354,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2355,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2356,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2357,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2358,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2359,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2360,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2361,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2362,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2363,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2364,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2365,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2366,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2367,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2368,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2369,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2370,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2371,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
2372,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2373,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2374,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2375,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
2376,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2377,Forest,Wetland,Water,NULL,Water,NULL,NULL,Cropland
2378,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2379,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2380,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
2381,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2382,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
2383,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2384,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2385,Forest,Wetland,Water,Water,Water,NULL,NULL,Cropland
2386,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2387,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2388,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2389,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2390,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2391,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2392,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2393,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2394,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2395,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2396,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2397,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2398,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2399,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2400,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2401,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
