Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWA_M_R
1846,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1847,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1848,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1849,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1850,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1851,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1852,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1853,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1854,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1855,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1856,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1857,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1858,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1859,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1860,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1861,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1862,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1863,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1864,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1865,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1866,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1867,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1868,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1869,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1870,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1871,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1872,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1873,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1874,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1875,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1876,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1877,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1878,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1879,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1880,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1881,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1882,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1883,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1884,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1885,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1886,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1887,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1888,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1889,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1890,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1891,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Water
1892,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1893,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1894,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1895,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1896,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1897,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1898,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1899,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1900,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1901,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
1902,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1903,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1904,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
