Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVB_M_R
9177,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Forest,Wetland
9178,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9179,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9180,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9181,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9182,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9183,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
9184,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9185,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
9186,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
9187,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9188,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9189,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9190,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9191,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9192,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9193,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9194,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9195,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9196,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9197,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9198,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9199,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9200,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9201,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9202,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
9203,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
9204,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
9205,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9206,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
9207,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9208,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9209,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
9210,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9211,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9212,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9213,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9214,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9215,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
9216,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9217,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
9218,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9219,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9220,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9221,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
9222,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
9223,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9224,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9225,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9226,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9227,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9228,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9229,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9230,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9231,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9232,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9233,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9234,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
9235,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9236,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9237,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9238,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
9239,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
9240,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9241,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
9242,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9243,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9244,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9245,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9246,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9247,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9248,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
9249,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
9250,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
9251,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9252,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
9253,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
9254,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
9255,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9256,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9257,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
9258,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9259,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
9260,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9261,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9262,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
9263,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9264,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
9265,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9266,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
9267,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9268,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9269,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9270,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
9271,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9272,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9273,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9274,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9275,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9276,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9277,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
9278,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
9279,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9280,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9281,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9282,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9283,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9284,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9285,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
9286,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9287,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9288,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
9289,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
9290,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Water
9291,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
9292,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
9293,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
9294,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9295,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Wetland
9296,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
9297,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
9298,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
9299,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
9300,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
9301,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
9302,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9303,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
9304,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9305,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9306,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Wetland
9307,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9308,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
9309,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
9310,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9311,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9312,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9313,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
9314,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9315,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9316,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
9317,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
9318,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9319,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9320,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland,NULL
9321,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9322,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
9323,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
9324,Wetland,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
9325,Wetland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9326,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
9327,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9328,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9329,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9330,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9331,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9332,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9333,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9334,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9335,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9336,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9337,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9338,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9339,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9340,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9341,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9342,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9343,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
9344,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9345,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
9346,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9347,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9348,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
9349,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9350,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9351,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
9352,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9353,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
9354,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9355,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9356,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9357,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9358,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9359,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9360,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9361,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9362,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9363,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9364,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9365,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9366,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9367,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9368,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9369,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9370,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9371,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9372,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9373,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9374,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9375,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9376,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9377,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9378,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9379,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
9380,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
9381,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
9382,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9383,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9384,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
9385,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9386,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
9387,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
9388,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
9389,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9390,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
9391,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9392,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9393,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9394,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9395,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9396,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9397,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9398,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9399,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9400,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9401,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9402,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9403,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9404,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9405,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9406,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
9407,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9408,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
9409,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9410,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9411,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
9412,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9413,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9414,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9415,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9416,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
9417,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9418,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
9419,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9420,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
9421,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
9422,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9423,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9424,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9425,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9426,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
9427,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9428,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9429,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9430,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9431,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9432,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9433,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9434,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9435,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9436,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9437,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9438,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9439,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9440,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9441,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9442,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9443,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9444,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9445,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
9446,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9447,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9448,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9449,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
9450,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9451,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
9452,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9453,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
9454,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9455,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9456,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9457,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9458,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9459,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9460,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9461,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9462,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
9463,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
9464,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9465,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
9466,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
9467,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
9468,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
9469,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
9470,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9471,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
9472,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
9473,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9474,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9475,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9476,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9477,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9478,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
9479,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9480,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
9481,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9482,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9483,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9484,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
9485,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9486,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9487,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9488,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9489,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
9490,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
