Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMC_M_R
13010,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13011,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13012,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
13013,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
13014,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
13015,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13016,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
13017,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13018,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13019,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13020,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13021,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
13022,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13023,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13024,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
13025,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13026,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
13027,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
13028,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
13029,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
13030,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
13031,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13032,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
13033,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13034,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
13035,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13036,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
13037,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
13038,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13039,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
13040,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
13041,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
13042,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
13043,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13044,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
13045,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
13046,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
13047,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
13048,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
13049,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
13050,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
13051,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
13052,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
13053,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
13054,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
13055,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
13056,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
13057,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
13058,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
13059,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
13060,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
13061,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13062,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
13063,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
13064,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
13065,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
13066,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
13067,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
13068,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
13069,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
13070,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
13071,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
13072,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
13073,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
13074,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
13075,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
13076,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
13077,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
13078,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
13079,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
13080,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
13081,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
13082,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13083,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
13084,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13085,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
13086,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
13087,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
13088,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
13089,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13090,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13091,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
13092,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13093,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
13094,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
13095,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
13096,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
13097,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13098,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
13099,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13100,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13101,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13102,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
13103,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
13104,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
13105,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13106,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13107,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13108,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
13109,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Cropland
13110,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
13111,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
13112,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13113,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
13114,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
13115,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
13116,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
13117,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
13118,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
13119,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
13120,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
13121,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
13122,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
13123,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
13124,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
13125,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
13126,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
13127,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
13128,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
13129,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
13130,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
13131,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
13132,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
13133,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
13134,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
13135,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13136,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
13137,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
13138,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
13139,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Wetland
13140,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
13141,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
13142,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
13143,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
13144,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,NULL
13145,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
13146,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
13147,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
13148,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
13149,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
13150,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
13151,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
13152,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
13153,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
13154,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
13155,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
13156,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
13157,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
13158,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
13159,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
13160,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
13161,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13162,Water,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13163,Water,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
13164,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13165,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
13166,Water,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
13167,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13168,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13169,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13170,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
13171,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13172,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
13173,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13174,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
13175,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13176,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
13177,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13178,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
13179,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13180,Water,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13181,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13182,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
13183,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
13184,Water,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
13185,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13186,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13187,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13188,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
13189,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13190,Water,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
13191,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13192,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13193,Water,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Cropland
13194,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
13195,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
13196,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
13197,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
13198,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
13199,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,NULL
13200,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
13201,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
13202,Water,Forest,Wetland,Water,Wetland,NULL,Water,Forest
13203,Water,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
13204,Water,Forest,Water,NULL,Water,Wetland,Shrubland,Grassland
13205,Water,Forest,Water,NULL,Water,Bareland,Shrubland,Water
13206,Water,Forest,Water,NULL,Water,Water,Forest,Water
13207,Water,Forest,Water,Non_Water,Water,Shrubland,NULL,Forest
13208,Water,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
13209,Water,Forest,Water,Non_Water,Water,Bareland,Shrubland,Grassland
13210,Water,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
13211,Water,Forest,Water,Non_Water,Water,Water,Shrubland,Forest
13212,Water,Forest,Water,Non_Water,Water,Forest,Water,Water
13213,Water,Forest,Water,Water,Water,Shrubland,Forest,Forest
13214,Water,Forest,Water,Water,Water,Water,Water,Water
13215,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
13216,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13217,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13218,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13219,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13220,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13221,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
13222,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13223,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
13224,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13225,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
13226,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13227,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
13228,Water,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
13229,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13230,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13231,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13232,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13233,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13234,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
13235,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13236,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13237,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13238,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13239,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13240,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13241,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
13242,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13243,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13244,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13245,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13246,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13247,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13248,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13249,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13250,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
13251,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13252,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13253,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13254,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13255,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13256,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13257,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13258,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13259,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
13260,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
13261,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13262,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
13263,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13264,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13265,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13266,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13267,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13268,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13269,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13270,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13271,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13272,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13273,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13274,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
13275,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13276,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13277,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13278,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13279,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13280,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13281,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13282,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13283,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13284,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13285,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
13286,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13287,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13288,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13289,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13290,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13291,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13292,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13293,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
