Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXK_M_R
2802,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2803,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2804,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2805,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2806,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2807,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2808,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2809,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2810,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2811,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2812,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2813,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2814,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2815,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2816,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2817,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2818,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2819,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2820,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2821,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2822,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2823,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2824,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2825,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2826,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2827,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2828,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2829,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2830,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2831,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2832,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2833,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2834,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2835,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2836,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2837,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2838,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2839,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2840,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2841,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2842,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2843,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2844,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2845,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2846,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2847,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2848,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2849,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2850,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2851,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2852,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2853,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2854,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2855,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2856,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2857,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2858,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2859,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2860,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2861,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2862,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2863,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2864,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2865,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2866,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2867,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2868,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2869,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2870,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2871,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2872,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2873,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2874,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2875,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2876,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2877,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2878,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2879,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2880,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2881,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2882,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2883,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2884,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2885,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2886,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2887,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2888,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2889,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2890,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2891,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2892,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2893,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2894,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2895,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2896,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2897,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2898,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2899,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2900,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2901,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2902,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2903,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2904,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2905,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2906,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2907,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2908,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2909,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2910,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2911,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2912,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2913,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2914,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
2915,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2916,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
2917,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2918,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2919,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2920,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2921,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2922,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2923,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2924,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2925,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2926,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2927,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2928,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2929,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
2930,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
2931,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2932,Water,NULL,Water,Water,Water,NULL,NULL,Water
2933,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2934,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2935,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2936,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2937,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2938,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2939,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2940,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2941,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2942,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2943,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2944,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2945,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2946,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2947,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2948,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2949,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2950,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2951,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2952,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2953,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2954,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2955,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2956,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2957,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2958,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2959,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2960,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2961,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2962,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2963,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2964,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2965,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2966,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2967,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2968,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2969,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2970,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2971,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2972,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2973,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2974,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2975,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2976,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2977,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2978,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2979,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2980,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2981,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2982,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2983,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2984,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2985,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2986,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2987,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2988,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2989,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2990,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2991,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2992,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2993,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2994,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2995,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2996,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2997,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2998,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2999,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3000,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3001,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3002,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3003,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3004,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3005,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
3006,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3007,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3008,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
3009,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
3010,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3011,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3012,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3013,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3014,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3015,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3016,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
3017,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
3018,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
3019,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
3020,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
3021,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
3022,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3023,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3024,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3025,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3026,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3027,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3028,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3029,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3030,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3031,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3032,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3033,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3034,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3035,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3036,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
3037,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
3038,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
3039,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
3040,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
3041,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
3042,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
3043,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
3044,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
3045,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
3046,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
3047,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
3048,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
3049,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
3050,Water,Cropland,Water,Water,Water,NULL,NULL,Water
3051,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
3052,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3053,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3054,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3055,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3056,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3057,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3058,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3059,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3060,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3061,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3062,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3063,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3064,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3065,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3066,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3067,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3068,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
3069,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3070,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3071,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3072,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3073,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3074,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3075,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3076,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3077,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3078,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3079,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3080,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3081,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3082,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3083,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
3084,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3085,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3086,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3087,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3088,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3089,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3090,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3091,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3092,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3093,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3094,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
3095,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
3096,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
3097,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
3098,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
3099,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
3100,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
3101,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
3102,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
3103,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
3104,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
3105,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
3106,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
3107,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
3108,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
3109,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
3110,Water,Wetland,Water,Water,Water,NULL,NULL,Water
3111,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
3112,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3113,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3114,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3115,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3116,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3117,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3118,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3119,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3120,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3121,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
3122,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3123,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3124,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3125,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3126,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3127,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3128,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3129,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3130,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3131,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3132,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3133,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3134,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3135,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3136,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
3137,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3138,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3139,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3140,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3141,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3142,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3143,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3144,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3145,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3146,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3147,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3148,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3149,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3150,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3151,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3152,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3153,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
