Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVQ_M_R
5820,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
5821,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
5822,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
5823,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,NULL
5824,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
5825,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Built-up
5826,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Water,NULL
5827,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5828,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
5829,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
5830,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5831,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5832,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
5833,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
5834,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,NULL
5835,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5836,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,NULL
5837,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
5838,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
5839,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
5840,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
5841,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
5842,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Bareland
5843,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
5844,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Bareland
5845,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Water
5846,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5847,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
5848,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
5849,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
5850,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
5851,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5852,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
5853,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
5854,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
5855,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Bareland
5856,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
5857,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,NULL
5858,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
5859,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
5860,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
5861,Bareland,NULL,Water,Water,Water,Bareland,NULL,Bareland
5862,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
5863,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
5864,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
5865,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
5866,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5867,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5868,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5869,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5870,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5871,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5872,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5873,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5874,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5875,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5876,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5877,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5878,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5879,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5880,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5881,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5882,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5883,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5884,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5885,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5886,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5887,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5888,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5889,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5890,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
5891,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
5892,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5893,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5894,Bareland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
5895,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5896,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
5897,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
5898,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5899,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
5900,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5901,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5902,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5903,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5904,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5905,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5906,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5907,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5908,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5909,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5910,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5911,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5912,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5913,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5914,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5915,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5916,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
5917,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5918,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5919,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5920,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5921,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5922,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5923,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5924,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5925,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5926,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5927,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5928,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5929,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5930,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5931,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5932,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5933,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5934,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5935,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5936,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5937,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5938,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5939,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5940,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5941,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5942,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5943,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5944,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5945,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5946,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
5947,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
5948,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5949,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5950,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5951,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5952,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5953,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5954,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5955,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5956,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5957,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5958,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5959,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5960,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5961,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5962,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5963,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5964,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5965,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5966,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,NULL
5967,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5968,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
5969,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5970,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
5971,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5972,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5973,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5974,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5975,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5976,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Bareland
5977,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
5978,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5979,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
5980,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5981,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
5982,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Bareland,NULL
5983,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
5984,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,NULL
5985,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5986,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5987,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5988,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
5989,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5990,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5991,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5992,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5993,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5994,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5995,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5996,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5997,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5998,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5999,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
6000,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6001,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
6002,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6003,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6004,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6005,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
6006,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
6007,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
6008,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6009,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
6010,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6011,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6012,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
6013,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6014,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6015,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
6016,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Bareland,NULL
6017,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
6018,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
6019,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
6020,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6021,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
6022,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Built-up
6023,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
6024,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
6025,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
6026,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6027,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6028,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6029,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,NULL
6030,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6031,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6032,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6033,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6034,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6035,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6036,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6037,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6038,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
6039,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6040,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
6041,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6042,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Built-up
6043,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6044,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Built-up
6045,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6046,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
6047,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6048,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6049,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,NULL
6050,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
6051,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
6052,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
6053,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
6054,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland,Grassland
6055,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
6056,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
6057,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6058,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6059,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
6060,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
6061,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6062,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,NULL
6063,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
6064,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
6065,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,Water
6066,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,NULL
6067,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
6068,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6069,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
6070,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
6071,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,NULL
6072,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
6073,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
6074,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,NULL
6075,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland,Bareland
6076,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland,Water
6077,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland,Forest
6078,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Shrubland,Bareland
6079,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Shrubland,Water
6080,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6081,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
6082,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Built-up
6083,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
6084,Bareland,Bareland,Wetland,Water,Wetland,Built-up,Bareland,Bareland
6085,Bareland,Bareland,Wetland,Water,Wetland,Built-up,Bareland,Built-up
6086,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
6087,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6088,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
6089,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
6090,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6091,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6092,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6093,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
6094,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
6095,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Built-up
6096,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
6097,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6098,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6099,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
6100,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,NULL,Built-up
6101,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Built-up
6102,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
6103,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Built-up
6104,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6105,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6106,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
6107,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
6108,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
6109,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
6110,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6111,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6112,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6113,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6114,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6115,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6116,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
6117,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6118,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6119,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6120,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6121,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6122,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6123,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6124,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
6125,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
6126,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Built-up
6127,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6128,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
6129,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
6130,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
6131,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
6132,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
6133,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
