Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZP_M_R
3316,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3317,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3318,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3319,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3320,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3321,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3322,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3323,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3324,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3325,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3326,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3327,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3328,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3329,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3330,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3331,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3332,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3333,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3334,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3335,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3336,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3337,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3338,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3339,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3340,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3341,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3342,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3343,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
3344,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3345,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3346,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3347,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3348,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3349,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3350,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3351,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3352,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3353,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3354,Grassland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
3355,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3356,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3357,Grassland,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3358,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
3359,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3360,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3361,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3362,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3363,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3364,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3365,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3366,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3367,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
3368,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3369,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3370,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3371,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3372,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3373,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3374,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3375,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3376,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3377,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3378,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3379,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3380,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3381,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3382,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3383,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3384,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3385,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3386,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3387,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3388,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3389,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3390,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3391,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3392,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3393,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3394,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3395,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3396,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3397,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3398,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3399,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
3400,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3401,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3402,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3403,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3404,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3405,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3406,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3407,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3408,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3409,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3410,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3411,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Cropland
3412,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
3413,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3414,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3415,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3416,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3417,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3418,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3419,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3420,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3421,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3422,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
3423,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3424,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3425,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3426,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3427,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3428,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3429,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3430,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3431,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3432,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3433,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3434,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3435,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3436,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3437,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3438,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3439,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
3440,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
3441,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3442,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3443,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3444,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3445,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3446,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3447,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3448,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3449,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3450,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3451,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3452,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3453,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3454,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
3455,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3456,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3457,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3458,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3459,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3460,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3461,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3462,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3463,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3464,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3465,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3466,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3467,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3468,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3469,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3470,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3471,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3472,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3473,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3474,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3475,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3476,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3477,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3478,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3479,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3480,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3481,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3482,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3483,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3484,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3485,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3486,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3487,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3488,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3489,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
3490,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3491,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3492,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3493,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3494,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3495,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Cropland
3496,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3497,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3498,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3499,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3500,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3501,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3502,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3503,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3504,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3505,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3506,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3507,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3508,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3509,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3510,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3511,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3512,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3513,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3514,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3515,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3516,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3517,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3518,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3519,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3520,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3521,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3522,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3523,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3524,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3525,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3526,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3527,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3528,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3529,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3530,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3531,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3532,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3533,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3534,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3535,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3536,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3537,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3538,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
3539,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3540,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3541,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3542,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3543,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3544,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3545,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3546,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3547,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3548,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3549,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3550,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3551,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3552,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3553,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3554,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3555,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3556,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3557,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3558,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3559,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3560,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3561,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3562,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3563,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3564,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3565,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3566,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3567,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3568,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3569,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3570,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3571,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3572,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3573,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3574,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3575,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3576,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3577,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3578,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3579,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3580,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3581,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3582,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
3583,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
3584,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3585,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3586,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3587,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3588,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3589,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3590,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3591,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3592,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3593,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3594,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3595,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3596,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3597,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3598,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3599,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3600,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3601,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3602,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3603,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3604,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3605,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3606,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3607,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3608,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3609,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3610,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3611,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3612,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
3613,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
3614,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3615,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3616,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3617,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3618,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3619,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3620,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3621,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3622,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3623,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3624,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3625,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3626,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3627,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
3628,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3629,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3630,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3631,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3632,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
