Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHB_M_R
3522,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3523,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
3524,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3525,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3526,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3527,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3528,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3529,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3530,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3531,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3532,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3533,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3534,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3535,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3536,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3537,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3538,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3539,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3540,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3541,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3542,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3543,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3544,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3545,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3546,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3547,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3548,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3549,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3550,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3551,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3552,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3553,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3554,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3555,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3556,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3557,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3558,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3559,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3560,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3561,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3562,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
3563,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
3564,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3565,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3566,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3567,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3568,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3569,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3570,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3571,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3572,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3573,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3574,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3575,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
3576,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3577,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3578,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3579,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3580,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3581,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3582,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3583,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3584,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3585,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3586,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3587,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3598,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
3604,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3605,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3606,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3607,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3608,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3609,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3627,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3628,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3629,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3630,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3631,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3632,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3633,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3634,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3635,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3636,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3637,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3638,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3639,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3640,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3641,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3642,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3643,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3644,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3645,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3646,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3647,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3648,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3649,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
3650,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
3651,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3652,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3653,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3654,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3655,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3656,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3657,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3658,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3659,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3660,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Bareland
3661,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3662,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3663,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3664,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3665,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3666,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3667,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3668,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3669,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
3670,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3671,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
3672,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3673,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3674,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3675,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3676,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3677,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3678,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3679,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3680,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3681,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3682,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3683,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3684,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3685,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3686,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
3687,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3688,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
3689,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3690,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3691,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3692,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3693,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
3694,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3695,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3696,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3697,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3698,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3699,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3700,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3701,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
3702,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
3703,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Forest
3704,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3705,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3706,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3707,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3708,Cropland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
3709,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3710,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3711,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3712,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3713,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3714,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
3715,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
3716,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Forest
3717,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3718,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3719,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
3720,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
3721,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
3722,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3723,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3724,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3725,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3726,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3727,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
3728,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3729,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3730,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland,NULL,Grassland
3731,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3732,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3733,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3734,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3735,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3736,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3737,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3738,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
3739,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
3740,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
3741,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3742,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3743,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3744,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3745,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3746,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3747,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3748,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3749,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3750,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3751,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3752,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3753,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3754,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3755,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3756,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3757,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3758,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3759,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3760,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3761,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3762,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
3763,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3764,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3765,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3766,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
3767,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3768,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3769,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
3770,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3771,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3772,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3773,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3774,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3775,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3776,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3777,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3778,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
3779,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3780,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3781,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3782,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3783,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3784,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3785,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3786,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3787,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3788,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3789,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3790,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3791,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3792,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3793,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3794,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3795,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3796,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3797,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
3798,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3799,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3800,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3801,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3802,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3803,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3804,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3805,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3806,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3807,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3808,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3809,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3810,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3811,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3812,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3813,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
3814,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3815,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3816,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3817,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3818,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
3819,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3820,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
3821,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
3822,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
3823,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Bareland
3824,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3825,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3826,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
3827,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3828,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
