Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXF_M_R
9150,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9151,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9152,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9153,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9154,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9155,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9156,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9157,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
9158,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
9159,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9160,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9161,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
9162,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9163,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9164,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9165,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
9166,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9167,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9168,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9169,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9170,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
9171,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9172,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9173,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9174,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9175,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
9176,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
9177,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9178,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9179,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
9180,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
9181,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9182,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
9183,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9184,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9185,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9186,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
9187,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9188,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
9189,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
9190,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
9191,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
9192,Water,Cropland,Shrubland,Water,Non_Wetland,Built-up,Built-up,Cropland
9193,Water,Cropland,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
9194,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
9195,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9196,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
9197,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9198,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9199,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9200,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9201,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9202,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9203,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9204,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9205,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9206,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9207,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9208,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9209,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9210,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9211,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9212,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9213,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9214,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9215,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
9216,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9217,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9218,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9219,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9220,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9221,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9222,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9223,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9224,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9225,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9226,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9227,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9228,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
9229,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9230,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9231,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9232,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
9233,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
9234,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
9235,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9236,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9237,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
9238,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
9239,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9240,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
9241,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
9242,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
9243,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9244,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
9245,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
9246,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
9247,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
9248,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
9249,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
9250,Water,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
9251,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9252,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9253,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
9254,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Water
9255,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Forest
9256,Water,Cropland,Wetland,NULL,Wetland,Built-up,Built-up,Forest
9257,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
9258,Water,Cropland,Wetland,NULL,Wetland,Water,Bareland,Water
9259,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
9260,Water,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Water
9261,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
9262,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
9263,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
9264,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
9265,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
9266,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Water
9267,Water,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
9268,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
9269,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9270,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9271,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9272,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9273,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9274,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
9275,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
9276,Water,Cropland,Water,NULL,Water,NULL,Water,Water
9277,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
9278,Water,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
9279,Water,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
9280,Water,Cropland,Water,NULL,Water,Grassland,Water,Water
9281,Water,Cropland,Water,NULL,Water,Wetland,NULL,Forest
9282,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
9283,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
9284,Water,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
9285,Water,Cropland,Water,NULL,Water,Bareland,Water,Bareland
9286,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
9287,Water,Cropland,Water,NULL,Water,Bareland,Water,Forest
9288,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
9289,Water,Cropland,Water,NULL,Water,Water,NULL,Water
9290,Water,Cropland,Water,NULL,Water,Water,Bareland,Grassland
9291,Water,Cropland,Water,NULL,Water,Water,Built-up,Water
9292,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
9293,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
9294,Water,Cropland,Water,NULL,Water,Water,Water,Water
9295,Water,Cropland,Water,Non_Water,Water,Water,NULL,Water
9296,Water,Cropland,Water,Non_Water,Water,Water,Water,Grassland
9297,Water,Cropland,Water,Water,Water,NULL,Water,Grassland
9298,Water,Cropland,Water,Water,Water,NULL,Water,Water
9299,Water,Cropland,Water,Water,Water,Shrubland,Water,Grassland
9300,Water,Cropland,Water,Water,Water,Grassland,NULL,Grassland
9301,Water,Cropland,Water,Water,Water,Grassland,NULL,Forest
9302,Water,Cropland,Water,Water,Water,Grassland,Water,Grassland
9303,Water,Cropland,Water,Water,Water,Cropland,Water,Grassland
9304,Water,Cropland,Water,Water,Water,Wetland,Shrubland,Grassland
9305,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
9306,Water,Cropland,Water,Water,Water,Bareland,NULL,Grassland
9307,Water,Cropland,Water,Water,Water,Bareland,NULL,Water
9308,Water,Cropland,Water,Water,Water,Bareland,Shrubland,Water
9309,Water,Cropland,Water,Water,Water,Bareland,Water,Water
9310,Water,Cropland,Water,Water,Water,Water,NULL,Grassland
9311,Water,Cropland,Water,Water,Water,Water,NULL,Water
9312,Water,Cropland,Water,Water,Water,Water,Water,Grassland
9313,Water,Cropland,Water,Water,Water,Water,Water,Water
9314,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9315,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9316,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9317,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9318,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9319,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9320,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9321,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9322,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9323,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
9324,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9325,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9326,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9327,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
9328,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9329,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
9330,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
9331,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
9332,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9333,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9334,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
9335,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
9336,Water,Wetland,Water,NULL,Water,Water,Shrubland,Wetland
9337,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9338,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
9339,Water,Wetland,Water,Non_Water,Water,Water,Shrubland,Wetland
9340,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9341,Water,Wetland,Water,Water,Water,Water,Wetland,Water
9342,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9343,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9344,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
9345,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9346,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9347,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9348,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9349,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
9350,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
9351,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9352,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9353,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
9354,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
9355,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9356,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Water
9357,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9358,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9359,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9360,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9361,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9362,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9363,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9364,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9365,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9366,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9367,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9368,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9369,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9370,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9371,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9372,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9373,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
9374,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
9375,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9376,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9377,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9378,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9379,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9380,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9381,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9382,Water,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Water
9383,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Water
9384,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
9385,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9386,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
9387,Water,Built-up,Water,NULL,Water,Wetland,Water,Forest
9388,Water,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
9389,Water,Built-up,Water,NULL,Water,Bareland,Water,Grassland
9390,Water,Built-up,Water,Water,Water,Bareland,NULL,Grassland
9391,Water,Built-up,Water,Water,Water,Bareland,NULL,Bareland
9392,Water,Built-up,Water,Water,Water,Bareland,Water,Water
9393,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
9394,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
9395,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9396,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9397,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9398,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
9399,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9400,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9401,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9402,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
9403,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9404,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9405,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
9406,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
9407,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
9408,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9409,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9410,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
9411,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9412,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
9413,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9414,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9415,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
9416,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9417,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9418,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9419,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9420,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
9421,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
9422,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9423,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
9424,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
9425,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9426,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9427,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9428,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
9429,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9430,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9431,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9432,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Cropland
9433,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
9434,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9435,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9436,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
9437,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9438,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
9439,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9440,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9441,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
9442,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9443,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9444,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
9445,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9446,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9447,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9448,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
9449,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9450,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
9451,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9452,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
9453,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9454,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9455,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
9456,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9457,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
9458,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9459,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Water
9460,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9461,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
9462,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
9463,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
9464,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
9465,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
9466,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
9467,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
9468,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9469,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
9470,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9471,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
9472,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9473,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
9474,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
9475,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9476,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
9477,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
9478,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
9479,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
9480,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
9481,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
9482,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
9483,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
9484,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
9485,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
9486,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
9487,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
9488,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
9489,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
