Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMH_M_R
1723,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Bareland,Forest
1724,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1725,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1726,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1727,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1728,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1729,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1730,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1731,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
1732,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1733,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1734,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1735,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1736,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1737,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1738,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1739,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1740,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1741,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1742,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
1743,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1744,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1745,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1746,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1747,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1748,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1749,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1750,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1751,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1752,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1753,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1754,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1755,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1756,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1757,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1758,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1759,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1760,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1761,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1762,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1763,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1765,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1766,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1767,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1768,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1769,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1770,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1771,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1772,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1773,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1774,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1775,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1776,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1777,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1778,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1779,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1780,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1781,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1782,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1783,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
1784,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
1785,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1786,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Bareland,Water
1787,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1788,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1789,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1790,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1791,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1792,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Bareland
1793,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
1794,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1795,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1796,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1797,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1798,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1799,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1800,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1801,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1802,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Water
1803,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1804,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1805,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
1806,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1807,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1808,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1809,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
1810,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1811,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1812,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1813,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1814,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1815,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1816,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1817,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1818,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
1819,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1820,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
1821,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
1822,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1823,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1824,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1825,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1826,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1827,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1828,Forest,Forest,Water,NULL,Water,NULL,Bareland,Water
1829,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
1830,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1831,Forest,Forest,Water,NULL,Water,Shrubland,Bareland,Water
1832,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1833,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
1834,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Forest
1835,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1836,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Water
1837,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
1838,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1839,Forest,Forest,Water,NULL,Water,Water,Bareland,Water
1840,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
1841,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1842,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1843,Forest,Forest,Water,NULL,Water,Forest,Bareland,Water
1844,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
1845,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1846,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1847,Forest,Forest,Water,Water,Water,NULL,Bareland,Grassland
1848,Forest,Forest,Water,Water,Water,NULL,Bareland,Water
1849,Forest,Forest,Water,Water,Water,NULL,Bareland,Forest
1850,Forest,Forest,Water,Water,Water,Grassland,Bareland,Grassland
1851,Forest,Forest,Water,Water,Water,Grassland,Bareland,Water
1852,Forest,Forest,Water,Water,Water,Grassland,Bareland,Forest
1853,Forest,Forest,Water,Water,Water,Bareland,Bareland,Water
1854,Forest,Forest,Water,Water,Water,Water,Bareland,Grassland
1855,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
1856,Forest,Forest,Water,Water,Water,Forest,Bareland,Water
1857,Forest,Forest,Water,Water,Water,Forest,Bareland,Forest
1858,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1859,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1860,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1861,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1862,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1863,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1864,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1865,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1866,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1867,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1868,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1869,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Water
1870,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1871,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1872,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1873,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1874,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1875,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1876,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1877,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1878,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Water
1879,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1880,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1881,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1882,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1883,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1884,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1885,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1886,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1887,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1888,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1889,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1890,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1891,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1892,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1893,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1894,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1895,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1896,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1897,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1898,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1899,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1900,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1901,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1902,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1903,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1904,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1905,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1906,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1907,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1908,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1909,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1910,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1911,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1912,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1913,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1914,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1915,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1916,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1917,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1918,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1919,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1920,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1921,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1922,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1923,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
1924,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1925,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1926,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1927,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1928,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1929,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1930,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1931,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1932,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1933,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1934,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1935,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1936,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1937,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1938,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1939,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1940,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1941,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1942,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1943,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1944,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1945,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1946,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1947,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1948,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1949,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1950,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1951,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1952,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1953,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1954,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1955,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1956,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1957,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
1958,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1959,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1960,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1961,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1962,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland,Forest
1963,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1964,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1965,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
1966,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1967,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1968,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1969,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1970,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1971,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1972,Forest,Forest,Forest,Water,Non_Wetland,Water,Bareland,Forest
1973,Forest,Forest,Forest,Water,Non_Wetland,Forest,Bareland,Grassland
1974,Forest,Forest,Forest,Water,Non_Wetland,Forest,Bareland,Water
1975,Forest,Forest,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1976,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
