Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBQ_M_R
1003,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1004,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1005,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1006,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1007,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1008,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1009,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1010,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1011,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1012,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1013,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1014,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1015,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1016,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1017,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1018,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1019,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1020,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1021,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1022,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1023,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1024,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1025,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1026,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1027,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1028,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1029,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1030,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1031,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1032,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1033,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1034,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1035,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1036,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1037,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1038,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1039,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1040,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1041,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1042,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1043,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1044,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1045,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1046,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1047,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1048,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1049,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1050,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1051,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1052,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1053,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1054,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1055,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1056,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1057,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1058,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1059,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1060,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1061,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1062,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1063,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
1064,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1065,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1066,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1067,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1068,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1069,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1070,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1071,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1072,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1073,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1074,Grassland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
1075,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1076,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1077,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1078,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1079,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1080,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1081,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1082,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1083,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1084,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Bareland
1085,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Forest
1086,Grassland,Cropland,Water,Non_Water,Water,Grassland,Wetland,Grassland
1087,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1088,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1089,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1090,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1091,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1092,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1093,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1094,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1095,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1096,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1097,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1098,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1099,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1100,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1101,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1102,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1103,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1104,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1105,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1106,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1107,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1108,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1109,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1110,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1111,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1112,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1113,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1114,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1115,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1116,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1117,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1118,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1119,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1120,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1121,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1122,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1123,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1124,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1125,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1126,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1127,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1128,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1129,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1130,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1131,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1132,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1133,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1134,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1135,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1136,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1137,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1138,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1139,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1140,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1141,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1142,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1143,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1144,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1145,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1146,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1147,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1148,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1149,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1150,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1151,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1152,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1153,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1154,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1155,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1156,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1157,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1158,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1159,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1160,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1161,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1162,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1163,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1164,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1165,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1166,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1167,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1168,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1169,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1170,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1171,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1172,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1173,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1174,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1175,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1176,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1177,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1178,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1179,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1180,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1181,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1182,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1183,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1184,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1185,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1186,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1187,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1188,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1189,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1190,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1191,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1192,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1193,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1194,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1195,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1196,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1197,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1198,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1199,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1200,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1201,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1202,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1203,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1204,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1205,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1206,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1207,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1208,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1209,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1210,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1211,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1212,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1213,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1214,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1215,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1216,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1217,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1218,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1219,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1220,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1221,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
1222,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1223,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1224,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1225,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1226,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1227,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1228,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1229,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1230,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1231,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1232,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
1233,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1234,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1235,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1236,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1237,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1238,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1239,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1240,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1241,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1242,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1243,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1244,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1245,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1246,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1247,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1248,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1249,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1250,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1251,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1252,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1253,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1254,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1255,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1256,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1257,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1258,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1259,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1260,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1261,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1262,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1263,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
1264,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1265,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1266,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1267,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1268,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1269,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1270,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1271,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1272,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1273,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1274,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1275,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1276,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1277,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1278,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1279,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1280,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1281,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1282,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1283,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1284,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1285,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1286,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1287,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1288,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1289,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1290,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1291,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1292,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1293,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1294,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1295,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1296,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1297,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1298,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1299,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1300,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
