Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRM_M_R
8879,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
8880,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
8881,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8882,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
8883,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
8884,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8885,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
8886,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8887,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
8888,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
8889,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8890,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8891,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8892,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8893,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
8894,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
8895,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
8896,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
8897,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
8898,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
8899,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8900,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8901,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8902,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8903,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8904,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8905,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
8906,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8907,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
8908,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
8909,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
8910,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Bareland
8911,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
8912,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
8913,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
8914,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
8915,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
8916,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
8917,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
8918,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
8919,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
8920,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8921,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8922,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8923,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
8924,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8925,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8926,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8927,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
8928,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
8929,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
8930,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8931,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8932,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
8933,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
8934,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
8935,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
8936,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8937,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
8938,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
8939,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8940,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8941,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
8942,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
8943,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8944,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
8945,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8946,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
8947,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8948,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8949,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
8950,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8951,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8952,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8953,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8954,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8955,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8956,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8957,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8958,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8959,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8960,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
8961,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8962,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8963,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8964,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8965,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8966,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8967,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8968,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8969,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
8970,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
8971,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
8972,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
8973,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
8974,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8975,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
8976,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
8977,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
8978,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8979,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
8980,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
8981,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
8982,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
8983,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Water
8984,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
8985,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
8986,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
8987,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
8988,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
8989,Bareland,NULL,Water,NULL,Water,Bareland,Water,Grassland
8990,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
8991,Bareland,NULL,Water,NULL,Water,Water,Water,Wetland
8992,Bareland,NULL,Water,NULL,Water,Water,Water,Bareland
8993,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
8994,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
8995,Bareland,NULL,Water,Water,Water,NULL,Shrubland,Bareland
8996,Bareland,NULL,Water,Water,Water,NULL,Grassland,Wetland
8997,Bareland,NULL,Water,Water,Water,NULL,Grassland,Water
8998,Bareland,NULL,Water,Water,Water,Grassland,NULL,Water
8999,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
9000,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
9001,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
9002,Bareland,NULL,Water,Water,Water,Water,Bareland,Bareland
9003,Bareland,NULL,Water,Water,Water,Water,Water,Water
9004,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9005,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9006,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9007,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9008,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9009,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9010,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9011,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9012,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
9013,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
9014,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9015,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9016,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9017,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9018,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9019,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9020,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9021,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
9022,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9023,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9024,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9025,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9026,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9027,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9028,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9029,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9030,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9031,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9032,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9033,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
9034,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9035,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9036,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9037,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
9038,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9039,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9040,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9041,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9042,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9043,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9044,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9045,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9046,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
9047,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9048,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
9049,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9050,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
9051,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
9052,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9053,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9054,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9055,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
9056,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
9057,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9058,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9059,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9060,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9061,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9062,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
9063,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9064,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
9065,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9066,Bareland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9067,Bareland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9068,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9069,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9070,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
9071,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
9072,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
9073,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9074,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9075,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
9076,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
9077,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9078,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9079,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
9080,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9081,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9082,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9083,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9084,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9085,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9086,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9087,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9088,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9089,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
9090,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9091,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9092,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9093,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9094,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
9095,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9096,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9097,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9098,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
9099,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
9100,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
9101,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9102,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9103,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9104,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9105,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9106,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9107,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9108,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9109,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
9110,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9111,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
9112,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
9113,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
9114,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9115,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
9116,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9117,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9118,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9119,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9120,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9121,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9122,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9123,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9124,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9125,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9126,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9127,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
9128,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
9129,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9130,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9131,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9132,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9133,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9134,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9135,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9136,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9137,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9138,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9139,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9140,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9141,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
9142,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9143,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9144,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9145,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9146,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9147,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9148,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9149,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9150,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
9151,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9152,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9153,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9154,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9155,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9156,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
9157,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9158,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9159,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9160,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
9161,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9162,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
9163,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
9164,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9165,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9166,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
9167,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9168,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9169,Bareland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Cropland
9170,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9171,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9172,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9173,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9174,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
9175,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9176,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9177,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9178,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9179,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9180,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9181,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9182,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9183,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9184,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9185,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9186,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9187,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9188,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9189,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9190,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9191,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9192,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9193,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9194,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9195,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9196,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9197,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
