Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R
9765,Wetland,Forest,Wetland,Water,Wetland,Forest,Shrubland,Wetland
9766,Wetland,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
9767,Wetland,Forest,Wetland,Water,Wetland,Forest,Water,Wetland
9768,Wetland,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9769,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9770,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9771,Wetland,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
9772,Wetland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
9773,Wetland,Forest,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
9774,Wetland,Forest,Water,NULL,Water,NULL,Grassland,Grassland
9775,Wetland,Forest,Water,NULL,Water,Shrubland,Shrubland,Wetland
9776,Wetland,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
9777,Wetland,Forest,Water,NULL,Water,Shrubland,Wetland,Wetland
9778,Wetland,Forest,Water,NULL,Water,Shrubland,Water,Wetland
9779,Wetland,Forest,Water,NULL,Water,Shrubland,Water,Water
9780,Wetland,Forest,Water,NULL,Water,Shrubland,Water,Forest
9781,Wetland,Forest,Water,NULL,Water,Shrubland,Forest,Wetland
9782,Wetland,Forest,Water,NULL,Water,Wetland,Shrubland,Wetland
9783,Wetland,Forest,Water,NULL,Water,Bareland,Water,Wetland
9784,Wetland,Forest,Water,NULL,Water,Water,Wetland,Wetland
9785,Wetland,Forest,Water,NULL,Water,Water,Water,Water
9786,Wetland,Forest,Water,NULL,Water,Forest,NULL,Forest
9787,Wetland,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
9788,Wetland,Forest,Water,Non_Water,Water,Shrubland,Water,Wetland
9789,Wetland,Forest,Water,Non_Water,Water,Shrubland,Water,Water
9790,Wetland,Forest,Water,Non_Water,Water,Shrubland,Forest,Wetland
9791,Wetland,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
9792,Wetland,Forest,Water,Non_Water,Water,Wetland,Shrubland,Wetland
9793,Wetland,Forest,Water,Water,Water,Shrubland,Shrubland,Wetland
9794,Wetland,Forest,Water,Water,Water,Shrubland,Shrubland,Water
9795,Wetland,Forest,Water,Water,Water,Shrubland,Water,Grassland
9796,Wetland,Forest,Water,Water,Water,Shrubland,Water,Wetland
9797,Wetland,Forest,Water,Water,Water,Shrubland,Water,Water
9798,Wetland,Forest,Water,Water,Water,Shrubland,Water,Forest
9799,Wetland,Forest,Water,Water,Water,Shrubland,Forest,Wetland
9800,Wetland,Forest,Water,Water,Water,Shrubland,Forest,Forest
9801,Wetland,Forest,Water,Water,Water,Bareland,Water,Wetland
9802,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
9803,Wetland,Forest,Water,Water,Water,Water,Water,Water
9804,Wetland,Forest,Water,Water,Water,Forest,Water,Wetland
9805,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9806,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9807,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9808,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9809,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9810,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9811,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9812,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9813,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
9814,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9815,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9816,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
9817,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
9818,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9819,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9820,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9821,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9822,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9823,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9824,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
9825,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
9826,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9827,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9828,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9829,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9830,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9831,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9832,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9833,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9834,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9835,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
9836,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9837,Wetland,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9838,Wetland,Forest,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
9839,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9840,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9841,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9842,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
9843,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9844,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9845,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9846,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9847,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9848,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9849,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9850,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
9851,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
9852,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9853,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9854,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
9855,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9856,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9857,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9858,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9859,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9860,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9861,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9862,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9863,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9864,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9865,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9866,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9867,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9868,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9869,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9870,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9871,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9872,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9873,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9874,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9875,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9876,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9877,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9878,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9879,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9880,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
9881,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9882,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9883,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
9884,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9885,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9886,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9887,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
9888,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9889,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
9890,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
9891,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
9892,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9893,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9894,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
9895,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
9896,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9897,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9898,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9899,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9900,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9901,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9902,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
9903,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9904,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9905,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9906,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9907,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
9908,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9909,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9910,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9911,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9912,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9913,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9914,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9915,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9916,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9917,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9918,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9919,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9920,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
9921,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
9922,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9923,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9924,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9925,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9926,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9927,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9928,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9929,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9930,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9931,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9932,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9933,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9934,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9935,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
9936,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
9937,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9938,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9939,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9940,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
9941,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
9942,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9943,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9944,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9945,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9946,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9947,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9948,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9949,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9950,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9951,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9952,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9953,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9954,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9955,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9956,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9957,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9958,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9959,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9960,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9961,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9962,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9963,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9964,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9965,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9966,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9967,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9968,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9969,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9970,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9971,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9972,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9973,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9974,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9975,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9976,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9977,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9979,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9980,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9981,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9982,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9983,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9984,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9985,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
9986,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9987,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9988,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
9989,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9990,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9991,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9992,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9993,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
9994,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9995,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9996,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
9997,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9998,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9999,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
10000,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
10001,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
10002,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
10003,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10004,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10005,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10006,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10007,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10008,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
10009,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10010,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10011,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10012,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
10013,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10014,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10015,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10016,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10017,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10018,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10019,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10020,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10021,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10022,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10023,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10024,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
10025,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
10026,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10027,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10028,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10029,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10030,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10031,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10032,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10033,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
10034,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10035,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10036,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10037,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10038,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10039,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10040,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
10041,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10042,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10043,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10044,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10045,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10046,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10047,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10048,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10049,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
10050,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10051,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
10052,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10053,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
10054,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
10055,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
10056,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
10057,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
10058,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
10059,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10060,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
10061,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10062,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10063,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
10064,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10065,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
10066,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
10067,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
10068,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10069,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10070,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10071,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10072,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
10073,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10074,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
10075,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10076,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10077,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
10078,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10079,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10080,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10081,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10082,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
10083,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
10084,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
