Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTQ_M_R
1767,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1768,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1769,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
1770,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1771,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1772,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1773,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1774,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1775,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1776,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1777,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1778,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1779,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1780,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1781,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1782,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1783,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1784,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1785,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1786,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1787,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1788,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1789,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1790,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1791,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1792,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1793,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1794,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
1795,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1796,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1797,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1798,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1799,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1800,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1801,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1802,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1803,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1804,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1805,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1806,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1807,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1808,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1809,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1810,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1811,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1812,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1813,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1814,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1815,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1816,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1817,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1818,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1819,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1820,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1821,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1822,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1823,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1824,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1825,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1826,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1827,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1828,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1829,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1830,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1831,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1832,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1833,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1834,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1835,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
1836,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1837,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1838,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1839,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1840,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1841,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1842,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1843,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1844,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1845,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1846,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1847,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1848,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1849,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1850,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1851,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1852,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1853,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1854,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1855,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
1856,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1857,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1858,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1859,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1860,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1861,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1862,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1863,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1864,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1865,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1866,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1867,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1868,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1869,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1870,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1871,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1872,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1873,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1874,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1875,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1876,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1877,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1878,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1879,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1880,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1881,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1882,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1883,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1884,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1885,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1886,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1887,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1888,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
1889,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1890,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1891,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1892,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1893,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1894,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1895,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1896,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1897,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1898,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1899,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1900,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1901,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1902,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1903,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1904,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1905,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1906,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1907,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1908,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1909,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1910,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1911,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1912,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1913,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1914,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1915,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1916,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1917,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1918,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1919,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1920,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1921,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1922,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1923,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1924,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1925,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1926,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1927,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1928,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
1929,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1930,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1931,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1932,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1933,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1934,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1935,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1936,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1937,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1938,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1939,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1940,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1941,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1942,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1943,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1944,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1945,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1946,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1947,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1948,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
1949,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1950,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1951,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1952,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1953,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1954,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1955,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1956,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1957,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1958,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1959,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1960,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1961,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1962,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1963,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1964,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1965,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1966,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1967,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1968,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1969,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1970,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1971,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1972,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1973,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1974,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1975,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1976,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1977,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1978,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1979,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1980,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1981,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1982,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1983,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1984,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1985,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1986,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1987,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1988,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1989,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1990,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1991,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1992,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1993,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1994,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1995,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1996,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1997,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1998,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
1999,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2000,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2001,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2002,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2003,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2004,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2005,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2006,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2007,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2008,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2009,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2010,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2011,Forest,Water,Water,NULL,Water,NULL,Water,Water
2012,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2013,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2014,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2015,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2016,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2017,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2018,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2019,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
2020,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2021,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2022,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2023,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2024,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
2025,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2026,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2027,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2028,Forest,Water,Water,NULL,Water,Water,Water,Wetland
2029,Forest,Water,Water,NULL,Water,Water,Water,Water
2030,Forest,Water,Water,NULL,Water,Water,Water,Forest
2031,Forest,Water,Water,NULL,Water,Water,Forest,Water
2032,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2033,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2034,Forest,Water,Water,NULL,Water,Forest,Water,Water
2035,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2036,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2037,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2038,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2039,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2040,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
2041,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2042,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2043,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2044,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2045,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2046,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2047,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
2048,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2049,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2050,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2051,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2052,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2053,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
2054,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2055,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2056,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2057,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2058,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
2059,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2060,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2061,Forest,Water,Water,Water,Water,NULL,Water,Grassland
2062,Forest,Water,Water,Water,Water,NULL,Water,Wetland
2063,Forest,Water,Water,Water,Water,NULL,Water,Water
2064,Forest,Water,Water,Water,Water,NULL,Water,Forest
2065,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2066,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2067,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
2068,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2069,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2070,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2071,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2072,Forest,Water,Water,Water,Water,Wetland,Water,Water
2073,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2074,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2075,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2076,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2077,Forest,Water,Water,Water,Water,Water,Wetland,Water
2078,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2079,Forest,Water,Water,Water,Water,Water,Water,Grassland
2080,Forest,Water,Water,Water,Water,Water,Water,Wetland
2081,Forest,Water,Water,Water,Water,Water,Water,Water
2082,Forest,Water,Water,Water,Water,Water,Water,Forest
2083,Forest,Water,Water,Water,Water,Water,Forest,Grassland
2084,Forest,Water,Water,Water,Water,Water,Forest,Water
2085,Forest,Water,Water,Water,Water,Water,Forest,Forest
2086,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2087,Forest,Water,Water,Water,Water,Forest,Water,Forest
2088,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2089,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2090,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2091,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2092,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2093,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2094,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2095,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2096,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2097,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2098,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2099,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2100,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2101,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2102,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2103,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2104,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2105,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2106,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2107,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2108,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2109,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2110,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2111,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2112,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2113,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2114,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2115,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2116,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2117,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2118,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2119,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2120,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2121,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2122,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2123,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2124,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2125,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2126,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2127,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2128,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2129,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2130,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2131,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2132,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2133,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2134,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2135,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2136,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
