Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBC_M_R
1787,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1788,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1789,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1790,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1791,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1792,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1793,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1794,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1795,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1796,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1797,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1798,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
1799,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1800,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1801,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1802,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1803,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
1804,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1805,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1806,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1807,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1808,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1809,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1810,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1811,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1812,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1813,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1814,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
1815,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1816,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1817,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1818,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1819,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1820,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1821,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1822,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1823,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1824,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1825,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1826,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
1827,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1828,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1829,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1830,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1831,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1832,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1833,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1834,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1835,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1836,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1837,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1838,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1839,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1840,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1841,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
1842,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1843,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1844,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1845,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1846,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1847,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
1848,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
1849,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
1850,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
1851,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1852,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1853,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1854,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1855,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1856,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1857,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1858,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1859,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1860,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1861,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1862,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1863,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1864,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1865,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1866,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1867,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1868,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1869,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1870,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1871,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1872,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1873,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1874,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1875,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1876,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1877,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1878,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
1879,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1880,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1881,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1882,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1883,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1884,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1885,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1886,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1887,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1888,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1889,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1890,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1891,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1892,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1893,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1894,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
1895,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1896,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1897,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1898,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1899,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1900,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1901,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1902,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1903,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1904,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1905,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1906,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1907,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1908,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1909,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1910,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1911,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1912,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1913,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1914,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1915,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1916,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1917,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1918,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1919,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1920,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1921,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1922,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1923,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1924,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1925,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1926,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
1927,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1928,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1929,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1930,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1931,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1932,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1933,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1934,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1935,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
1936,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1937,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
1938,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1939,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
1940,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
1941,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1942,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1943,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1944,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1945,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1946,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1947,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1948,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1949,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
1950,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1951,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1952,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1953,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1954,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1955,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1956,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1957,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1958,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1959,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1960,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1961,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1962,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1963,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1964,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1965,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1966,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
1967,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1968,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1969,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1970,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1971,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1972,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1973,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
1974,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1975,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
1976,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
1977,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Forest,Wetland
1978,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1979,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1980,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1981,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1982,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1983,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1984,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1985,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
1986,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1987,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1988,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1989,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1990,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1991,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
1992,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1993,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1994,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
1995,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1996,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1997,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1998,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1999,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2000,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2001,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2002,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2003,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2004,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2005,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2006,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2007,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2008,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
2009,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2010,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2011,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2012,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2013,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
2014,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2015,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
2016,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2017,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2018,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2019,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2020,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2021,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2022,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
2023,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2024,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2025,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2026,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2027,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2028,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
2029,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2030,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2031,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2032,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2033,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
2034,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
2035,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
2036,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2037,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2038,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2039,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2040,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2041,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2042,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2043,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
2044,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2045,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2046,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2047,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2048,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2049,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2050,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2051,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2052,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
2053,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2054,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
2055,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2056,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2057,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2058,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2059,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
2060,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2061,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2062,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2063,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2064,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
2065,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2066,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
2067,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2068,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
2069,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
2070,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
2071,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2072,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2073,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
2074,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2075,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2076,Grassland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
2077,Grassland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Wetland
2078,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2079,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2080,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2081,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
2082,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
2083,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Wetland
2084,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
2085,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
2086,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
2087,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2088,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2089,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2090,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2091,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
2092,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2093,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2094,Grassland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2095,Grassland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
2096,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2097,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Cropland
2098,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2099,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
2100,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2101,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2102,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
2103,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
2104,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2105,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
2106,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2107,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
