Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMU_M_R
10852,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
10853,Cropland,NULL,Water,Non_Water,Water,Water,Water,Grassland
10854,Cropland,NULL,Water,Non_Water,Water,Water,Water,Wetland
10855,Cropland,NULL,Water,Non_Water,Water,Water,Water,Water
10856,Cropland,NULL,Water,Water,Water,NULL,Water,Water
10857,Cropland,NULL,Water,Water,Water,Water,NULL,Wetland
10858,Cropland,NULL,Water,Water,Water,Water,NULL,Water
10859,Cropland,NULL,Water,Water,Water,Water,NULL,Forest
10860,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
10861,Cropland,NULL,Water,Water,Water,Water,Water,Water
10862,Cropland,NULL,Water,Water,Water,Forest,Water,Water
10863,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10864,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10865,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10866,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10867,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
10868,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10869,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10870,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10871,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10872,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10873,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10874,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10875,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10876,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10877,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10878,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
10879,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10880,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10881,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10882,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10883,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
10884,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10885,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10886,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10887,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10888,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10889,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10890,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10891,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10892,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10893,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10894,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10895,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10896,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10897,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10898,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10899,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10900,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10901,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10902,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10903,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10904,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10905,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10906,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10907,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10908,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
10909,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10910,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
10911,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10912,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10913,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10914,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10915,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
10916,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10917,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
10918,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10919,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10920,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10921,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10922,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10923,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10924,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10925,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10926,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10927,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
10928,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10929,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10930,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10931,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10932,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10933,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10934,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10935,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
10936,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
10937,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
10938,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
10939,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
10940,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10941,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10942,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10943,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10944,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10945,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10946,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
10947,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10948,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
10949,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10950,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10951,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10952,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10953,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10954,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
10955,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10956,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10957,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
10958,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
10959,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10960,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10961,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
10962,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10963,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10964,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10965,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10966,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10967,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10968,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
10969,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10970,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10971,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10972,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
10973,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
10974,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10975,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10976,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10977,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10978,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
10979,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
10980,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10981,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
10982,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10983,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
10984,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10985,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10986,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
10987,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
10988,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
10989,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
10990,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10991,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
10992,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10993,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10994,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10995,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
10996,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10997,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10998,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10999,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11000,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11001,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11002,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11003,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11004,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
11005,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
11006,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11007,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
11008,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11009,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11010,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11011,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11012,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11013,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
11014,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
11015,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11016,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11017,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11018,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11019,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11020,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11021,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11022,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11023,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11024,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11025,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
11026,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
11027,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11028,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
11029,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11030,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
11031,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
11032,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
11033,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
11034,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11035,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
11036,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
11037,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
11038,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
11039,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
11040,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11041,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11042,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11043,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
11044,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
11045,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
11046,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11047,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
11048,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
11049,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
11050,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
11051,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
11052,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
11053,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11054,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11055,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
11056,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
11057,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
11058,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
11059,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
11060,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
11061,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
11062,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
11063,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
11064,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
11065,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
11066,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
11067,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
11068,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
11069,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11070,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
11071,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
11072,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
11073,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
11074,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11075,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11076,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
11077,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11078,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
11079,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11080,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11081,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11082,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
11083,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
11084,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
11085,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
11086,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
11087,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
11088,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11089,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
11090,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
11091,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11092,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
11093,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11094,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
11095,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
11096,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11097,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11098,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11099,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11100,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
11101,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
11102,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11103,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
11104,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
11105,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
11106,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
11107,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
11108,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
11109,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
11110,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
11111,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
11112,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
11113,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
11114,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
11115,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
11116,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11117,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
11118,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11119,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
11120,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11121,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11122,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
11123,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11124,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
11125,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
11126,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11127,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11128,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
11129,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
11130,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
11131,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11132,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
11133,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
11134,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
11135,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11136,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
11137,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
11138,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
11139,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11140,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
11141,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
11142,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
11143,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
11144,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11145,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11146,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11147,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
11148,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11149,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11150,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11151,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
11152,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11153,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
11154,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
11155,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
11156,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Water
11157,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
11158,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
11159,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11160,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11161,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
11162,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
11163,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Cropland
11164,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
11165,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Water
11166,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11167,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
11168,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
11169,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
11170,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Water
11171,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
11172,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11173,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
