Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCN_M_R
1730,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1731,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1732,Cropland,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1733,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1734,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1735,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1736,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1737,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1738,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1739,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1740,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1741,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1742,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1743,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1744,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1745,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1746,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1747,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1748,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1749,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1750,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1751,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1752,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1753,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1754,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1755,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1756,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1757,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1758,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1759,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1760,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1761,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1762,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1763,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1764,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1765,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1766,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1767,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1768,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
1769,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1770,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
1771,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1772,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1773,Wetland,NULL,Water,Water,Water,Water,Water,Water
1774,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1775,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1776,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1777,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1778,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1779,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
1780,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1781,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1782,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1783,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1784,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1785,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1786,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1787,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1788,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1789,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1790,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1791,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1792,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1793,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
1794,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1795,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1796,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1797,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1798,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1799,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1800,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1801,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1802,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1803,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1804,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1805,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1806,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1807,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1808,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1809,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1810,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1811,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1812,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1813,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1814,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1815,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1816,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1817,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1818,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1819,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1820,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1821,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1822,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1823,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1824,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
1825,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
1826,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1827,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Water
1828,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Water
1829,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1830,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1831,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1832,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1833,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1834,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1835,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Water
1836,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1837,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1838,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1839,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1840,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1841,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1842,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1843,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1844,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1845,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1846,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1847,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1848,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1849,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1850,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1851,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1852,Wetland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1853,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1854,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1855,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1856,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1857,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1858,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1859,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1860,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1861,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1862,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1863,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1864,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1865,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1866,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1867,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1868,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1869,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1870,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1871,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1872,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1873,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1874,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1875,Wetland,Water,Water,NULL,Water,Water,Water,Water
1876,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
1877,Wetland,Water,Water,Water,Water,NULL,Wetland,Water
1878,Wetland,Water,Water,Water,Water,NULL,Water,Water
1879,Wetland,Water,Water,Water,Water,Grassland,Wetland,Water
1880,Wetland,Water,Water,Water,Water,Grassland,Water,Water
1881,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
1882,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
1883,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
1884,Wetland,Water,Water,Water,Water,Wetland,Water,Water
1885,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
1886,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1887,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1888,Wetland,Water,Water,Water,Water,Water,Water,Water
1889,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1890,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1891,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1892,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1893,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1894,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1895,Wetland,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1896,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1897,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1898,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1899,Wetland,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1900,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1901,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Water
1902,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
1903,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
1904,Wetland,Forest,Water,Water,Water,Water,Wetland,Water
1905,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1906,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1907,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1908,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
1909,Bareland,NULL,Grassland,Water,Non_Wetland,Built-up,Water,Water
1910,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1911,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1912,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1913,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1914,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1915,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1916,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1917,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1918,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1919,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1920,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1921,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1922,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1923,Bareland,NULL,Water,Water,Water,Built-up,Built-up,Grassland
1924,Bareland,NULL,Water,Water,Water,Built-up,Built-up,Water
1925,Bareland,NULL,Water,Water,Water,Built-up,Water,Water
1926,Bareland,NULL,Water,Water,Water,Water,Water,Water
1927,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1928,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1929,Bareland,NULL,Forest,Water,Non_Wetland,Built-up,Built-up,Water
1930,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1931,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1932,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1933,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1934,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1935,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1936,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1937,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1938,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1939,Bareland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1940,Bareland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1941,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1942,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1943,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1944,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1945,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1946,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1947,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1948,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1949,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1950,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1951,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1952,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1953,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1954,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Water
1955,Bareland,Bareland,Grassland,Water,Non_Wetland,Built-up,Water,Water
1956,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
1957,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1958,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1959,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
1960,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
1961,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1962,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1963,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1964,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1965,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1966,Bareland,Bareland,Wetland,Water,Wetland,Built-up,Water,Water
1967,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
1968,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
1969,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1970,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1971,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1972,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1973,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
1974,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
1975,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Built-up,Water,Water
1976,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1977,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1978,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
1979,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1980,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
1981,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1982,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1983,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Grassland,Water
1984,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1985,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1986,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
1987,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
1988,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1989,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
1990,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1991,Bareland,Bareland,Water,Water,Water,Built-up,Built-up,Water
1992,Bareland,Bareland,Water,Water,Water,Built-up,Water,Grassland
1993,Bareland,Bareland,Water,Water,Water,Built-up,Water,Water
1994,Bareland,Bareland,Water,Water,Water,Water,Grassland,Water
1995,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1996,Bareland,Bareland,Water,Water,Water,Water,Wetland,Forest
1997,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1998,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1999,Bareland,Bareland,Water,Water,Water,Water,Water,Water
2000,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
2001,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2002,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
2003,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
2004,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
2005,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2006,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2007,Bareland,Built-up,Wetland,Water,Wetland,Built-up,Wetland,Grassland
2008,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2009,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2010,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2011,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2012,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
2013,Bareland,Built-up,Water,Water,Water,Built-up,Wetland,Grassland
2014,Bareland,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
2015,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
2016,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2017,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
2018,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
2019,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2020,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2021,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2022,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2023,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2024,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2025,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2026,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
2027,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2028,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2029,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2030,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
2031,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
2032,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
2033,Bareland,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
2034,Bareland,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
2035,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2036,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2037,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
2038,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2039,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2040,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2041,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2042,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2043,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2044,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2045,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2046,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
2047,Bareland,Water,Wetland,Water,Wetland,Built-up,Bareland,Water
