Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHR_M_R
1737,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1738,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1739,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1740,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1741,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1742,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1743,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1744,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
1745,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1746,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1747,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1748,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1749,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Wetland
1750,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1751,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1752,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1753,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1754,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1755,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1756,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1757,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1758,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1759,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1760,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1761,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1762,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1763,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1764,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1765,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1766,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
1767,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1768,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1769,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1770,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1771,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1772,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1773,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1774,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1775,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1776,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1777,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1778,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1779,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1780,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1781,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1782,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1783,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1784,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1785,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1786,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1787,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1788,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1789,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1790,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1791,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1792,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1793,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1794,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1795,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1796,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1797,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1798,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1799,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1800,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1801,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1802,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1803,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1804,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1805,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1806,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1807,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1808,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
1809,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1810,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1811,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1812,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1813,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1814,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1815,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1816,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1817,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1818,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1819,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1820,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1821,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1822,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1823,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1824,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1825,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1826,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
1827,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1828,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1829,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1830,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1831,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1832,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1833,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1834,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1835,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1836,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
1837,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1838,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1839,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1840,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1841,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1842,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1843,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
1844,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1845,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1846,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1847,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1848,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1849,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1850,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1851,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1852,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1853,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1854,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1855,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
1856,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1857,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1858,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1859,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1860,Forest,Water,Water,NULL,Water,NULL,Water,Water
1861,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1862,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1863,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
1864,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1865,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1866,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
1867,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1868,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1869,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1870,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1871,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1872,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
1873,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1874,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1875,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1876,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
1877,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1878,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1879,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1880,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1881,Forest,Water,Water,NULL,Water,Water,Water,Water
1882,Forest,Water,Water,NULL,Water,Water,Water,Forest
1883,Forest,Water,Water,NULL,Water,Water,Forest,Water
1884,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1885,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1886,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1887,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1888,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1889,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1890,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1891,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1892,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1893,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1894,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1895,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
1896,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1897,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1898,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1899,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1900,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1901,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
1902,Forest,Water,Water,Non_Water,Water,Bareland,Water,Grassland
1903,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
1904,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
1905,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1906,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1907,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1908,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1909,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1910,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1911,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1912,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
1913,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1914,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1915,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1916,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1917,Forest,Water,Water,Water,Water,NULL,Water,Grassland
1918,Forest,Water,Water,Water,Water,NULL,Water,Water
1919,Forest,Water,Water,Water,Water,NULL,Water,Forest
1920,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
1921,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1922,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1923,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
1924,Forest,Water,Water,Water,Water,Grassland,Water,Water
1925,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1926,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1927,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1928,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1929,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1930,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
1931,Forest,Water,Water,Water,Water,Wetland,Water,Water
1932,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1933,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
1934,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
1935,Forest,Water,Water,Water,Water,Bareland,Water,Water
1936,Forest,Water,Water,Water,Water,Bareland,Water,Forest
1937,Forest,Water,Water,Water,Water,Water,Grassland,Forest
1938,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1939,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
1940,Forest,Water,Water,Water,Water,Water,Wetland,Water
1941,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1942,Forest,Water,Water,Water,Water,Water,Water,Grassland
1943,Forest,Water,Water,Water,Water,Water,Water,Wetland
1944,Forest,Water,Water,Water,Water,Water,Water,Water
1945,Forest,Water,Water,Water,Water,Water,Water,Forest
1946,Forest,Water,Water,Water,Water,Water,Forest,Water
1947,Forest,Water,Water,Water,Water,Water,Forest,Forest
1948,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1949,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1950,Forest,Water,Water,Water,Water,Forest,Water,Water
1951,Forest,Water,Water,Water,Water,Forest,Water,Forest
1952,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1953,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1954,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1955,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1956,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1957,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1958,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1959,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1960,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1961,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1962,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1963,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1964,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1965,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1966,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1967,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1968,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1969,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1970,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1971,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1972,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1973,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1974,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1975,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1976,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1977,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1978,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1979,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1980,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1981,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1982,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1983,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1984,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1985,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1986,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1987,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1988,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1989,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1990,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1991,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1992,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1993,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1994,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1995,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1996,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1997,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1998,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1999,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2000,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2001,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2002,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2003,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2004,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2005,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2006,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2007,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2008,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2009,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2010,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2011,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2012,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2013,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2014,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2015,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2016,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2017,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2018,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2019,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2020,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2021,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2022,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2023,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2024,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2025,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2026,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2027,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
2028,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2029,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2030,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2031,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2032,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2033,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2034,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2035,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2036,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2037,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2038,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2039,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2040,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2041,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2042,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2043,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2044,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2045,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2046,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2047,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2048,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2049,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2050,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2051,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2052,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2053,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2054,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2055,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2056,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2057,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2058,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2059,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2060,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2061,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2062,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2063,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2064,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2065,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2066,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2067,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2068,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2069,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2070,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2071,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2072,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2073,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2074,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2075,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2076,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2077,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2078,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
