Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R
8954,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8955,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8956,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
8957,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8958,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8959,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8960,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8961,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8962,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8963,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8964,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8965,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8966,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8967,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8968,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
8969,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8970,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8971,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8972,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8973,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8974,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8975,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8976,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8977,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8978,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
8979,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8980,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8981,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8982,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8983,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8984,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
8985,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8986,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8987,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8988,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8989,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8990,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8991,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
8992,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8993,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8994,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8995,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8996,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8997,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8998,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8999,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9000,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9001,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9002,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9003,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
9004,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9005,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
9006,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
9007,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9008,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
9009,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
9010,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
9011,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
9012,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
9013,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9014,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9015,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9016,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9017,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9018,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9019,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9020,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9021,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9022,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9023,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9024,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
9025,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9026,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9027,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9028,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9029,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
9030,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9031,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9032,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9033,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9034,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
9035,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9036,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9037,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9038,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9039,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9040,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9041,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9042,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9043,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9044,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9045,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9046,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
9047,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9048,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9049,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,NULL
9050,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9051,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9052,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9053,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9054,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9055,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9056,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
9057,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9058,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
9059,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
9060,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9061,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9062,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9063,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9064,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9065,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9066,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9067,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9068,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
9069,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
9070,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9071,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9072,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9073,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9074,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
9075,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
9076,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9077,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9078,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9079,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9080,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9081,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
9082,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9083,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
9084,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
9085,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9086,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
9087,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
9088,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9089,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
9090,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
9091,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9092,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9093,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
9094,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9095,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9096,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9097,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
9098,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
9099,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
9100,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9101,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9102,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
9103,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
9104,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
9105,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9106,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
9107,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
9108,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9109,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9110,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
9111,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9112,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9113,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
9114,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9115,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9116,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9117,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9118,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9119,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
9120,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9121,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9122,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
9123,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9124,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
9125,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9126,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
9127,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9128,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
9129,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
9130,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9131,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
9132,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
9133,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
9134,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9135,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
9136,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9137,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
9138,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
9139,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
9140,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9141,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
9142,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9143,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
9144,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
9145,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
9146,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
9147,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
9148,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9149,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
9150,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
9151,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
9152,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
9153,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
9154,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
9155,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
9156,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
9157,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9158,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
9159,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9160,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
9161,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
9162,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9163,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
9164,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
9165,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9166,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9167,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
9168,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9169,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
9170,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
9171,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
9172,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
9173,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
9174,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
9175,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
9176,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
9177,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
9178,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
9179,Water,NULL,Wetland,Water,Wetland,Forest,Water,Water
9180,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9181,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
9182,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
9183,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9184,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
9185,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9186,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
9187,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
9188,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
9189,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
9190,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Water
9191,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9192,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
9193,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
9194,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
9195,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
9196,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
9197,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
9198,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
9199,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9200,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
9201,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9202,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
9203,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9204,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
9205,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9206,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
9207,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
9208,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
9209,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
9210,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
9211,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
9212,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
9213,Water,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Water
9214,Water,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
9215,Water,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9216,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
9217,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
9218,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Water
9219,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
9220,Water,NULL,Water,NULL,Water,NULL,NULL,Water
9221,Water,NULL,Water,NULL,Water,NULL,Shrubland,Water
9222,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
9223,Water,NULL,Water,NULL,Water,NULL,Water,Forest
9224,Water,NULL,Water,NULL,Water,Shrubland,NULL,Water
9225,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
9226,Water,NULL,Water,NULL,Water,Grassland,Water,Water
9227,Water,NULL,Water,NULL,Water,Wetland,NULL,Forest
9228,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
9229,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
9230,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
9231,Water,NULL,Water,NULL,Water,Bareland,Bareland,NULL
9232,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
9233,Water,NULL,Water,NULL,Water,Bareland,Bareland,Wetland
9234,Water,NULL,Water,NULL,Water,Bareland,Bareland,Water
9235,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
9236,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
9237,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
9238,Water,NULL,Water,NULL,Water,Bareland,Water,Water
9239,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
9240,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
9241,Water,NULL,Water,NULL,Water,Water,NULL,Bareland
9242,Water,NULL,Water,NULL,Water,Water,NULL,Water
9243,Water,NULL,Water,NULL,Water,Water,NULL,Forest
9244,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
9245,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
9246,Water,NULL,Water,NULL,Water,Water,Grassland,Water
9247,Water,NULL,Water,NULL,Water,Water,Water,Grassland
9248,Water,NULL,Water,NULL,Water,Water,Water,Bareland
9249,Water,NULL,Water,NULL,Water,Water,Water,Water
9250,Water,NULL,Water,NULL,Water,Water,Water,Forest
9251,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Water
9252,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
9253,Water,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
9254,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
9255,Water,NULL,Water,Non_Water,Water,Bareland,Shrubland,Water
9256,Water,NULL,Water,Non_Water,Water,Bareland,Water,NULL
9257,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
9258,Water,NULL,Water,Non_Water,Water,Water,Water,Water
9259,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
9260,Water,NULL,Water,Water,Water,NULL,Water,Grassland
9261,Water,NULL,Water,Water,Water,NULL,Water,Forest
9262,Water,NULL,Water,Water,Water,Shrubland,Water,Water
9263,Water,NULL,Water,Water,Water,Wetland,Water,Water
9264,Water,NULL,Water,Water,Water,Bareland,NULL,Grassland
9265,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
9266,Water,NULL,Water,Water,Water,Bareland,Water,Water
9267,Water,NULL,Water,Water,Water,Water,NULL,Grassland
9268,Water,NULL,Water,Water,Water,Water,NULL,Water
9269,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
9270,Water,NULL,Water,Water,Water,Water,Grassland,Water
9271,Water,NULL,Water,Water,Water,Water,Water,Grassland
9272,Water,NULL,Water,Water,Water,Water,Water,Wetland
9273,Water,NULL,Water,Water,Water,Water,Water,Water
9274,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9275,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
9276,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9277,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9278,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9279,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9280,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9281,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
9282,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9283,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9284,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9285,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9286,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9287,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9288,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
9289,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9290,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
9291,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9292,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9293,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9294,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9295,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9296,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9297,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9298,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9299,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9300,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9301,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9302,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9303,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9304,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
