Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCA_M_R
1139,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1140,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1141,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1142,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1143,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1144,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1145,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1146,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1147,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1148,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
1149,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1150,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1151,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1152,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1153,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1154,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1155,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1156,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1157,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1158,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1159,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1160,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1161,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1162,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
1163,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
1164,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1165,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1166,NULL,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1167,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1168,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
1169,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1170,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1171,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1172,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
1173,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1174,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1175,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1176,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1177,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1178,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1179,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1180,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1181,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1182,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1183,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1184,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1185,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
1186,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1187,NULL,Water,Wetland,Water,Wetland,Cropland,Wetland,Water
1188,NULL,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
1189,NULL,Water,Wetland,Water,Wetland,Cropland,Water,Water
1190,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
1191,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Bareland
1192,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Water
1193,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1194,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
1195,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1196,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1197,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1198,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1199,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1200,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
1201,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1202,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1203,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1204,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1205,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1206,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
1207,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1208,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1209,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1210,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
1211,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1212,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1213,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1214,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
1215,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1216,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
1217,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1218,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
1219,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1220,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
1221,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1222,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
1223,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1224,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1225,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1226,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Bareland
1227,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
1228,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Bareland
1229,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1230,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1231,NULL,Water,Built-up,Water,Non_Wetland,Wetland,NULL,Water
1232,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1233,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Bareland
1234,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
1235,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1236,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
1237,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
1238,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1239,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1240,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1241,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1242,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
1243,NULL,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1244,NULL,Water,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
1245,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1246,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
1247,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1248,NULL,Water,Water,NULL,Water,Bareland,Grassland,Grassland
1249,NULL,Water,Water,NULL,Water,Bareland,Wetland,Grassland
1250,NULL,Water,Water,NULL,Water,Bareland,Water,Bareland
1251,NULL,Water,Water,Non_Water,Water,Water,Water,Water
1252,NULL,Water,Water,Water,Water,Grassland,Bareland,Forest
1253,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
1254,NULL,Water,Water,Water,Water,Grassland,Water,Forest
1255,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
1256,NULL,Water,Water,Water,Water,Wetland,Wetland,Forest
1257,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
1258,NULL,Water,Water,Water,Water,Wetland,Water,Water
1259,NULL,Water,Water,Water,Water,Wetland,Water,Forest
1260,NULL,Water,Water,Water,Water,Bareland,Water,Water
1261,NULL,Water,Water,Water,Water,Water,Wetland,Water
1262,NULL,Water,Water,Water,Water,Water,Water,Water
1263,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1264,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1265,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1266,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1267,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1268,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1269,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1270,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1271,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1272,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1273,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1274,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1275,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1276,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1277,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1278,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1279,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1280,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1281,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1282,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1283,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1284,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1285,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1286,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1287,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1288,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1289,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1290,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1291,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1292,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1293,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1294,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1295,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1296,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1297,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1298,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1299,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1300,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1301,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1302,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1303,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1304,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1305,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1306,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1307,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1308,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1309,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1310,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1311,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1312,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
1313,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1314,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1315,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1316,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1317,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1318,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1319,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1320,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1321,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1322,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1323,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1324,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1325,NULL,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
1326,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1327,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1328,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1329,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1330,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1331,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1332,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1333,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1334,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1335,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1336,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1337,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1338,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1339,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1340,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1341,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1342,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1343,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1344,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1345,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1346,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1348,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1349,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1350,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1351,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1352,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1353,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1354,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1355,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1356,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1357,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1358,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1359,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1360,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1361,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1362,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1363,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1364,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1365,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1366,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1367,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1368,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1369,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1370,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1371,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1372,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1373,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1374,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1375,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1376,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1377,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1378,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1379,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1380,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1381,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1382,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1383,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1384,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1385,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1386,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1387,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1388,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1389,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1390,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1391,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1392,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1393,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1394,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1395,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1396,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1397,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1398,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1399,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1400,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1401,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1402,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1403,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1404,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1405,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1406,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1407,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1408,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1409,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1410,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1411,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1412,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1413,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1414,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1415,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1416,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1417,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1418,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1419,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1420,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1421,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1422,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1423,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1424,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1425,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1426,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1427,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1428,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1429,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1430,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1431,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1432,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1433,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1434,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1435,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1436,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1437,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1438,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1439,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1440,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1441,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1442,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1443,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1444,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1445,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1446,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1447,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1448,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1449,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1450,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1451,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1452,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1453,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1454,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1455,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1456,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1457,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1458,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1459,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1460,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1461,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1462,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1463,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1464,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1465,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1466,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1467,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1468,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1469,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1470,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
