Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBF_M_R
6738,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6739,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
6740,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6741,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6742,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
6743,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
6744,Bareland,NULL,Water,NULL,Water,Built-up,Built-up,Bareland
6745,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6746,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6747,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6748,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6749,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6750,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6751,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6752,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6753,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6754,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6755,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6756,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
6757,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6758,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6759,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6760,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6761,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6762,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6763,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6764,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6765,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6766,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6767,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6768,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6769,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6770,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6771,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6772,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
6773,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6774,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6775,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6776,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6777,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6778,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6779,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6780,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6781,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6782,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6783,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6784,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6785,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6786,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6787,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6788,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6789,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6790,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6791,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6792,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6793,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6794,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6795,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6796,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6797,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6798,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6799,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6800,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6801,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6802,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6803,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6804,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6805,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6806,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6807,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6808,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6809,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6810,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6811,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6812,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6813,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6814,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6815,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6816,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6817,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6818,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6819,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6820,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6821,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6822,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6823,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6824,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6825,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6826,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6827,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6828,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6829,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6830,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6831,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6832,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6833,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6834,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6835,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6836,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6837,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6838,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6839,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6840,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6841,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6842,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6843,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6844,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6845,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6846,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6847,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6848,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6849,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6850,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6851,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6852,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6853,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6854,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6855,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6856,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6857,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6858,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6859,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6860,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6861,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6862,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6863,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6864,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6865,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6866,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6867,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6868,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6869,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6870,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6871,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6872,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6873,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6874,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6875,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6876,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6877,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6878,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6879,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6880,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6881,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6882,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6883,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6884,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6885,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6886,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6887,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6888,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6889,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6890,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6891,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6892,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6893,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6894,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6895,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6896,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6897,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6898,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6899,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6900,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6901,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6902,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6903,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6904,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6905,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6906,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6907,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6908,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6909,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6910,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6911,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6912,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
6913,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6914,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6915,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6916,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6917,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6918,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6919,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6920,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6921,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6922,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6923,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6924,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6925,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6926,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6927,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6928,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6929,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
6930,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6931,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6932,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6933,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6934,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6935,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6936,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6937,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6938,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6939,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6940,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6941,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6942,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6943,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6944,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6945,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6946,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6947,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6948,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6949,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6950,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6951,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6952,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6953,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6954,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6955,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6956,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6957,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6958,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6959,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6960,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6961,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6962,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6963,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6964,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6965,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6966,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
6967,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6968,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
6969,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6970,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6971,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6972,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6973,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6974,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6975,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6976,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6977,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6978,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6979,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6980,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6981,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6982,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6983,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6984,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6985,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6986,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6987,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6988,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6989,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6990,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6991,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6992,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6993,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6994,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6995,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6996,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6997,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6998,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
6999,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
7000,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
7001,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
7002,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
7003,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7004,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7005,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
7006,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
7007,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7008,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
7009,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7010,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7011,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7012,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7013,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7014,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7015,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
7016,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7017,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7018,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7019,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7020,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7021,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7022,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7023,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7024,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
7025,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
7026,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
7027,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7028,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7029,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7030,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7031,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7032,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
7033,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Water
7034,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
7035,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
7036,Bareland,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
7037,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
7038,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
7039,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7040,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7041,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7042,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7043,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7044,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7045,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7046,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7047,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7048,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7049,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
