Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEU_M_R
1835,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1836,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1837,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1838,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1839,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1840,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1841,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1842,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1843,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1844,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1845,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1846,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1847,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1848,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1849,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1850,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1851,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1852,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
1853,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1854,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1855,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1856,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1857,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1858,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1859,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1860,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1861,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1862,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
1863,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1864,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1865,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1866,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1867,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1868,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1869,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1870,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1871,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1872,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1873,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1874,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1875,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1876,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1877,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1878,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1879,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
1880,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1881,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
1882,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1883,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1884,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1885,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1886,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1887,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1888,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1889,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1890,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1891,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1892,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
1893,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1894,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1895,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1896,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
1897,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1898,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1899,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1900,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1901,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1902,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Forest
1903,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
1904,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1905,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1906,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1907,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
1908,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1909,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
1910,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1911,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
1912,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
1913,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
1914,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Forest
1915,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Forest
1916,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest,Water,Forest
1917,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1918,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1919,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1920,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1921,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
1922,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1923,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
1924,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1925,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1926,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1927,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1928,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1929,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1930,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1931,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1932,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1933,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1934,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1935,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1936,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1937,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1938,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1939,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
1940,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1941,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1942,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1943,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1944,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1945,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1946,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1947,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1948,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
1949,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1950,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1951,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1952,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1953,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1954,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1955,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1956,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1957,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1958,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1959,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1960,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1961,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1962,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1963,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1964,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1965,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1966,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
1967,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1968,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1969,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1970,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1971,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1972,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
1973,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1974,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1975,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1976,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Bareland,Forest
1977,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
1978,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1979,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1980,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1981,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1982,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1983,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1984,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
1985,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1986,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1987,Forest,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Forest
1988,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1989,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1990,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1991,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1992,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1993,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Grassland
1994,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
1995,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1996,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1997,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1998,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1999,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2000,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2001,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2002,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
2003,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
2004,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2005,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2006,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
2007,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2008,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2009,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
2010,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2011,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
2012,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2013,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2014,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2015,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2016,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2017,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2018,Forest,Forest,Water,NULL,Water,Wetland,Bareland,Forest
2019,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
2020,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2021,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2022,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
2023,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
2024,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2025,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
2026,Forest,Forest,Water,NULL,Water,Water,Water,Water
2027,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2028,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2029,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2030,Forest,Forest,Water,NULL,Water,Forest,Water,Water
2031,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2032,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2033,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2034,Forest,Forest,Water,Non_Water,Water,NULL,Bareland,Forest
2035,Forest,Forest,Water,Non_Water,Water,NULL,Water,Grassland
2036,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
2037,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2038,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2039,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
2040,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2041,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2042,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2043,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
2044,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
2045,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
2046,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2047,Forest,Forest,Water,Non_Water,Water,Water,Bareland,Forest
2048,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
2049,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
2050,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2051,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2052,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2053,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2054,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2055,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2056,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2057,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2058,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2059,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2060,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2061,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2062,Forest,Forest,Water,Water,Water,Wetland,Bareland,Forest
2063,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
2064,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2065,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2066,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2067,Forest,Forest,Water,Water,Water,Bareland,Bareland,Forest
2068,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
2069,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2070,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2071,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2072,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
2073,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2074,Forest,Forest,Water,Water,Water,Water,Water,Water
2075,Forest,Forest,Water,Water,Water,Water,Water,Forest
2076,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2077,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2078,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2079,Forest,Forest,Water,Water,Water,Forest,Bareland,Forest
2080,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2081,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2082,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2083,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2084,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2085,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2086,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2087,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2088,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2089,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2090,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2091,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2092,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2093,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2094,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2095,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2096,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2097,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2098,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2099,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2100,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2101,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2102,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2103,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2104,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2105,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
2106,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2107,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2108,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2109,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2110,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2111,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2112,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2113,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2114,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2115,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2116,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
2117,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2118,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2119,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2120,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2121,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2122,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2123,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2124,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2125,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2126,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2127,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2128,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
2129,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2130,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2131,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2132,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2133,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2134,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2135,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2136,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2137,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2138,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2139,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2140,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2141,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2142,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2143,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2144,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2145,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2146,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
2147,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2148,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2149,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2150,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
2151,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2152,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2153,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2154,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2155,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2156,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
2157,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2158,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2159,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2160,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland,Forest
2161,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2162,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2163,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2164,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2165,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2166,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
2167,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2168,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Water
2169,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2170,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
2171,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2172,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
2173,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2174,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2175,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2176,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2177,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
