Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFT_M_R
2601,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2602,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2603,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2604,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2605,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2606,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2607,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2608,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2609,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2610,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2611,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2612,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2613,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2614,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2615,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2616,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2617,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2618,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2619,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2620,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2621,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2622,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2623,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2624,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2625,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2626,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2627,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2628,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2629,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2630,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2631,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2632,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2633,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2634,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2635,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2636,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2637,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2638,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2639,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2640,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2641,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2642,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2643,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2644,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2645,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2646,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2647,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2648,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2649,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2650,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2651,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2652,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2653,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2654,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2655,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2656,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2657,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2658,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2659,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2660,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2661,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2662,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2663,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2664,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2665,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2666,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2667,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2668,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
2669,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2670,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2671,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2672,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
2673,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
2674,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2675,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2676,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
2677,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
2678,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2679,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2680,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2681,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2682,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2683,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2684,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2685,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2686,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2687,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2688,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2689,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2690,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2691,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2692,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2693,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2694,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
2695,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2696,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2697,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2698,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2699,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2700,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2701,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2702,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2703,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2704,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2705,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
2706,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2707,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2708,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2709,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2710,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2711,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2712,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2713,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2714,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2715,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2716,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2717,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2718,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2719,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2720,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2721,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2722,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2723,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2724,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2725,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2726,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2727,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2728,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2729,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2730,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2731,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2732,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2733,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2734,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
2735,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2736,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2737,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
2738,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2739,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2740,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
2741,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2742,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
2743,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2744,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2745,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2746,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2747,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2748,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2749,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2750,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2751,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
2752,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2753,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2754,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2755,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2756,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2757,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2758,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2759,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2760,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2761,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2762,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2763,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2764,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2765,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2766,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2767,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2768,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2769,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2770,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2771,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2772,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2773,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2774,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2775,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2776,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2777,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2778,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2779,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2780,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2781,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2782,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2783,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2784,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2785,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2786,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2787,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
2788,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2789,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2790,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2791,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2792,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2793,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2794,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2795,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2796,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2797,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2798,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2799,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2800,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2801,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2802,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2803,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2804,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2805,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2806,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
2807,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2808,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
2809,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
2810,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
2811,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2812,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
2813,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2814,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2815,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2816,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2817,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2818,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2819,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2820,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2821,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2822,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2823,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2824,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2825,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2826,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2827,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2828,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2829,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2830,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2831,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2832,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2833,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2834,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2835,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2836,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2837,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2838,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2839,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2840,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2841,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2842,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2843,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2844,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2845,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2846,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2847,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2848,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2849,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2850,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2851,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2852,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2853,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2854,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2855,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2856,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2857,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2858,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2859,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2860,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2861,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2862,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2863,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2864,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2865,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2866,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2867,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2868,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2869,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2870,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2871,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2872,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2873,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2874,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2875,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2876,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2877,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2878,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2879,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2880,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2881,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2882,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2883,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
2884,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2885,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
2886,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
2887,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
2888,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
2889,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2890,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2891,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
2892,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2893,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2894,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Bareland
2895,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
2896,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2897,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2898,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2899,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2900,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
2901,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2902,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2903,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
2904,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2905,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2906,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
2907,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2908,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2909,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2910,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
