Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQG_M_R
2408,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2409,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2410,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2411,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2412,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
2413,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2414,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2415,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2416,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2417,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2418,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2419,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2420,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2421,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2422,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2423,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2424,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2425,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2426,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2427,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2428,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2429,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2430,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2431,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2432,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2433,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2434,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2435,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2436,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2437,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2438,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2439,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2440,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2441,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2442,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2443,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2444,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2445,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2446,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
2447,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2448,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
2449,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2450,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2451,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2452,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2453,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2454,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2455,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2456,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2457,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2458,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2459,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
2460,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2461,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2462,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
2463,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2464,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2465,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2466,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2467,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2468,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2469,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2470,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2471,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2472,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2473,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2474,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2475,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2476,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2477,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2482,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2484,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2485,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2486,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2490,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2491,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2492,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2493,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2494,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2495,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2496,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2499,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2500,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2501,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2502,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2503,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2504,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2505,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2506,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2507,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2508,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2509,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2510,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2511,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2512,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2513,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2514,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2515,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2516,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2517,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2518,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2519,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2520,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2521,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2522,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2523,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2524,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2525,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2526,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2527,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2528,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2529,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2530,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2531,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2532,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
2533,Grassland,Cropland,Water,Water,Water,Grassland,Water,Grassland
2534,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2535,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2536,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2537,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2538,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2539,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2540,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2541,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2542,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2543,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2544,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2545,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2546,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2547,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2548,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2549,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2550,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2551,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2552,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2553,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2554,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2555,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2556,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2557,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2558,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2559,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2560,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
2561,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2562,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2563,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2564,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2565,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2566,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2567,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2568,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2569,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2570,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2571,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
2572,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2573,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2574,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2575,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2576,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2577,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2578,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
2579,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
2580,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2581,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2582,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2583,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2584,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2585,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2586,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2587,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2588,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2589,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2590,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2591,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2592,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2593,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2594,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2595,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2596,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
2597,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2598,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Water,Grassland
2599,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2600,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2601,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2602,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2603,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2604,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2605,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2606,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
2607,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
2608,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
2609,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Bareland
2610,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
2611,Grassland,Wetland,Grassland,Water,Non_Wetland,Forest,Wetland,Grassland
2612,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2613,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2614,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
2615,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2616,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2617,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2618,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2619,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
2620,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2621,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2622,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2623,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2624,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2625,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2626,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2627,Grassland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
2628,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2629,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2630,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2631,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2632,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2633,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2634,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2635,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Grassland
2636,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2637,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2638,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2639,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2640,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
2641,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2642,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2643,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
2644,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2645,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2646,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
2647,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2648,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2649,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2650,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2651,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2652,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2653,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2654,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
2655,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2656,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2657,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2658,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2659,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
2660,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
2661,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2662,Grassland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
2663,Grassland,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
2664,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
2665,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2666,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2667,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2668,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2669,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Forest
2670,Grassland,Wetland,Water,NULL,Water,Water,Water,Grassland
2671,Grassland,Wetland,Water,NULL,Water,Water,Water,Water
2672,Grassland,Wetland,Water,NULL,Water,Water,Water,Forest
2673,Grassland,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
2674,Grassland,Wetland,Water,Water,Water,NULL,Water,Grassland
2675,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
2676,Grassland,Wetland,Water,Water,Water,Grassland,Water,Grassland
2677,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2678,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2679,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
2680,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2681,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
2682,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
2683,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
2684,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
2685,Grassland,Wetland,Water,Water,Water,Water,Wetland,Bareland
2686,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
2687,Grassland,Wetland,Water,Water,Water,Water,Wetland,Forest
2688,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
2689,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
2690,Grassland,Wetland,Water,Water,Water,Water,Water,Bareland
2691,Grassland,Wetland,Water,Water,Water,Water,Water,Water
2692,Grassland,Wetland,Water,Water,Water,Water,Water,Forest
2693,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2694,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2695,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2696,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2697,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2698,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2699,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2700,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2701,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2702,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2703,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2704,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2705,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2706,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2707,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2708,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2709,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2710,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2711,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
