Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVM_M_R
4242,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
4243,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4244,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
4245,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4246,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4247,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4248,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4249,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
4250,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4251,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4252,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
4253,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4254,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
4255,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4256,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
4257,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4258,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4259,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
4260,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4261,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4262,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4263,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Forest
4264,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4265,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
4266,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4267,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
4268,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
4269,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Forest
4270,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4271,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
4272,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4273,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4274,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
4275,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4276,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
4277,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4278,Forest,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Forest
4279,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4280,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4281,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4282,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
4283,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
4284,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
4285,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
4286,Forest,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
4287,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4288,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4289,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
4290,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4291,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
4292,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
4293,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4294,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4295,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
4296,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
4297,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
4298,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
4299,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4300,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
4301,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4302,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
4303,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4304,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4305,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4306,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4307,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4308,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4309,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4310,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4311,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4312,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4313,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4314,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4315,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
4316,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
4317,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4318,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Water
4319,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
4320,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4321,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4322,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4323,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4324,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4325,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4326,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4327,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4328,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4329,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4330,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4331,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4332,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4333,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4334,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
4335,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4336,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4337,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4338,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4339,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
4340,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4341,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4342,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4343,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4344,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4345,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4346,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4347,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4348,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
4349,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4350,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4351,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
4352,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4353,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4354,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
4355,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
4356,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4357,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
4358,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4359,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
4360,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
4361,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
4362,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
4363,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
4364,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4365,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
4366,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4367,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
4368,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4369,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4370,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
4371,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
4372,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4373,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4374,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4375,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
4376,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
4377,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4378,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4379,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4380,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4381,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4382,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4383,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4384,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
4385,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4386,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4387,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4388,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4389,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4390,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4391,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4392,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
4393,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Wetland,Forest
4394,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4395,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4396,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4397,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
4398,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
4399,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4400,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
4401,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
4402,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
4403,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
4404,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
4405,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4406,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4407,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4408,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4409,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
4410,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4411,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
4412,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4413,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
4414,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
4415,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
4416,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
4417,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4418,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
4419,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4420,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4421,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4422,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4423,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4424,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4425,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
4426,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4427,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4428,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4429,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4430,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4431,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
4432,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4433,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4434,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4435,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4436,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4437,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4438,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4439,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
4440,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4441,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4442,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
4443,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
4444,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
4445,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
4446,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
4447,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
4448,Forest,NULL,Water,NULL,Water,Shrubland,Bareland,Grassland
4449,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Water
4450,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
4451,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4452,Forest,NULL,Water,NULL,Water,Bareland,Bareland,NULL
4453,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
4454,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Wetland
4455,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
4456,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
4457,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
4458,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
4459,Forest,NULL,Water,NULL,Water,Water,Water,Water
4460,Forest,NULL,Water,NULL,Water,Water,Water,Forest
4461,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
4462,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
4463,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4464,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
4465,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
4466,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
4467,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
4468,Forest,NULL,Water,Water,Water,NULL,Bareland,Forest
4469,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
4470,Forest,NULL,Water,Water,Water,Bareland,Wetland,Forest
4471,Forest,NULL,Water,Water,Water,Bareland,Bareland,Grassland
4472,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
4473,Forest,NULL,Water,Water,Water,Bareland,Bareland,Forest
4474,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
4475,Forest,NULL,Water,Water,Water,Water,Wetland,Water
4476,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
4477,Forest,NULL,Water,Water,Water,Water,Bareland,Water
4478,Forest,NULL,Water,Water,Water,Water,Water,Grassland
4479,Forest,NULL,Water,Water,Water,Water,Water,Water
4480,Forest,NULL,Water,Water,Water,Water,Water,Forest
4481,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4482,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4483,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4484,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4485,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4486,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4487,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4488,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4489,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4490,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4491,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4492,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4493,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4494,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4495,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4496,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4497,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4498,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4499,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4500,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
4501,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4502,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4503,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4504,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
4505,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4506,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
4507,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
4508,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4509,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4510,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4511,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4512,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4513,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4514,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4515,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4516,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4517,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4518,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4519,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4520,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4521,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4522,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4523,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4524,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4525,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
4526,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4527,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4528,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4529,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4530,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4531,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4532,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4533,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4534,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4535,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4536,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4537,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
4538,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4539,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4540,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4541,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4542,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4543,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4544,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4545,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4546,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4547,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4548,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4549,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4550,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4551,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4552,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4553,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
4554,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4555,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4556,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
4557,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4558,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4559,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4560,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4561,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
4562,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
4563,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
4564,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4565,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4566,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4567,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4568,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
4569,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4570,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
4571,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4572,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4573,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4574,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4575,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4576,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
4577,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4578,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
