Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRS_M_R
1035,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1036,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1037,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1038,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1039,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1040,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1041,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1042,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1043,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1044,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1045,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
1046,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1047,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1048,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1049,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
1050,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1051,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1052,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1053,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1054,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1055,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1056,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
1057,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1058,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1059,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1060,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1061,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
1062,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1063,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1064,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1065,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
1066,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1067,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1068,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1069,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1070,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1071,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1072,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1073,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1074,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1075,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1076,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1077,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1078,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1079,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1080,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1081,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1082,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1083,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1084,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1085,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1086,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1087,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
1088,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1089,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1090,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
1091,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1092,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1093,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1094,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1095,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1096,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1097,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1098,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1099,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1100,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1101,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1102,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1103,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1104,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1105,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1106,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1107,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1108,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1109,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1110,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1111,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1112,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1113,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1114,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1115,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
1116,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1117,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1118,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1119,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1120,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Water
1121,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1122,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
1123,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1124,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1125,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1126,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1127,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1128,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
1129,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
1130,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1131,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
1132,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1133,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
1134,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1135,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1136,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1137,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1138,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1139,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1140,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1141,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1142,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
1143,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1144,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1145,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1146,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
1147,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1148,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1149,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1150,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1151,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1152,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1153,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1154,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1155,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1156,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1157,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1158,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1159,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1160,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1161,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1162,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1163,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1164,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1165,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
1166,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
1167,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1168,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1169,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
1170,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
1171,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1172,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1173,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1174,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1175,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1176,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1177,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1178,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1179,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1180,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1181,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1182,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1183,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1184,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1185,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1186,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1187,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1188,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1189,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1190,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1191,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1192,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1193,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1194,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1195,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1196,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1197,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1198,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
1199,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
1200,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1201,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1202,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1203,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1204,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1205,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1206,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1207,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1208,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1209,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1210,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1211,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
1212,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1213,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1214,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1215,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1216,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1217,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1218,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1219,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1220,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1221,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1222,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1223,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1224,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1225,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1226,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1227,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1228,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1229,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1230,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1231,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1232,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1233,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1234,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1235,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1236,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1237,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1238,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1239,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1240,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1241,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1242,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
1243,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1244,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1245,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1246,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1247,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1248,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1249,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1250,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1251,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1252,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1253,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1254,Water,Water,Water,NULL,Water,Wetland,Water,Water
1255,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1256,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
1257,Water,Water,Water,NULL,Water,Water,Grassland,Water
1258,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1259,Water,Water,Water,NULL,Water,Water,Wetland,Water
1260,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1261,Water,Water,Water,NULL,Water,Water,Water,Grassland
1262,Water,Water,Water,NULL,Water,Water,Water,Wetland
1263,Water,Water,Water,NULL,Water,Water,Water,Water
1264,Water,Water,Water,NULL,Water,Water,Water,Forest
1265,Water,Water,Water,NULL,Water,Water,Forest,Water
1266,Water,Water,Water,NULL,Water,Water,Forest,Forest
1267,Water,Water,Water,NULL,Water,Forest,Water,Forest
1268,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1269,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1270,Water,Water,Water,Non_Water,Water,Water,Water,Water
1271,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1272,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1273,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1274,Water,Water,Water,Water,Water,NULL,Water,Water
1275,Water,Water,Water,Water,Water,NULL,Water,Forest
1276,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1277,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1278,Water,Water,Water,Water,Water,Grassland,Water,Water
1279,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1280,Water,Water,Water,Water,Water,Wetland,Water,Water
1281,Water,Water,Water,Water,Water,Wetland,Water,Forest
1282,Water,Water,Water,Water,Water,Bareland,Water,Water
1283,Water,Water,Water,Water,Water,Water,Grassland,Water
1284,Water,Water,Water,Water,Water,Water,Grassland,Forest
1285,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1286,Water,Water,Water,Water,Water,Water,Wetland,Water
1287,Water,Water,Water,Water,Water,Water,Wetland,Forest
1288,Water,Water,Water,Water,Water,Water,Water,Grassland
1289,Water,Water,Water,Water,Water,Water,Water,Wetland
1290,Water,Water,Water,Water,Water,Water,Water,Bareland
1291,Water,Water,Water,Water,Water,Water,Water,Water
1292,Water,Water,Water,Water,Water,Water,Water,Forest
1293,Water,Water,Water,Water,Water,Water,Forest,Water
1294,Water,Water,Water,Water,Water,Water,Forest,Forest
1295,Water,Water,Water,Water,Water,Forest,Water,Water
1296,Water,Water,Water,Water,Water,Forest,Water,Forest
1297,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1298,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1299,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1300,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1301,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1302,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1303,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1304,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1305,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1306,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1307,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1308,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1309,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1310,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1311,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1312,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1313,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1314,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1315,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1316,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1317,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1318,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1319,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1320,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
1321,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1322,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1323,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1324,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1325,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
1326,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1327,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1328,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1329,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1330,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1331,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1332,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1333,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1334,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
1335,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1336,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1337,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1338,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1339,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1340,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1341,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
1342,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1343,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1344,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1346,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1347,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1348,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1349,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1350,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1351,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1352,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1353,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1354,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1355,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1356,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1357,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1358,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1359,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1360,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1361,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1362,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1363,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1364,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1365,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1366,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1367,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1368,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Grassland
