Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTH_M_R
3568,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3569,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3570,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3571,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3572,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3573,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3574,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3575,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3576,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3577,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3578,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3579,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3580,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
3581,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3582,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3583,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3584,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3585,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3586,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3587,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3588,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3589,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3590,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
3591,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
3592,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3593,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
3594,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3595,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3596,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3597,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3598,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3599,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3600,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3601,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3602,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3603,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
3604,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
3605,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3606,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3607,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3608,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3609,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3610,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3611,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3612,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3613,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3614,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3615,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3616,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3617,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3618,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3619,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3620,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3621,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
3622,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
3623,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3624,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3625,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
3626,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
3627,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3628,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
3629,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
3630,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3631,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3632,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3633,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
3634,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3635,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3636,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
3637,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
3638,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
3639,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3640,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
3641,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3642,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
3643,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3644,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3645,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3646,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3647,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3648,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
3649,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Wetland,Water
3650,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Water
3651,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
3652,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3653,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3654,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
3655,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3656,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3657,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
3658,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3659,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3660,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3661,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3662,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3663,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3664,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3665,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3666,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3667,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3668,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3669,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
3670,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3671,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3672,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3673,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3674,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3675,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3676,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3677,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3678,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
3679,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3680,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3681,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3682,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3683,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
3684,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3685,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
3686,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
3687,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3688,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3689,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3690,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3691,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3692,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3693,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3694,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3695,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
3696,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3697,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
3698,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3699,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
3700,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3701,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3702,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3703,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
3704,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
3705,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
3706,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3707,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
3708,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
3709,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3710,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
3711,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3712,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3713,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3714,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3715,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3716,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3717,Water,Water,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
3718,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3719,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3720,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
3721,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
3722,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3723,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3724,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3725,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3726,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3727,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
3728,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
3729,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3730,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Forest
3731,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3732,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3733,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3734,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3735,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Forest
3736,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
3737,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3738,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3739,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
3740,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3741,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3742,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3743,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
3744,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3745,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3746,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
3747,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
3748,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
3749,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
3750,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3751,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3752,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3753,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3754,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3755,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
3756,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
3757,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
3758,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3759,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3760,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3761,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3762,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3763,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3764,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3765,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3766,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3767,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
3768,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3769,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
3770,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3771,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3772,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
3773,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3774,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3775,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3776,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
3777,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3778,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
3779,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
3780,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3781,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
3782,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3783,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3784,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3785,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3786,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3787,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
3788,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
3789,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
3790,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3791,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3792,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3793,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3794,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3795,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3796,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
3797,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3798,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
3799,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
3800,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
3801,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3802,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3803,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3804,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
3805,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3806,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3807,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3808,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3809,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3810,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
3811,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3812,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3813,Water,Water,Wetland,Water,Wetland,Built-up,NULL,Grassland
3814,Water,Water,Wetland,Water,Wetland,Built-up,Bareland,Water
3815,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
3816,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
3817,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3818,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
3819,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
3820,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
3821,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3822,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
3823,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3824,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
3825,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
3826,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3827,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
3828,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3829,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3830,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3831,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
3832,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3833,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3834,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3835,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3836,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3837,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3838,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3839,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
3840,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3841,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3842,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
3843,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3844,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3845,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
3846,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
3847,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3848,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Built-up,Water
3849,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3850,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3851,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3852,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3853,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3854,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3855,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3856,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3857,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3858,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3859,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3860,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3861,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3862,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3863,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3864,Water,Water,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
3865,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
3866,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
3867,Water,Water,Water,NULL,Water,NULL,Grassland,Water
3868,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
3869,Water,Water,Water,NULL,Water,NULL,Wetland,Wetland
3870,Water,Water,Water,NULL,Water,NULL,Wetland,Water
3871,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3872,Water,Water,Water,NULL,Water,NULL,Water,Wetland
3873,Water,Water,Water,NULL,Water,NULL,Water,Water
3874,Water,Water,Water,NULL,Water,NULL,Water,Forest
3875,Water,Water,Water,NULL,Water,Shrubland,Grassland,Forest
3876,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
3877,Water,Water,Water,NULL,Water,Shrubland,Forest,Forest
3878,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3879,Water,Water,Water,NULL,Water,Grassland,Grassland,Wetland
3880,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
3881,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
3882,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
3883,Water,Water,Water,NULL,Water,Grassland,Bareland,Grassland
3884,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
3885,Water,Water,Water,NULL,Water,Grassland,Water,Water
3886,Water,Water,Water,NULL,Water,Grassland,Water,Forest
3887,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3888,Water,Water,Water,NULL,Water,Bareland,Grassland,Wetland
3889,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
3890,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
3891,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
3892,Water,Water,Water,NULL,Water,Bareland,Wetland,Bareland
3893,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
3894,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
3895,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3896,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
3897,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
