Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUP_M_R
2117,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
2118,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
2119,Water,Bareland,Grassland,NULL,Non_Wetland,Built-up
2120,Water,Bareland,Grassland,NULL,Non_Wetland,Water
2121,Water,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
2122,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2123,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2124,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
2125,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
2126,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
2127,Water,Bareland,Grassland,Water,Non_Wetland,Water
2128,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
2129,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
2130,Water,Bareland,Cropland,NULL,Non_Wetland,Water
2131,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
2132,Water,Bareland,Cropland,Water,Non_Wetland,Water
2133,Water,Bareland,Wetland,NULL,Wetland,Bareland
2134,Water,Bareland,Wetland,NULL,Wetland,Built-up
2135,Water,Bareland,Wetland,NULL,Wetland,Water
2136,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
2137,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
2138,Water,Bareland,Wetland,Water,Wetland,Grassland
2139,Water,Bareland,Wetland,Water,Wetland,Wetland
2140,Water,Bareland,Wetland,Water,Wetland,Bareland
2141,Water,Bareland,Wetland,Water,Wetland,Water
2142,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
2143,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
2144,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
2145,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
2146,Water,Bareland,Bareland,NULL,Non_Wetland,Water
2147,Water,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2148,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2149,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2150,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
2151,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
2152,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
2153,Water,Bareland,Bareland,Water,Non_Wetland,Water
2154,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
2155,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
2156,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
2157,Water,Bareland,Water,NULL,NULL,Grassland
2158,Water,Bareland,Water,NULL,NULL,Bareland
2159,Water,Bareland,Water,NULL,NULL,Water
2160,Water,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
2161,Water,Bareland,Water,NULL,Water,Grassland
2162,Water,Bareland,Water,NULL,Water,Bareland
2163,Water,Bareland,Water,NULL,Water,Water
2164,Water,Bareland,Water,NULL,Water,Permanent_ice_and_snow
2165,Water,Bareland,Water,Non_Water,Water,Bareland
2166,Water,Bareland,Water,Non_Water,Water,Water
2167,Water,Bareland,Water,Water,Water,Grassland
2168,Water,Bareland,Water,Water,Water,Wetland
2169,Water,Bareland,Water,Water,Water,Bareland
2170,Water,Bareland,Water,Water,Water,Water
2171,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2172,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2173,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2174,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2175,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
2176,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
2177,Water,Bareland,Forest,NULL,Non_Wetland,Water
2178,Water,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
2179,Water,Bareland,Forest,Water,Non_Wetland,Water
2180,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
2181,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2182,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2183,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2184,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2185,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
2186,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
2187,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2188,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
2189,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
2190,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
2191,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
2192,Water,Built-up,Shrubland,Water,Non_Wetland,Water
2193,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
2194,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
2195,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2196,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
2197,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
2198,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
2199,Water,Built-up,Grassland,NULL,Non_Wetland,Water
2200,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
2201,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
2202,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2203,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
2204,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
2205,Water,Built-up,Cropland,NULL,Non_Wetland,Water
2206,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2207,Water,Built-up,Wetland,NULL,Wetland,Bareland
2208,Water,Built-up,Wetland,NULL,Wetland,Water
2209,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
2210,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
2211,Water,Built-up,Wetland,Water,Wetland,Grassland
2212,Water,Built-up,Wetland,Water,Wetland,Bareland
2213,Water,Built-up,Wetland,Water,Wetland,Water
2214,Water,Built-up,Wetland,Water,Wetland,Forest
2215,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
2216,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
2217,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2218,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
2219,Water,Built-up,Bareland,NULL,Non_Wetland,Water
2220,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
2221,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2222,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
2223,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
2224,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
2225,Water,Built-up,Bareland,Water,Non_Wetland,Water
2226,Water,Built-up,Bareland,Water,Non_Wetland,Forest
2227,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
2228,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
2229,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland
2230,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
2231,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
2232,Water,Built-up,Built-up,NULL,Non_Wetland,Water
2233,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
2234,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
2235,Water,Built-up,Built-up,Water,Non_Wetland,Forest
2236,Water,Built-up,Water,NULL,Water,Grassland
2237,Water,Built-up,Water,NULL,Water,Cropland
2238,Water,Built-up,Water,NULL,Water,Water
2239,Water,Built-up,Water,NULL,Water,Forest
2240,Water,Built-up,Water,Non_Water,Water,Water
2241,Water,Built-up,Water,Water,Water,Grassland
2242,Water,Built-up,Water,Water,Water,Built-up
2243,Water,Built-up,Water,Water,Water,Water
2244,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
2245,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
2246,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
2247,Water,Built-up,Forest,NULL,Non_Wetland,Forest
2248,Water,Built-up,Forest,Water,Non_Wetland,Grassland
2249,Water,Water,NULL,NULL,Non_Wetland,Grassland
2250,Water,Water,NULL,NULL,Non_Wetland,Wetland
2251,Water,Water,NULL,NULL,Non_Wetland,Bareland
2252,Water,Water,NULL,NULL,Non_Wetland,Water
2253,Water,Water,NULL,Non_Water,Non_Wetland,Water
2254,Water,Water,NULL,Water,Non_Wetland,Grassland
2255,Water,Water,NULL,Water,Non_Wetland,Wetland
2256,Water,Water,NULL,Water,Non_Wetland,Bareland
2257,Water,Water,NULL,Water,Non_Wetland,Water
2258,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2259,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2260,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2261,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2262,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2263,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
2264,Water,Water,Shrubland,NULL,Non_Wetland,Water
2265,Water,Water,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2266,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2267,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2268,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2269,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2270,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2271,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2272,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2273,Water,Water,Shrubland,Water,Non_Wetland,NULL
2274,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2275,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2276,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2277,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2278,Water,Water,Shrubland,Water,Non_Wetland,Built-up
2279,Water,Water,Shrubland,Water,Non_Wetland,Water
2280,Water,Water,Shrubland,Water,Non_Wetland,Forest
2281,Water,Water,Grassland,NULL,Non_Wetland,NULL
2282,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2283,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2284,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2285,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2286,Water,Water,Grassland,NULL,Non_Wetland,Built-up
2287,Water,Water,Grassland,NULL,Non_Wetland,Water
2288,Water,Water,Grassland,NULL,Non_Wetland,Forest
2289,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
2290,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2291,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2292,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2293,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2294,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2295,Water,Water,Grassland,Water,Non_Wetland,NULL
2296,Water,Water,Grassland,Water,Non_Wetland,Grassland
2297,Water,Water,Grassland,Water,Non_Wetland,Wetland
2298,Water,Water,Grassland,Water,Non_Wetland,Bareland
2299,Water,Water,Grassland,Water,Non_Wetland,Water
2300,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2301,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2302,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2303,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2304,Water,Water,Cropland,NULL,Non_Wetland,Built-up
2305,Water,Water,Cropland,NULL,Non_Wetland,Water
2306,Water,Water,Cropland,NULL,Non_Wetland,Forest
2307,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2308,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2309,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2310,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2311,Water,Water,Cropland,Water,Non_Wetland,Grassland
2312,Water,Water,Cropland,Water,Non_Wetland,Cropland
2313,Water,Water,Cropland,Water,Non_Wetland,Wetland
2314,Water,Water,Cropland,Water,Non_Wetland,Bareland
2315,Water,Water,Cropland,Water,Non_Wetland,Water
2316,Water,Water,Wetland,NULL,Wetland,Grassland
2317,Water,Water,Wetland,NULL,Wetland,Wetland
2318,Water,Water,Wetland,NULL,Wetland,Bareland
2319,Water,Water,Wetland,NULL,Wetland,Built-up
2320,Water,Water,Wetland,NULL,Wetland,Water
2321,Water,Water,Wetland,NULL,Wetland,Forest
2322,Water,Water,Wetland,Non_Water,Wetland,Grassland
2323,Water,Water,Wetland,Non_Water,Wetland,Wetland
2324,Water,Water,Wetland,Non_Water,Wetland,Bareland
2325,Water,Water,Wetland,Non_Water,Wetland,Water
2326,Water,Water,Wetland,Water,Wetland,NULL
2327,Water,Water,Wetland,Water,Wetland,Grassland
2328,Water,Water,Wetland,Water,Wetland,Cropland
2329,Water,Water,Wetland,Water,Wetland,Wetland
2330,Water,Water,Wetland,Water,Wetland,Bareland
2331,Water,Water,Wetland,Water,Wetland,Built-up
2332,Water,Water,Wetland,Water,Wetland,Water
2333,Water,Water,Wetland,Water,Wetland,Forest
2334,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2335,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2336,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2337,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2338,Water,Water,Bareland,NULL,Non_Wetland,Built-up
2339,Water,Water,Bareland,NULL,Non_Wetland,Water
2340,Water,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2341,Water,Water,Bareland,NULL,Non_Wetland,Forest
2342,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2343,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2344,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2345,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2346,Water,Water,Bareland,Water,Non_Wetland,Grassland
2347,Water,Water,Bareland,Water,Non_Wetland,Wetland
2348,Water,Water,Bareland,Water,Non_Wetland,Bareland
2349,Water,Water,Bareland,Water,Non_Wetland,Built-up
2350,Water,Water,Bareland,Water,Non_Wetland,Water
2351,Water,Water,Bareland,Water,Non_Wetland,Forest
2352,Water,Water,Built-up,NULL,Non_Wetland,NULL
2353,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2354,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2355,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2356,Water,Water,Built-up,NULL,Non_Wetland,Water
2357,Water,Water,Built-up,NULL,Non_Wetland,Forest
2358,Water,Water,Built-up,Water,Non_Wetland,Bareland
2359,Water,Water,Built-up,Water,Non_Wetland,Built-up
2360,Water,Water,Built-up,Water,Non_Wetland,Water
2361,Water,Water,Water,NULL,NULL,Grassland
2362,Water,Water,Water,NULL,NULL,Bareland
2363,Water,Water,Water,NULL,NULL,Water
2364,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
2365,Water,Water,Water,NULL,Water,NULL
2366,Water,Water,Water,NULL,Water,Grassland
2367,Water,Water,Water,NULL,Water,Wetland
2368,Water,Water,Water,NULL,Water,Bareland
2369,Water,Water,Water,NULL,Water,Water
2370,Water,Water,Water,NULL,Water,Permanent_ice_and_snow
2371,Water,Water,Water,NULL,Water,Forest
2372,Water,Water,Water,Non_Water,Water,Grassland
2373,Water,Water,Water,Non_Water,Water,Wetland
2374,Water,Water,Water,Non_Water,Water,Bareland
2375,Water,Water,Water,Non_Water,Water,Water
2376,Water,Water,Water,Non_Water,Water,Forest
2377,Water,Water,Water,Water,NULL,Bareland
2378,Water,Water,Water,Water,NULL,Water
2379,Water,Water,Water,Water,NULL,Permanent_ice_and_snow
2380,Water,Water,Water,Water,Water,NULL
2381,Water,Water,Water,Water,Water,Grassland
2382,Water,Water,Water,Water,Water,Wetland
2383,Water,Water,Water,Water,Water,Bareland
2384,Water,Water,Water,Water,Water,Built-up
2385,Water,Water,Water,Water,Water,Water
2386,Water,Water,Water,Water,Water,Forest
2387,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2388,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2389,Water,Water,Forest,NULL,Non_Wetland,Grassland
2390,Water,Water,Forest,NULL,Non_Wetland,Cropland
2391,Water,Water,Forest,NULL,Non_Wetland,Wetland
2392,Water,Water,Forest,NULL,Non_Wetland,Bareland
2393,Water,Water,Forest,NULL,Non_Wetland,Water
2394,Water,Water,Forest,NULL,Non_Wetland,Forest
2395,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2396,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2397,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2398,Water,Water,Forest,Non_Water,Non_Wetland,Water
2399,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2400,Water,Water,Forest,Water,Non_Wetland,NULL
2401,Water,Water,Forest,Water,Non_Wetland,Grassland
2402,Water,Water,Forest,Water,Non_Wetland,Cropland
2403,Water,Water,Forest,Water,Non_Wetland,Wetland
2404,Water,Water,Forest,Water,Non_Wetland,Bareland
2405,Water,Water,Forest,Water,Non_Wetland,Water
2406,Water,Water,Forest,Water,Non_Wetland,Forest
2407,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2408,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
2409,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2410,Water,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
2411,Water,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
2412,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2413,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
2414,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2415,Water,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
2416,Water,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
2417,Water,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
2418,Water,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
2419,Water,Permanent_ice_and_snow,Water,NULL,Water,Bareland
2420,Water,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
2421,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2422,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2423,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2424,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2425,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
2426,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
2427,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
2428,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2429,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2430,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2431,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
2432,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2433,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2434,Water,Forest,Water,NULL,NULL,Permanent_ice_and_snow
2435,Water,Forest,Water,Water,Water,Forest
2436,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2437,Water,Forest,Forest,NULL,Non_Wetland,NULL
2438,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2439,Water,Forest,Forest,NULL,Non_Wetland,Wetland
2440,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2441,Water,Forest,Forest,NULL,Non_Wetland,Forest
2442,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
2443,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water
2444,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Grassland
2445,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
2446,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2447,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
2448,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2449,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
2450,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
2451,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2452,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2453,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2454,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Grassland
2455,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Bareland
2456,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water
2457,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
2458,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2459,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland
2460,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
2461,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Built-up
2462,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water
2463,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
2464,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2465,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2466,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Grassland
2467,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Wetland
2468,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Bareland
2469,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Water
2470,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2471,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland
2472,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
2473,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up
2474,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water
2475,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Grassland
2476,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Wetland
2477,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Water
2478,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland
2479,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland
2480,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Grassland
2481,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland
2482,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland
2483,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water
2484,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2485,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2486,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Built-up
2487,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
2488,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2489,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
2490,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2491,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2492,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Water
2493,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Grassland
2494,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
2495,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water
2496,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
2497,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
2498,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
2499,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Grassland
2500,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Bareland
2501,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Water
2502,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2503,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
2504,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
2505,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water
2506,Permanent_ice_and_snow,NULL,Water,NULL,Water,Permanent_ice_and_snow
2507,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland
2508,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland
2509,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
2510,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2511,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2512,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2513,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2514,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2515,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
2516,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland
2517,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
2518,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
2519,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
2520,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2521,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Wetland
2522,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Water
2523,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2524,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
2525,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Cropland
2526,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
2527,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Cropland
