Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R
2150,Water,Forest,Cropland,Water,Non_Wetland,Forest
2151,Water,Forest,Wetland,NULL,Wetland,Bareland
2152,Water,Forest,Wetland,NULL,Wetland,Water
2153,Water,Forest,Wetland,NULL,Wetland,Forest
2154,Water,Forest,Wetland,Non_Water,Wetland,Grassland
2155,Water,Forest,Wetland,Non_Water,Wetland,Forest
2156,Water,Forest,Wetland,Water,Wetland,Water
2157,Water,Forest,Wetland,Water,Wetland,Forest
2158,Water,Forest,Bareland,NULL,Non_Wetland,NULL
2159,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2160,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
2161,Water,Forest,Bareland,NULL,Non_Wetland,Water
2162,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2163,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2164,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
2165,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
2166,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
2167,Water,Forest,Built-up,NULL,Non_Wetland,Forest
2168,Water,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2169,Water,Forest,Water,NULL,Water,NULL
2170,Water,Forest,Water,NULL,Water,Grassland
2171,Water,Forest,Water,NULL,Water,Bareland
2172,Water,Forest,Water,NULL,Water,Water
2173,Water,Forest,Water,NULL,Water,Forest
2174,Water,Forest,Water,Non_Water,Water,Grassland
2175,Water,Forest,Water,Non_Water,Water,Bareland
2176,Water,Forest,Water,Non_Water,Water,Water
2177,Water,Forest,Water,Non_Water,Water,Forest
2178,Water,Forest,Water,Water,Water,Grassland
2179,Water,Forest,Water,Water,Water,Bareland
2180,Water,Forest,Water,Water,Water,Water
2181,Water,Forest,Water,Water,Water,Forest
2182,Water,Forest,Forest,NULL,Non_Wetland,NULL
2183,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2184,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2185,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2186,Water,Forest,Forest,NULL,Non_Wetland,Built-up
2187,Water,Forest,Forest,NULL,Non_Wetland,Water
2188,Water,Forest,Forest,NULL,Non_Wetland,Forest
2189,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2190,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
2191,Water,Forest,Forest,Non_Water,Non_Wetland,Water
2192,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2193,Water,Forest,Forest,Water,Non_Wetland,Grassland
2194,Water,Forest,Forest,Water,Non_Wetland,Bareland
2195,Water,Forest,Forest,Water,Non_Wetland,Water
2196,Water,Forest,Forest,Water,Non_Wetland,Forest
2197,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
2198,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
2199,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
2200,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
2201,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
2202,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2203,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
2204,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2205,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
2206,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2207,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2208,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
2209,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2210,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Cropland
2211,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
2212,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Built-up
2213,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
2214,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2215,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL
2216,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2217,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
2218,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up
2219,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Permanent_ice_and_snow
2220,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
2221,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL
2222,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2223,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Cropland
2224,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2225,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2226,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
2227,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
2228,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
2229,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
2230,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Forest
2231,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2232,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
2233,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
2234,Permanent_ice_and_snow,NULL,Water,NULL,Water,Permanent_ice_and_snow
2235,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
2236,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2237,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2238,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2239,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2240,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
2241,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
2242,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2243,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
2244,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
2245,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Built-up
2246,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2247,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Cropland
2248,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL
2249,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2250,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2251,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2252,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Forest
2253,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
2254,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Cropland
2255,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Built-up
2256,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Forest
2257,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland
2258,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL
2259,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Grassland
2260,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Built-up
2261,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Forest
2262,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL
2263,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
2264,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Cropland
2265,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Built-up
2266,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
2267,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Grassland
2268,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland
2269,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
2270,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Forest
2271,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2272,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2273,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water
2274,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2275,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Forest
2276,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
2277,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
2278,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
2279,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Grassland
2280,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland
2281,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Permanent_ice_and_snow
2282,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland
2283,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Cropland
2284,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
2285,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2286,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Forest
2287,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Bareland
2288,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
2289,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland
2290,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
2291,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Permanent_ice_and_snow
2292,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Forest
2293,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2294,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2295,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2296,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
2297,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Grassland
2298,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland
2299,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Water
2300,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
2301,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland
2302,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Cropland
2303,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland
2304,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Water
2305,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Forest
2306,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL
2307,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2308,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2309,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2310,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2311,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
2312,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL
2313,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
2314,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Cropland
2315,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
2316,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up
2317,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Water
2318,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
2319,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
2320,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Cropland
2321,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up
2322,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
2323,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Built-up
2324,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
2325,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Cropland
2326,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
2327,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
2328,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Grassland
2329,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Bareland
2330,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Forest
2331,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL
2332,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
2333,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Cropland
2334,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland
2335,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up
2336,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
2337,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
2338,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
2339,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
2340,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Forest
2341,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland
2342,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland
2343,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Forest
2344,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland
2345,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Forest
2346,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
2347,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland
2348,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
2349,Permanent_ice_and_snow,Water,Water,NULL,Water,Grassland
2350,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland
2351,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
2352,Permanent_ice_and_snow,Water,Water,NULL,Water,Forest
2353,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2354,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
2355,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland
2356,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
2357,Permanent_ice_and_snow,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
2358,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2359,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2360,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
2361,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
2362,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
2363,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland
2364,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2365,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
2366,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
2367,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
2368,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest
2369,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest
2370,Permanent_ice_and_snow,Forest,Water,NULL,Water,Forest
2371,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
2372,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2373,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Cropland
2374,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
2375,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2376,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2377,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2378,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2379,Forest,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
2380,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2381,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
2382,Forest,NULL,NULL,NULL,Non_Wetland,Water
2383,Forest,NULL,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
2384,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2385,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2386,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2387,Forest,NULL,NULL,Water,Non_Wetland,Bareland
2388,Forest,NULL,NULL,Water,Non_Wetland,Forest
2389,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2390,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2391,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2392,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2393,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2394,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2395,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2396,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2397,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2398,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2399,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2400,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
2401,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2402,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2403,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2404,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2405,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2406,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2407,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2408,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2409,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2410,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2411,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2412,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2413,Forest,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
2414,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2415,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2416,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2417,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
2418,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2419,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2420,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
2421,Forest,NULL,Grassland,Water,Non_Wetland,Water
2422,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2423,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2424,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2425,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2426,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2427,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2428,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2429,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2430,Forest,NULL,Wetland,NULL,Wetland,NULL
2431,Forest,NULL,Wetland,NULL,Wetland,Grassland
2432,Forest,NULL,Wetland,NULL,Wetland,Bareland
2433,Forest,NULL,Wetland,NULL,Wetland,Forest
2434,Forest,NULL,Wetland,Non_Water,Wetland,Water
2435,Forest,NULL,Wetland,Water,Wetland,Forest
2436,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2437,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2438,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2439,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2440,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2441,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2442,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2443,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2444,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2445,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2446,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2447,Forest,NULL,Bareland,Water,Non_Wetland,Water
2448,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2449,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2450,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2451,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2452,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2453,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2454,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2455,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2456,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
2457,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2458,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
2459,Forest,NULL,Built-up,Water,Non_Wetland,Water
2460,Forest,NULL,Water,NULL,Water,NULL
2461,Forest,NULL,Water,NULL,Water,Grassland
2462,Forest,NULL,Water,NULL,Water,Bareland
2463,Forest,NULL,Water,NULL,Water,Water
2464,Forest,NULL,Water,NULL,Water,Forest
2465,Forest,NULL,Water,Non_Water,Water,Grassland
2466,Forest,NULL,Water,Non_Water,Water,Bareland
2467,Forest,NULL,Water,Non_Water,Water,Forest
2468,Forest,NULL,Water,Water,Water,NULL
2469,Forest,NULL,Water,Water,Water,Grassland
2470,Forest,NULL,Water,Water,Water,Bareland
2471,Forest,NULL,Water,Water,Water,Water
2472,Forest,NULL,Water,Water,Water,Forest
2473,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2474,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2475,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2476,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2477,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2478,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2479,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2480,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2481,Forest,NULL,Forest,NULL,Non_Wetland,Water
2482,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2483,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2484,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
2485,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2486,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2487,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2488,Forest,NULL,Forest,Water,Non_Wetland,Bareland
2489,Forest,NULL,Forest,Water,Non_Wetland,Water
2490,Forest,NULL,Forest,Water,Non_Wetland,Forest
2491,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2492,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2493,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2494,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
2495,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
2496,Forest,Cropland,NULL,NULL,Non_Wetland,Water
2497,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2498,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2499,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland
2500,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2501,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2502,Forest,Cropland,NULL,Water,Non_Wetland,Water
2503,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2504,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2505,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2506,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2507,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2508,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2509,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2510,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2511,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2512,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2513,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2514,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2515,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2516,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2517,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2518,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2519,Forest,Cropland,Grassland,NULL,Non_Wetland,Water
2520,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2521,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2522,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
