Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMT_M_R
1041,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1042,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1043,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1044,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1045,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1046,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1047,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1048,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1049,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1050,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1051,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1052,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1053,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1054,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1055,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1056,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1057,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1058,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1059,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1060,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1061,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1062,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1063,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1064,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1065,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1066,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1067,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1068,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1069,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1070,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1071,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1072,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1073,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1074,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1075,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1076,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1077,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1078,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1079,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1080,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1081,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1082,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1083,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1084,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1085,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1086,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1087,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1088,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1089,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1090,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1091,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1092,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1093,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1094,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1095,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1096,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1097,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1098,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1099,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1100,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1101,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1102,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1103,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1104,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1105,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1106,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1107,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1108,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1109,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1110,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1111,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1112,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1113,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1114,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1115,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1116,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1117,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1118,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1119,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1120,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1121,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1122,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1123,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1124,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1125,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1126,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1127,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1128,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1129,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1130,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1131,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1132,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1133,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1134,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1135,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1136,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1137,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1138,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1139,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1140,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1141,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1142,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1143,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1144,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1145,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1146,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1147,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1148,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1149,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1150,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1151,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1152,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1153,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1154,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1155,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1156,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1157,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1158,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1159,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1160,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1161,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1162,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1163,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1164,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
1165,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
1166,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1167,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1168,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1169,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1170,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1171,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1172,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1173,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1174,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1175,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1176,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1177,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1178,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1179,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1180,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1181,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1182,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1183,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1184,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1185,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1186,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1187,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1188,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1189,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1190,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1191,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1192,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1193,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1194,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1195,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1196,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1197,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1198,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1199,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1200,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1201,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1202,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1203,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1204,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1205,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1206,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1207,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1208,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1209,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1210,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1211,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1212,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1213,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1214,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1215,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1216,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1217,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1218,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1219,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1220,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1221,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1222,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1223,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1224,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1225,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1226,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1227,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1228,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1229,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1230,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1231,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1232,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1233,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1234,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1235,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1236,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1237,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1238,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1239,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1240,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1241,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1242,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
1243,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1244,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1245,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1246,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1247,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1248,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1249,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1250,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1251,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1252,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1253,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1254,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1255,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1256,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1257,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1258,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1259,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1260,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1261,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Forest,Water
1262,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1263,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1264,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1265,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1266,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1267,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1268,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1269,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1270,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1271,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1272,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1273,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1274,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1275,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1276,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1277,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1278,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1279,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1280,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1281,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1282,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1283,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1284,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1285,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1286,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1287,Cropland,NULL,Built-up,Water,Non_Wetland,Water,Forest,Water
1288,Cropland,NULL,Water,NULL,Water,Water,Wetland,Forest
1289,Cropland,NULL,Water,Water,Water,Water,Water,Water
1290,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1291,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1292,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1293,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1294,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1295,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1296,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1297,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1298,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1299,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1300,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1301,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1302,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1303,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1304,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1305,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1306,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1307,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1308,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1309,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1310,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1311,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1312,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1313,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1314,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1315,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1316,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1317,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1318,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1319,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1320,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1321,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1322,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1323,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1324,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
1325,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1326,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1327,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1328,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1329,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1330,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1331,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1332,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1333,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1334,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1335,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1336,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1337,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1338,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1339,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1340,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1341,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1342,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1343,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1344,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1346,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1347,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1348,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1349,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1350,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
