Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGE_M_R
1086,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1087,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1088,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1089,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1090,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1091,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1092,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1093,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
1094,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,NULL
1095,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1096,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1097,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1098,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1099,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1100,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1101,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1102,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1103,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1104,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1105,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1106,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1107,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1108,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1109,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1110,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1111,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1112,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1113,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1114,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1115,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1116,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1117,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
1118,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1119,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1120,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1121,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1122,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1123,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1124,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
1125,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1126,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1127,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
1128,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1129,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1130,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
1131,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,NULL,NULL
1132,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,NULL
1133,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1134,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1135,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1136,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1137,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
1138,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
1139,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1140,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1141,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1142,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1143,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1144,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1145,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1146,Grassland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1147,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1148,Grassland,Wetland,Water,NULL,Water,NULL,Wetland,NULL
1149,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
1150,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
1151,Grassland,Wetland,Water,NULL,Water,Wetland,Water,NULL
1152,Grassland,Wetland,Water,NULL,Water,Bareland,Water,NULL
1153,Grassland,Wetland,Water,NULL,Water,Water,Wetland,NULL
1154,Grassland,Wetland,Water,NULL,Water,Water,Water,NULL
1155,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1156,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1157,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1158,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1159,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1160,Grassland,Bareland,Wetland,NULL,NULL,Water,Water,NULL
1161,Grassland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1162,Grassland,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
1163,Grassland,Bareland,Wetland,NULL,Wetland,Water,Grassland,NULL
1164,Grassland,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
1165,Grassland,Bareland,Water,NULL,NULL,Water,Water,NULL
1166,Grassland,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
1167,Grassland,Bareland,Water,NULL,Water,Wetland,Water,NULL
1168,Grassland,Bareland,Water,NULL,Water,Water,Grassland,NULL
1169,Grassland,Bareland,Water,NULL,Water,Water,Wetland,NULL
1170,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1171,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
1172,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1173,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1174,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1175,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1176,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1177,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1178,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1179,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1180,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1181,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1182,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1183,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
1184,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1185,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1186,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1187,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1188,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1189,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1190,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1191,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1192,Grassland,Built-up,Wetland,NULL,NULL,Built-up,Water,NULL
1193,Grassland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1194,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1195,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1196,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1197,Grassland,Built-up,Water,NULL,NULL,Built-up,Water,NULL
1198,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1199,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1200,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
1201,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1202,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1203,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1204,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1205,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1206,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1207,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1208,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1209,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1210,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1211,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1212,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1213,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1214,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1215,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1216,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1217,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1218,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1219,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
1220,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1221,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
1222,Grassland,Water,Wetland,NULL,NULL,Water,Water,NULL
1223,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
1224,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1225,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
1226,Grassland,Water,Wetland,NULL,Wetland,Cropland,Wetland,NULL
1227,Grassland,Water,Wetland,NULL,Wetland,Cropland,Water,NULL
1228,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1229,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1230,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1231,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1232,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
1233,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
1234,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1235,Grassland,Water,Wetland,NULL,Wetland,Water,Water,NULL
1236,Grassland,Water,Wetland,NULL,Wetland,Forest,Water,NULL
1237,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1238,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1239,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1240,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1241,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
1242,Grassland,Water,Water,NULL,NULL,Water,Water,NULL
1243,Grassland,Water,Water,NULL,Water,Grassland,Water,NULL
1244,Grassland,Water,Water,NULL,Water,Wetland,Grassland,NULL
1245,Grassland,Water,Water,NULL,Water,Wetland,Wetland,NULL
1246,Grassland,Water,Water,NULL,Water,Wetland,Water,NULL
1247,Grassland,Water,Water,NULL,Water,Bareland,Water,NULL
1248,Grassland,Water,Water,NULL,Water,Water,Grassland,NULL
1249,Grassland,Water,Water,NULL,Water,Water,Wetland,NULL
1250,Grassland,Water,Water,NULL,Water,Water,Water,NULL
1251,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1252,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1253,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1254,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1255,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1256,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1257,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1258,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1259,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1260,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1261,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
1262,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1263,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1264,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1265,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1266,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1267,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1268,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
1269,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1270,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1271,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1272,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1273,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1274,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1275,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1276,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1277,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1278,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
1279,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1280,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1281,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1282,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1283,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1284,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1285,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1286,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1287,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1288,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1289,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1290,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1291,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
1292,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1293,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
1294,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1295,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1296,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
1297,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1298,Grassland,Forest,Wetland,NULL,Wetland,Cropland,Wetland,NULL
1299,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1300,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1301,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1302,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1303,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1304,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1305,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1306,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
1307,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
1308,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
1309,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1310,Grassland,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
1311,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1312,Grassland,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
1313,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1314,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1315,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1316,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1317,Grassland,Forest,Water,NULL,Water,NULL,Grassland,NULL
1318,Grassland,Forest,Water,NULL,Water,NULL,Wetland,NULL
1319,Grassland,Forest,Water,NULL,Water,Grassland,Wetland,NULL
1320,Grassland,Forest,Water,NULL,Water,Wetland,Grassland,NULL
1321,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1322,Grassland,Forest,Water,NULL,Water,Wetland,Water,NULL
1323,Grassland,Forest,Water,NULL,Water,Bareland,Water,NULL
1324,Grassland,Forest,Water,NULL,Water,Water,Grassland,NULL
1325,Grassland,Forest,Water,NULL,Water,Water,Wetland,NULL
1326,Grassland,Forest,Water,NULL,Water,Water,Water,NULL
1327,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1328,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1329,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1330,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1331,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1332,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1333,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1334,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1335,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1336,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1337,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1338,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1339,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1340,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1341,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1342,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1343,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1344,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1345,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
1346,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1347,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1348,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1349,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1350,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1351,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1352,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1353,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1354,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1355,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
1356,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1357,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
1358,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1359,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1360,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1361,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1362,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1363,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1364,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1365,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1366,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
1367,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1368,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1369,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1370,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1371,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1372,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1373,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1374,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1375,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1376,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1377,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1378,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1379,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1380,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1381,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1382,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1383,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1384,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1385,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1386,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1387,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1388,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
1389,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1390,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
1391,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
1392,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1393,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1394,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1395,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1396,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1397,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1398,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1399,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1400,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1401,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1402,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1403,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1404,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1405,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1406,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1407,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1408,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1409,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
1410,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1411,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1412,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1413,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1414,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1415,Cropland,NULL,Wetland,NULL,NULL,Bareland,Wetland,NULL
1416,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1417,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1418,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1419,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
