Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRR_M_R
7227,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7228,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
7229,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
7230,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
7231,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
7232,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
7233,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Water
7234,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
7235,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7236,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
7237,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7238,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7239,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
7240,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
7241,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7242,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
7243,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
7244,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
7245,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
7246,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7247,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7248,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7249,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7250,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7251,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
7252,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7253,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7254,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7255,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7256,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7257,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
7258,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7259,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Cropland
7260,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7261,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
7262,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
7263,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
7264,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
7265,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
7266,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7267,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
7268,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7269,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7270,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7271,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Cropland
7272,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7273,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
7274,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
7275,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
7276,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7277,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7278,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7279,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7280,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7281,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7282,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7283,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7284,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7285,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Built-up
7286,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
7287,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7288,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7289,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7290,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
7291,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7292,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7293,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7294,Cropland,NULL,Water,NULL,Water,Wetland,Water,Wetland
7295,Cropland,NULL,Water,NULL,Water,Water,Grassland,Bareland
7296,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7297,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7298,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7299,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7300,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7301,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7302,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
7303,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7304,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7305,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7306,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
7307,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
7308,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7309,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7310,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7311,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7312,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
7313,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
7314,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7315,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7316,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7317,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7318,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7319,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
7320,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
7321,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7322,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7323,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7324,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7325,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7326,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7327,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7328,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7329,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7330,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7331,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7332,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7333,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
7334,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7335,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
7336,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7337,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
7338,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7339,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
7340,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7341,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7342,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7343,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7344,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
7345,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7346,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7347,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7348,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7349,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7350,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7351,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7352,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7353,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7354,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7355,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7356,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7357,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7358,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7359,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7360,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7361,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
7362,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
7363,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7364,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
7365,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7366,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
7367,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7368,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
7369,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7370,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7371,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7372,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7373,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7374,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7375,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7376,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7377,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
7378,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7379,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
7380,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7381,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
7382,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7383,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7384,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
7385,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7386,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
7387,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7388,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
7389,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7390,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
7391,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7392,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7393,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7394,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
7395,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7396,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7397,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7398,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7399,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
7400,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7401,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7402,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7403,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7404,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
7405,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7406,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7407,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7408,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7409,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7410,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7411,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7412,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7413,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
7414,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
7415,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7416,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7417,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
7418,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7419,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
7420,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
7421,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
7422,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7423,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7424,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7425,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
7426,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7427,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
7428,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7429,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
7430,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
7431,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
7432,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
7433,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
7434,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
7435,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7436,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7437,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7438,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7439,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7440,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7441,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
7442,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7443,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7444,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
7445,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7446,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7447,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7448,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7449,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7450,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7451,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
7452,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7453,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7454,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
7455,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
7456,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7457,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7458,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7459,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7460,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7461,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
7462,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7463,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7464,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7465,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7466,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7467,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7468,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
7469,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7470,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7471,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7472,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
7473,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7474,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7475,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
7476,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7477,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7478,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7479,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7480,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7481,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7482,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7483,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7484,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7485,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
7486,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
7487,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
7488,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
7489,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7490,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7491,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7492,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7493,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7494,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7495,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7496,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7497,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7498,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7499,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7500,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7501,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7502,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7503,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
7504,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7505,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
7506,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7507,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7508,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7509,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7510,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
7511,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7512,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7513,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
7514,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7515,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7516,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7517,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7518,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7519,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
7520,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7521,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7522,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
7523,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7524,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7525,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7526,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7527,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7528,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7529,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7530,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7531,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7532,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7533,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7534,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
7535,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7536,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7537,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
7538,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7539,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7540,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7541,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7542,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7543,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7544,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7545,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
