Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMA_M_R
2186,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2187,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
2188,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2189,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2190,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2191,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2192,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2193,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2194,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2195,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2196,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2197,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2198,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2199,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2200,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2201,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2202,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2203,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2204,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2205,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2206,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2207,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2208,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2209,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2210,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2211,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2212,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2213,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2214,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2215,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2216,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2217,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2218,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2219,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2220,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2221,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2222,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2223,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2224,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2225,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2226,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2227,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2228,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2229,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2230,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2231,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2232,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
2233,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2234,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2235,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2236,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2237,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2238,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2239,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2240,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2241,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2242,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2243,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2244,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2245,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2246,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2247,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2248,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2249,Grassland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2250,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2251,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2252,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2253,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2254,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2255,Grassland,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
2256,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2257,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2258,Grassland,Forest,Water,NULL,Water,Water,Wetland,Wetland
2259,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
2260,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2261,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2262,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2263,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
2264,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2265,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Wetland
2266,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2267,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2268,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
2269,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Forest
2270,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
2271,Grassland,Forest,Water,Water,Water,Wetland,Water,Wetland
2272,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
2273,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
2274,Grassland,Forest,Water,Water,Water,Water,Wetland,Wetland
2275,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
2276,Grassland,Forest,Water,Water,Water,Water,Water,Grassland
2277,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
2278,Grassland,Forest,Water,Water,Water,Water,Water,Water
2279,Grassland,Forest,Water,Water,Water,Water,Water,Forest
2280,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2281,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2282,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2283,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2284,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2285,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2286,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2287,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2288,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2289,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2290,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2291,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2292,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2293,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2294,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2295,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2296,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
2297,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2298,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2299,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2300,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2301,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2302,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2303,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2304,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2305,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2306,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2307,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2308,Grassland,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2309,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2310,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2311,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2312,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2313,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2314,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2315,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2316,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2317,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2318,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2319,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2320,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2321,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2322,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2323,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2324,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2325,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2326,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2327,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2328,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2329,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2330,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2331,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2332,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2333,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2334,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2335,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2336,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2337,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2338,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2339,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2340,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2341,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2342,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2343,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2344,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2345,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2346,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2347,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2348,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2349,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2350,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2351,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2352,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2353,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2354,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2355,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2356,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2357,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2358,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2359,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2360,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2361,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2362,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2363,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2364,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2365,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2366,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2367,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2368,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2369,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2370,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2371,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2372,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2373,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2374,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2375,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2376,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2377,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2378,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2379,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2380,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2381,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2382,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2383,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2384,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2385,Cropland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
2386,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2387,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2388,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2389,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2390,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2391,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2392,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2393,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
2394,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Forest
2395,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2396,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2397,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2398,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2399,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2400,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2401,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2402,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2403,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2404,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2405,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2406,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2407,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2408,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2409,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2410,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2411,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2412,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2413,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2414,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2415,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2416,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2417,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2418,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2419,Cropland,NULL,Water,Water,Water,Water,Wetland,Wetland
2420,Cropland,NULL,Water,Water,Water,Water,Water,Water
2421,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2422,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2423,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2424,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2425,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2426,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2427,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2428,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2429,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2430,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2431,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2432,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2433,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2434,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2435,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2436,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2437,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2438,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2439,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2440,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2441,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2442,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2443,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2444,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2445,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2446,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2447,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2448,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2449,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2450,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2451,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2452,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2453,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2454,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2455,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2456,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2457,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2458,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2459,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2460,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2461,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2462,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2463,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2464,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2465,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2466,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2467,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2468,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2469,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
2470,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2471,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2472,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2473,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2474,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2475,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2476,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2477,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2478,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2479,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2480,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2481,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2482,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2483,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2484,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2485,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2486,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2487,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2488,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2489,Cropland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2490,Cropland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2491,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2492,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2493,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
