Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRK_M_R
2010,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2011,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2012,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2013,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2014,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2015,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2016,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2017,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2018,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2019,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2020,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2021,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2022,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2023,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2024,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2025,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
2026,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2027,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2028,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2029,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2030,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2031,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2032,NULL,Forest,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
2033,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2034,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2035,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2036,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2037,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2038,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2039,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2040,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2041,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2042,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2043,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2044,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2045,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2046,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2047,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2048,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2049,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2050,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2051,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2052,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
2053,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2054,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2055,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2056,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2057,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2058,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2059,NULL,Forest,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
2060,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2061,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2062,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2063,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2064,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2065,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2066,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2067,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2068,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2069,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2070,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2071,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2072,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2073,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2074,NULL,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
2075,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2076,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2077,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2078,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2079,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2080,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2081,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2082,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2083,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2084,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2085,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2086,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2087,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2088,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2089,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2090,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2091,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2092,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2093,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2094,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2095,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2096,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2097,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2098,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2099,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2100,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2101,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2102,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2103,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2104,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2105,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2106,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2107,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2108,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
2109,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2110,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2111,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2112,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2113,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2114,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2115,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2116,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2117,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2118,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2119,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2120,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2121,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2122,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2123,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2124,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2125,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2126,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2127,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2128,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2129,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2130,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2131,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2132,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2133,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2134,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2135,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2136,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2137,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2138,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2139,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2140,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2141,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2142,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2143,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2144,NULL,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2145,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
2146,NULL,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2147,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2148,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2149,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2150,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2151,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2152,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2153,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2154,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2155,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2156,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2157,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2158,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2159,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2160,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2161,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2162,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2163,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2164,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2165,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2166,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2167,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
2168,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2169,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2170,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2171,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2172,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2173,Grassland,NULL,NULL,Water,Non_Wetland,Cropland,Wetland,Grassland
2174,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
2175,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2176,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2177,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2178,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2179,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2180,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2181,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2182,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2183,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2184,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2185,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2186,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2187,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2188,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2189,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2190,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2191,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2192,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2193,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2194,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2195,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2196,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2197,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2198,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2199,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2200,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2201,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2202,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2203,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2204,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2205,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2206,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2207,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2208,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2209,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2210,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2212,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2216,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2217,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2218,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2219,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2220,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2221,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2223,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
2227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2228,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2229,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2230,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2231,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2232,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
2233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2234,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2235,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2236,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2237,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2238,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
2239,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2240,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2241,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
2242,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2243,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2244,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
2245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
2246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
2247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2248,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
2249,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2250,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
2251,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2252,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2253,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2254,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2255,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
2256,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
2257,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2258,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2259,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2260,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2261,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2262,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2263,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2264,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2265,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2266,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2267,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2268,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2269,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2270,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2271,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2272,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2273,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2274,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2275,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2276,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2277,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2278,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2279,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2280,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2281,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2282,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2283,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2284,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2285,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2286,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2287,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2288,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2289,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2290,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2291,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2292,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2293,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2294,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2295,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2296,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2297,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2298,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2299,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2300,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2301,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2302,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2303,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2304,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2305,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2306,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
2307,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2308,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2309,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2310,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2311,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2312,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2313,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2314,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2315,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2316,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2317,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2318,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2319,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2320,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2321,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2322,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2323,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2324,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2325,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2326,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2327,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2328,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2329,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2330,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
