Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRU_M_R
1228,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1229,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1230,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
1231,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1232,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1233,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1234,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1235,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1236,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1237,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1238,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1239,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1240,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1241,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1242,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
1243,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1244,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1245,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
1246,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1247,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1248,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1249,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1250,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1251,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1252,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1253,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1254,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1255,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1256,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1257,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1258,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1259,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1260,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
1261,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1262,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1263,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1264,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
1265,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1266,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1267,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1268,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1269,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1270,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1271,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1272,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1273,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1274,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1275,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1276,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1277,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1278,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1279,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1280,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1281,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
1282,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1283,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1284,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1285,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1286,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1287,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1288,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1289,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
1290,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1291,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1292,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1293,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1294,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1295,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1296,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1297,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1298,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1299,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1300,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1301,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1302,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1303,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1304,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1305,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1306,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1307,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1308,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1309,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1310,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1311,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1312,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1313,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1314,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1315,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1316,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1317,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1318,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1319,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1320,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1321,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1322,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1323,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1324,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1325,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1326,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1327,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1328,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1329,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1330,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1331,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1332,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1333,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1334,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1335,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1336,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1337,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1338,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1339,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
1340,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1341,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1342,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1343,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1344,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1345,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1346,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1347,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1348,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1349,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
1350,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1351,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1352,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
1353,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1354,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1355,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1356,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1357,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1358,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1359,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1360,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1361,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1362,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1363,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1364,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1365,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1366,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1367,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1368,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1369,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
1370,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1371,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1372,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1373,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1374,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1375,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1376,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1377,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1378,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1379,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1380,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
1381,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1382,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1383,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1384,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1385,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1386,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1387,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1388,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1389,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1390,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1391,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1392,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1393,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1394,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1395,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1396,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1397,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1398,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1399,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1400,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1401,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1402,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1403,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1404,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1405,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1406,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1407,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1408,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1409,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1410,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
1411,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1412,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1413,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1414,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1415,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1416,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1417,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1418,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1419,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1420,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1421,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Bareland
1422,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
1423,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1424,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1425,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1426,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1427,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1428,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1429,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1430,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1431,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1432,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1433,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1434,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1435,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
1436,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1437,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1438,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1439,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1440,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1441,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1442,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1443,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1444,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1445,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1446,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1447,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1448,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1449,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1450,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1451,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1452,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1453,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1454,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1455,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1456,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1457,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1458,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1459,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1460,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1461,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1462,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1463,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1464,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1465,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1466,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1467,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1468,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1469,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1470,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1471,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1472,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1473,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1474,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1475,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1476,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1477,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1478,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1479,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1480,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1481,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1482,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1483,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1484,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1485,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1486,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1487,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1488,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1489,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1490,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1491,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1492,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1493,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1494,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1495,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1496,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1497,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1498,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1499,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
1500,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1501,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
1502,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1503,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1504,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Water
1505,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
1506,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1507,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
1508,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1509,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
1510,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1511,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1512,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1513,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1514,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1515,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1516,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1517,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1518,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1519,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1520,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
1521,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1522,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1523,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1524,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
1525,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1526,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1527,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Forest
1528,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1529,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1530,Water,Water,Water,NULL,Water,NULL,Water,Wetland
1531,Water,Water,Water,NULL,Water,NULL,Water,Water
1532,Water,Water,Water,NULL,Water,NULL,Water,Forest
1533,Water,Water,Water,NULL,Water,NULL,Forest,Forest
1534,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1535,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1536,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1537,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1538,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1539,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1540,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
1541,Water,Water,Water,NULL,Water,Wetland,Water,Water
1542,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1543,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1544,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1545,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1546,Water,Water,Water,NULL,Water,Water,Wetland,Water
1547,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1548,Water,Water,Water,NULL,Water,Water,Water,Grassland
1549,Water,Water,Water,NULL,Water,Water,Water,Wetland
1550,Water,Water,Water,NULL,Water,Water,Water,Water
1551,Water,Water,Water,NULL,Water,Water,Water,Forest
1552,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1553,Water,Water,Water,NULL,Water,Water,Forest,Water
1554,Water,Water,Water,NULL,Water,Water,Forest,Forest
1555,Water,Water,Water,NULL,Water,Forest,Water,Forest
1556,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
1557,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1558,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1559,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1560,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
1561,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1562,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1563,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1564,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1565,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1566,Water,Water,Water,Non_Water,Water,Water,Water,Water
1567,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1568,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1569,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1570,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
1571,Water,Water,Water,Water,Water,NULL,Wetland,Water
1572,Water,Water,Water,Water,Water,NULL,Wetland,Forest
